Company Names,Job Titles,Posted On,Job Details,Images,Type Location,Locations
Cybertrend Intrabuana,Web UI/UX Designer Intern,Posted 30+ days ago,"Internship
Join the Cybertrend’s center of data science and AI excellence and create solution with real business value side by side with us!
We are looking someone with:
Excellent communication skills to collaborate with various stakeholders
Strong knowledge of UX and web design.
Strong Proficiency with the following UX tools (Overflow, Sketch, Figma, Invision / Marvel).
In the event that you haven’t received any updates after 3 weeks, your data will be kept and we may contact you for another career opportunity.
Location : Jakarta",,Internship,Jakarta
SMART Agribusiness and Food,Digital Talent Program,Posted 30+ days ago,"Job description:
Drive / design / build cool digital-solutions (Web, Mobile, AI, Cloud, IoT, Beautiful Data Visualization applications) to solve business problems
Involve in driving game-changing process improvements in various area, among other – commerce, logistic, plantation, manufacturing, Finance, HR, Procurement and IT
Demonstrate leadership competency development during the project delivery: Focuses on Customers, Innovates, Realizes People’s Potential, Acts as a Business Owner
Ability to perform hands-on technical tasks
Have a lot of fun, continuously learn new things

Job requirements:
Candidate must possess at least a Bachelor's Degree, Master's Degree / Post Graduate Degree, Computer Science/Information Technology from reputable university with min GPA 3,20
Having more than 1 year system development experience is preferred
Fresh graduate are welcome to apply
One or some combination of the following exposure:
UX / UI research
Web / mobile development preferably on JavaScript/HTM/CSS, front-end framework (e.g. VueJS), back-end framework (e.g. NodeJS), Android Kotlin / Java
Business Intelligence & ETL preferably on Microsoft PowerBI, Microsoft SSIS, Talend
AI, machine learning and big data preferably on Python,TensorFlow, Hadoop
Willing to travel once in a while, generally when performing system requirement gathering or system deployments
Strong communication skill and team player
Full-Time position(s) available

""Our company has never levied any fees for the recruitment process nor has it required to order tickets and accommodation through a certain travel agent or certain person.""",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cafec34e1ef97da8a8f50c2b291be73f,Full-time,Jakarta
Samsung Electronics,Data Engineer,Posted 30+ days ago,"Position Summary
1. Provide service reliability by analyzing the required data, conducting data modeling and designing, implementing and operating database architecture for each service.
2. Enhance service quality by developing and analyzing data to provide impactful services.
3. Provide service engineering through standardization/automation of technology analysis for each database solution.
4. Advanced SW Certification (Coding Test)
Role and Responsibilities
1. [Data modeling] Guarantee the data integrity by analyzing service requirements and data flow and conduct the logical/physical modeling of the entire structure with optimized performance.
2. [Data pipelining] Automate and schedule tasks using various tools such as Airflow.
3. [Data warehouse design and operation] Design, implement, and operate data storages so that analyzable structured/unstructured data are stored.
4. [Data processing & analysis] Perfom analysis and ETL from various data sources to produce reliable datasets.

5. Have good communication skills in English
6. Have experience in advanced SQL Query
7. Knowledge and experience in data modeling, ETL, and data engineering tools such as Python, Airflow
8. Strong analytical & statistical skills and ability to analyze and interpret complex data
9. Have good organization & teamwork

Preferable
10. Have experience in AWS Athena / Google Big Query is a plus
11. Have experience in Batch processing using Spark / AWS EMR is a plus
12. Have experience in Real-time processing using Spark Streaming / Flink is a plus
13. Have experience in cloud is a plus
Skills and Qualifications
Develops professional expertise by complying with company policies and procedures
Works on problems of moderate scope where analyzing situations or data requires a review on various factors
Exercises judgment within defined procedures and practices to determine appropriate action
Normally receives general instructions on routine work with detailed instructions on new projects or assignments
Bachelor or Master Degree in Computer Science, Mathematics, Electrical Engineering and Physics from Reputable Universities.",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/08f9772288de0157ee1f9a21f4ef38a0,Full-time,Jakarta
Cybertrend Intrabuana,Software Engineer Intern,Posted 30+ days ago,"Internship
Join the Cybertrend’s center of data science and AI excellence and create solution with real business value side by side with us!
We are looking someone with:
Research web technology trends
Collaborate with diverse teams to plan, prototype, build and maintain new features
Design, implement & operate new web services using some language program
(WordPress, HTML, PHP, Java Script, Json and MySQL)
In the event that you haven’t received any updates after 3 weeks, your data will be kept and we may contact you for another career opportunity.
Location : Jakarta",,Internship,Jakarta
PwC,Associate 2 - Assurance - Risk Assurance (Data Analytics),Posted 30+ days ago,"Line of Service
Assurance
Industry/Sector
Not Applicable
Specialism
Assurance
Management Level
Associate
Job Description & Summary
A career within Information Technology Risk Assurance services, will allow you to develop and apply strategies that help clients leverage enterprise technologies so they can get a higher return on their investment, mitigate risks, streamline processes, and find operational inefficiencies. We assist clients in understanding and challenging their current risk profiles and develop strategies to build digital confidence by embracing opportunities to stay competitive through building trust and resilience into their technology systems. We cover a wide range of disciplines, including risk evaluation, operational and strategic Information Technology processes, project governance, application implementation, data integrity, cyber security, and accounting/audit.
To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be a purpose-led and values-driven leader at every level. To help us achieve this we have the PwC Professional; our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.
As an Associate, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:
Invite and give in the moment feedback in a constructive manner.
Share and collaborate effectively with others.
Identify and make suggestions for improvements when problems and/or opportunities arise.
Handle, manipulate and analyse data and information responsibly.
Follow risk management and compliance procedures.
Keep up-to-date with developments in area of specialism.
Communicate confidently in a clear, concise and articulate manner - verbally and in the materials I produce.
Build and maintain an internal and external network.
Seek opportunities to learn about how PwC works as a global network of firms.
Uphold the firm's code of ethics and business conduct.
Preferred skills
Fresh graduates with a degree in Information Technology or Computer Science with minimum GPA 3.00 out of 4.00. Those with 1 - 2 years of experience are also welcome to apply.
Familiar with/experienced in query language (at least SQL), programming algorithms (Python, C#, .NET), or robotic technology (RPA).
Familiar with/experienced in web programming such as ASP.NET , ReactJS, JavaScript, JSON, CSS, and HTML is a plus.
Strong analytical thinking, problem solving, and strong attention to detail.
Good communication skill, able to articulate a business issue and potential impact without resorting to technical language.
Well-rounded team player as well as individual settings.
Actively building good working relationships with both colleagues and client personnel at all levels.
The ability to work flexibly and effectively in different teams for varying periods of time.
Some knowledge of finance, accounting, ERP systems, although not essential.
Education (if blank, degree and/or field of study not specified)
Degrees/Field of Study required:
Degrees/Field of Study preferred: Bachelor Degree - Computer Science, Bachelor Degree - Information Technology
Certifications (if blank, certifications not specified)
Required Skills
Optional Skills
Desired Languages (If blank, desired languages not specified)
Travel Requirements
Up to 40%
Available for Work Visa Sponsorship?
No
Government Clearance Required?
No
Job Posting End Date",,Full-time,Jakarta
ConnectOne,Head of Data Science (ID) - Tech Consulting Company,Posted 30+ days ago,"REFERRAL REWARD: SGD$500
Head of Data Science
Our client is a tech consulting company and they are looking for a Head of Data Science. As a Head of Data Science you will hold a strategic role in advancing the client's modeling, data science and AI initiatives by extracting business insights and at the same time working closely with the product team to deliver and develop world class solutions.
Responsibilities
Provide strategic leadership and direction to data science teams, leading throughout all stages of technology development, from discovery to deployment of enterprise class solutions.
Work closely with different teams within the company to solve challenging business problems by developing and applying data science and machine learning best practices.
Recruit and build a world class data science team
Provide analysis and insights to the business teams
Skills and Qualifications
Master’s or PhD from a recognized university in engineering, mathematical sciences, physics or related quantitative disciplines
Minimum 10 years of extensive experience and having led teams in modeling, data science, machine learning and digital transformation.
Experience in leading commercial software development teams
Strong communication and interpersonal skills
Familiarity with the mining or oil and gas industry",,,Indonesia
Barry Callebaut,Community Development Specialist,Posted 2 days ago,"Community Development Specialist
Location: Bandung, ID, 40256
At Barry Callebaut, we are on a journey to transform the cocoa and chocolate industry. As the world’s leading manufacturer of high-quality chocolate and cocoa products, our actions truly shape the future of our industry. We are a business-to-business company, serving the entire food sector, from the cocoa bean to the finest chocolate product. We are a company with a purpose, we believe in doing well by doing good and reinvesting in the communities we operate. We have a long-standing commitment to sustainability and our goal is to shape a sustainable cocoa and chocolate future. We are headquartered in Zurich, and have more than 12,000 passionate Employees working in more than 40 countries worldwide. We are very proud of who we are and what we do. And of course, we are always looking for talented people to help us have a positive impact on our industry and beyond!
JOB SUMMARY
Sustainability is at the heart of Barry Callebaut. Forever Chocolate is our commitment to have more than 500,000 cocoa farmers in our supply chain lifted out of poverty, eradicate child labor from our supply chain, become carbon and forest positive and have 100% sustainable ingredients in all of our products. Cocoa farmer poverty and a lack of income hinders the hiring of professional workers and the utilization of mechanization, which often leads to reliance on family members, including children, to undertake work which is classified as child labor.
This role will be a key player to support the goal of Human Right pillar, including child protection, Income Generating Activity & VSLA.
In addition, this role also will support the Sustainability Team as the story teller of field activities on the ground.
KEY RESPONSIBILITIES
Developing annual work plan per cocoa sustainability program together with Area Program Manager[s] on the Community Development implementation, including budget management, & setting strategy to achieve the target
Regular monitoring in the project location(s) to ensure all the Community Development activity well implemented & have an improvement
Reviewing & updating the SOP of CCPC, human right [assess & address], IGA & VSLA implementation in Indonesia
Providing creative regular report, news & content (monthly/ quarterly/half year/ yearly) based on Customer Projects related to Community Development activities & if needed to support the other Customer report/news/ media content
Starting/ maintaining the relationship with local & national level of government which relate to all of the Community Development activities
Developing the internal communication which relate to individual Customer Projects, promote & encourage to our internal Sustainability Team to have better understanding & ownership on the implementation
Promote, assist, encourage and monitor the Human Right implementation in all Customer Projects
Capacity building of SCP[s] in all Customer Projects to ensure proper Human Right commitment process is well adopted by supply chain partners & BC stakeholders
REQUIRED ACADEMIC & TECHNICAL QUALIFICATIONS
Possess Bachelor from any major, preferable from Agriculture or Social science
Fluent in both Bahasa Indonesia & English, written & spoken
3-5 years of working experience in agriculture community development (cocoa/ coffee/ palm oil) from the credible company/ NGO
Having proper knowledge on the human right DD, and experienced on the IGA & VSLA
Have an experienced as the community storyteller and social media content creator
ADDITIONAL CONSIDERATIONS
Willing to travel to the cocoa sustainability program location[s] regularly
Based in Bandung
ESSENTIAL EXPERIENCE / KNOWLEDGE
Solid knowledge & understanding of community development (social issue) in agriculture with farmer
Expert in communication
Expert in child protection, human right, income generating & VSLA activity within smallholder farmers/ community
TECHNICAL / FUNCTIONAL COMPETENCIES
Human right DD [national & worldwide; child protection & wellbeing, forced labor, discriminations, gender equality]
IGA [income generating activity] & VSLA [village saving & loans association]
Advance social media knowledge, content creator
Project management, including manage the budget vs expense
Visual communication [photograph, animation, etc.]
INTERPERSONAL / LEADERSHIP COMPETENCIES
Good coordinator, negotiation & communication skill
Creative, initiative & agile in communicating with stakeholders (internal & external)
Ability to analyze data & draw insight
Good leader & team work
Able to work under minimum supervision
PERSONAL STYLE / ATTITUDE / MOTIVATION
Empathy & compassion, non-judgmental & positive attitude
Persistent
Creative thinking & problem solving ability
Accountable
Resilient
At Barry Callebaut, we are committed to Diversity & Inclusion. United by our strong values, we thrive on the diversity of who we are, where we come from, what we’ve experienced and how we think. We are committed to nurturing an inclusive environment where people can truly be themselves, grow to their full potential and feel they belong. #oneBC - Diverse People, Sustainable Growth.
If you want to learn more about Barry Callebaut, please find further information here.
Were you missing anything in this job ad? Please share your feedback with us by clicking here.",,,Bandung
Indodana,Data Scientist - Risk Platform,Posted 11 days ago,"Job Description

We’re looking for fresh graduates with experience in manipulating datasets and building statistical models for credit risk by leveraging machine learning techniques. You will partner with business, product, and engineering team to explore, determine, analyze, propose, and solve some of the most challenging business problems in lending and reduce risk. You will perform deep-dive exploration and analysis to find improvements in our existing framework. You will be submerged in a fast-paced environment working tightly in a strong team of data scientists and experience firsthand our robust data infrastructure.
Responsibilities
Perform features selection, parameter binning, and optimize custom predictive machine learning models for credit risk scoring
Query, process, cleanse, and verify the integrity of data used for analysis
Analyze key metrics to determine risk and explore areas for improvements
Create reports and dashboards to monitor model impact and performance
Help build the variety of data ingredients needed to do modelling effectively
Maintain the credit risk model platform which is utilized by the team
Provide advice and guidance on potential efficiency gains and new state-of-the-art credit risk modelling methodologies

Qualifications
Bachelor degree in an analytical or quantitative discipline (e.g. math, statistics, engineering, computer science), however other disciplines will be considered
Experienced in using statistical computer languages such as R, Python SAS, SQL, or advanced MS Excel skills is a plus.
Have good communication skills and able to work together in a team
Excellent problem-solving skills and have the drive to learn and master new technologies and techniques
Willingness to learn new skills independently and have a strong sense of project ownership
Not afraid to get your hands dirty to explore data and build statistical models",,Full-time,Jakarta
DKatalis,Data Scientist,Posted 25 days ago,"About DKatalis
DKatalis is a financial technology company with multiple offices in the APAC region. We serve as the technological backbone for Bank Jago, an Indonesian digital bank whose mission is to drive financial inclusion by developing bespoke banking products and services that cater to a diverse customer base, from individual retail consumers to micro, small, and medium enterprises.
What sets us apart?
Real-world Impact: Your models and analyses will directly shape bespoke banking products, influencing financial services for millions of users across Indonesia.
Data-Rich Environment: Access vast, diverse datasets spanning individual retail consumers to micro, small, and medium enterprises (MSMEs).
Cutting-edge Tech Stack: Leverage the latest in big data technologies, cloud computing, and machine learning frameworks.
Cross-functional Collaboration: Work closely with product, engineering, and business teams to turn data insights into actionable strategies.
About the role
We are looking for a mid to senior-level Data Scientist with expertise in advanced modelling techniques, including knowledge graphs, recommendation systems, and fine-tuning Large Language Models (LLMs). The ideal candidate will have strong Natural Language Processing (NLP) skills to support our initiative in conversational banking and building comprehensive customer profiles.
You will work with various data types (e.g., transactional financial data, system log data, clickstream data, customer support chat logs) to help build sophisticated models that support:
Conversational banking interfaces and chatbots
Advanced customer profiling and personalization
Knowledge graph construction for financial entity relationships
Recommendation systems for financial products and services
Digital banking product features such as AI-driven financial recommendations
Customer segmentation and engagement analysis
Business operations optimization
Assisting with fraud detection and risk management functions
Supporting the improvement of various technical operations within the business
We value candidates who are self-motivated, proactive problem-solvers with a can-do attitude. The ideal candidate demonstrates persistence and grit when facing challenges and has a track record of initiating and completing complex projects.
You will lead the delivery of data science and machine learning solutions from ideation to model development and deployment. You'll work closely with other data scientists, machine learning engineers, and product teams to drive innovation in our banking products and services.
Requirements:
Education and Background
A Master's or Ph.D. degree in computer science, statistics, physics, mathematics, or a related field.
Courses or certifications in finance, economics, or related disciplines are a plus.
Technical Skills
Advanced proficiency in Python and its data science ecosystem, including tools such as Numpy, pandas, scikit-learn.
Expertise in deep learning frameworks like PyTorch or TensorFlow.
Experience with NLP libraries and techniques (e.g., spaCy, NLTK, transformers).
Proficiency in building and maintaining knowledge graphs.
Experience in developing and deploying recommendation systems.
Familiarity with LLM fine-tuning techniques and frameworks.
Strong version control skills (e.g., Git) and collaborative coding practices.
Knowledge and Experience
Deep understanding of advanced statistics, machine learning concepts, and their application to real-world problems.
5+ years of experience working with complex machine learning models in production environments.
Demonstrated ability to translate business problems into data science solutions.
Experience in building conversational AI systems or chatbots.
Familiarity with financial domain knowledge and its application in data science.
Soft Skills and Attributes
Strong analytical and problem-solving skills.
Excellent communication skills, both written and verbal.
Ability to lead and mentor junior team members.
Eagerness to stay current with the latest advancements in AI and machine learning.
Preferred Qualifications:
Experience in the financial technology or retail banking sector.
Active contributions to data science communities or open-source projects.
Demonstrated thought leadership through publications, presentations, or patents.
Expertise in big data technologies and cloud computing platforms (e.g., AWS, GCP, or Azure).
Stand-out Qualities
Track record of implementing innovative AI solutions in fintech or related industries.
Strong portfolio of relevant projects, particularly in NLP, knowledge graphs, or recommendation systems.
Leadership in the data science community (organising events, giving talks, leading workshops).
Unique skills that complement and enhance the existing Data Science team.
Advanced understanding of cloud technologies and containerization (e.g., Docker, Kubernetes).
Experience in ethical AI and responsible machine learning practices.",,,Jakarta
Boston Consulting Group,"Associate/Senior Associate, Technology & Digital Advantage Practice",Posted 30+ days ago,"Locations: Malaysia | Indonesia | Thailand
Who We Are
Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we help clients with total transformation-inspiring complex change, enabling organizations to grow, building competitive advantage, and driving bottom-line impact.

To succeed, organizations must blend digital and human capabilities. Our diverse, global teams bring deep industry and functional expertise and a range of perspectives to spark change. BCG delivers solutions through leading-edge management consulting along with technology and design, corporate and digital ventures—and business purpose. We work in a uniquely collaborative model across the firm and throughout all levels of the client organization, generating results that allow our clients to thrive.

Practice Area

BCG’s Tech and Digital practice area focuses on helping clients deliver competitive advantage and business superior performance through the use of data, technology and digital. Tech and Digital is the fastest growing practice at BCG and at the heart of the strategic impact we have with our clients. Our consultants and experts globally work across all industries and provide deep experience and expertise across a number of topics including Digital Transformation, Data & Digital Platforms, AI at Scale, Agile, Cybersecurity and Digitizing the Tech Function. Our Tech and Digital offer encompasses tech experts across BCG and Platinion, providing seamless multidisciplinary solutions to our clients.

What You'll Do
As part of the TDA practice, you will partner with leading companies to shift mindsets, shape agendas, and create value through digital transformation programs. Sitting within our consulting business, you will focus on key digital subject matter. The work you do every day-going deep to uncover key insights and reimagine business models-will enable our clients to compete in today's fast-paced environment and accelerate into the digital future. As you immerse yourself in new challenges across a range of Digital topics, you will develop close relationships with senior clients and BCG leadership, and play a central role in work that has a lasting impact on companies, industries, and society.

As an Associate / Senior Associate, you will work as digital specialists advising clients on a range of topics that align to your areas of expertise and interests, including, but not limited to the following:
Digital Transformation & Strategy: Helping clients rethink the impact of digital on their business and accelerate their transformation efforts.
Emerging Technology Topic Advisory: including Cloud, Blockchain/Crypto/DeFi, Metaverse/Web3
Customer Centricity: Reinventing the customer experience, leveraging journey maps, deep customer empathy, and data to create transformative digital interfaces, marketing strategies, and process innovations.
Digital Marketing & Personalization: Optimising digital marketing programs across all digital channels and levers, including precision marketing, and analytics-enabled, one-to- one personalization.
Big Data & Analytics: Driving transformational value through cutting-edge applications of AI and Machine Learning tools that are fully scaled into the business.
New Ways of Working: Building ongoing organisational change capabilities, and helping clients transform into digital enterprises that continue to develop and innovate with speed, at scale.
Transformation of the Technology Function and Technology Build: Redesigning technology functions to improve flexibility, efficiency, and Business-IT alignment.

What You'll Bring
A minimum of 2 years for Associate and 3 years for Senior Associate of full-time relevant work experience within digital fields, including product management, digital marketing & analytics, and/or designing & delivering world-class software products, in leading digital companies and/or start-ups.
History of building credibility and relationships with leaders, technical and non-technical people to align on strategy, inspire stakeholders, and execute on a day-to-day basis. The ability to work with and lead multi-disciplinary teams including engineers, architects, data scientists-or whatever is required to solve the client's challenge-will be vital to success.
Advanced quantitative analysis, solid business acumen and problem- solving ability.
Established record of driving digital transformation and topics with value creation in mind
Excellent communication skills; able to explain complex industry concepts in non-technical terms
Bachelor's degree preferably in an IT/Computer Science, Engineering or related discipline
MBA, Masters or PHD will be highly regarded
Flexibility to travel within SEA region

Additional info
What Can A Career At BCG Offer You?
An opportunity to innovate and change: We have a legacy of developing deep insights and game-changing ideas and our case teams take ideas from all levels in order to deliver breakthrough insights to our clients
Training and mentoring: We embed mentorship and apprenticeship throughout your time at BCG. You will have a support system of career development advisors, the guidance of project leaders, and partnership with your colleagues and teammates at every turn.
A collaborative approach: You will join a growing team of talented individuals, operating and learning from people with a diverse and broad set of backgrounds

Boston Consulting Group is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, sex, sexual orientation, gender identity / expression, national origin, disability, protected veteran status, or any other characteristic protected under national, provincial, or local law, where applicable, and those with criminal histories will be considered in a manner consistent with applicable state and local laws.
BCG is an E - Verify Employer. Click here for more information on E-Verify.",,Full-time,Jakarta
Shopee,Back End Engineer (Engineering Efficiency Development) - Sea Labs,Posted 4 days ago,"Department Engineering and Technology
LevelExperienced (Individual Contributor)
LocationIndonesia - Jakarta
The Engineering and Technology team is at the core of the Shopee platform development. The team is made up of a group of passionate engineers from all over the world, striving to build the best systems with the most suitable technologies. Our engineers do not merely solve problems at hand; We build foundations for a long-lasting future. We don't limit ourselves on what we can or can't do; we take matters into our own hands even if it means drilling down to the bottom layer of the computing platform. Shopee's hyper-growing business scale has transformed most ""innocent"" problems into huge technical challenges, and there is no better place to experience it first-hand if you love technologies as much as we do.
About the Team:
The Engineering Efficiency Development team powers the internal tools used by multiple departments in Shopee through innovation and technology. As a Software Engineer in the team, you will collaborate with fellow Engineers and Product Managers to develop different internal portal systems to improve the team operation and communication efficiency. In the meanwhile, tackle unique problems on a global scale.
Job Description:
Designing and building distributed systems optimized for performance, availability, and user experience
Writing high-quality, clean, and maintainable code and respecting engineering best practices (source control, continuous integration, automation, design patterns, etc.)
Researching, proposing and executing projects to enhance system functionalities, development processes, and shared middlewares
Collaborating in a highly cross-functional environment with fellow Software Engineers, Product Managers, Quality Assurance Engineers, and Operation Engineers to deliver impact
Requirements:
Bachelor's or a higher degree in Computer Science or related fields
Relevant experience in backend server development
Familiar with commonly used languages, Golang is preferred.
In-depth understanding of Data Structures and Algorithms, Networking, OS and other Computer Science fundamentals
Familiar with commonly used Databases, such as MySQL
Familiar with commonly used middlewares, such as Redis and Kafka
Familiar with Kubernetes (K8S) Microservice Architecture
Familiar with HTTP/TCP protocols
Familiar with XML/JSON/Protocol Buffers
Familiar with distributed systems, performance tuning, massive concurrency handling, and caching mechanisms",,,Jakarta
Boston Consulting Group,"Project Leader, Technology & Digital Advantage Practice",Posted 30+ days ago,"Locations: Malaysia | Singapore | Indonesia | Thailand
Who We Are
Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we help clients with total transformation-inspiring complex change, enabling organizations to grow, building competitive advantage, and driving bottom-line impact.

To succeed, organizations must blend digital and human capabilities. Our diverse, global teams bring deep industry and functional expertise and a range of perspectives to spark change. BCG delivers solutions through leading-edge management consulting along with technology and design, corporate and digital ventures—and business purpose. We work in a uniquely collaborative model across the firm and throughout all levels of the client organization, generating results that allow our clients to thrive.

Practice Area

BCG’s Tech and Digital practice area focuses on helping clients deliver competitive advantage and business superior performance through the use of data, technology and digital. Tech and Digital is the fastest growing practice at BCG and at the heart of the strategic impact we have with our clients. Our consultants and experts globally work across all industries and provide deep experience and expertise across a number of topics including Digital Transformation, Data & Digital Platforms, AI at Scale, Agile, Cybersecurity and Digitizing the Tech Function. Our Tech and Digital offer encompasses tech experts across BCG and Platinion, providing seamless multidisciplinary solutions to our clients.

What You'll Do
As a Project Leader, you will partner with leading companies to shift mindsets, shape agendas, and create value through digital transformation programs. Sitting within our consulting business, you will focus on key digital subject matter. The work you do every day-going deep to uncover key insights and reimagine business models-will enable our clients to compete in today's fast-paced environment and accelerate into the digital future. As you immerse yourself in new challenges across a range of Digital topics, you will develop close relationships with senior clients and BCG leadership, and play a central role in work that has a lasting impact on companies, industries, and society.

As a Project Leader, you will work as digital specialists advising clients on a range of topics that align to your areas of expertise and interests, including, but not limited to the following:
Digital Transformation & Strategy: Helping clients rethink the impact of digital on their business and accelerate their transformation efforts
Emerging Technology Topics Advisory: including Cloud, Blockchain/Crypto/DeFi, Metaverse/Web3* Customer Centricity: Reinventing the customer experience, leveraging journey maps, deep customer empathy, and data to create transformative digital interfaces, marketing strategies, and process innovations
Digital Marketing & Personalization: Optimising digital marketing programs across all digital channels and levers, including precision marketing, and analytics-enabled, one-to- one personalization
Big Data & Analytics: Driving transformational value through cutting-edge applications of AI and Machine Learning tools that are fully scaled into the business
New Ways of Working: Building ongoing organisational change capabilities, and helping clients transform into digital enterprises that continue to develop and innovate with speed, at scale
Transformation of the Technology Function and Technology Build: Redesigning technology functions to improve flexibility, efficiency, and Business-IT alignment

What You'll Bring
A minimum of 8 years of work experience; of which at least 3 years in strategy consulting environment and demonstrated experience leading a team of consultants in driving large-scale digital transformation projects and advising clients on a range of technology topics
History of building credibility and relationships with leaders, technical and non-technical people to align on strategy, inspire stakeholders, and execute on a day-to-day basis. The ability to work with and lead multi-disciplinary teams including engineers, architects, data scientists-or whatever is required to solve the client's challenge-will be vital to success
Advanced quantitative analysis, solid business acumen and problem- solving ability
Established record of driving digital transformation and topics with value creation in mind
Excellent communication skills; able to explain complex industry concepts in non-technical terms
Bachelor's degree preferably in an IT/Computer Science, Engineering or related discipline
MBA, Masters or PHD will be highly regarded
Flexibility to travel within SEA region

Additional info
What Can A Career At BCG Offer You?
An opportunity to innovate and change: We have a legacy of developing deep insights and game-changing ideas and our case teams take ideas from all levels in order to deliver breakthrough insights to our clients
Training and mentoring: We embed mentorship and apprenticeship throughout your time at BCG. You will have a support system of career development advisors, the guidance of project leaders, and partnership with your colleagues and teammates at every turn
A collaborative approach: You will join a growing team of talented individuals, operating and learning from people with a diverse and broad set of backgrounds

Boston Consulting Group is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, sex, sexual orientation, gender identity / expression, national origin, disability, protected veteran status, or any other characteristic protected under national, provincial, or local law, where applicable, and those with criminal histories will be considered in a manner consistent with applicable state and local laws.
BCG is an E - Verify Employer. Click here for more information on E-Verify.",,Full-time,Jakarta
Kredivo Group,Quality Assurance - Data,Just posted,"We're on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. As we are growing bigger we are looking for a QA Engineer to configure manual test on our apps and execute stability and performance tests. The chosen candidate will be the one who has both grit and good technical exposure in the QA Engineer.
About the role:
Work closely with product, design and engineering teams to understand product requirements and design/execute test plans with complete ownership
Develop and maintain automation suites for website, mobile application and backend services
Review PRD and engineering design to share useful feedback on improvements before engineering execution cycle
Carefully plan out release process including identifying inter-dependencies and backward compatibility
Work closely with MLE, DS team in planning, executing and verifying product releases and measuring impact
Replicate bugs reported in production on staging environment and help troubleshoot and fix with urgency
Help define, drive and implement QA best practices and process
Help and review testcase other QA
Create test cases and determine test time estimates and make decisions for the best testing process
Responding to requests from the design team and management.
Meeting with the software/product designers to determine quality assurance parameters.
Implementing testing procedures and overseeing the QA process.
About you:
BS, MS, and/or PhD in Computer Science or equivalent
3+ years in manual and automated testing of web services and mobile applications
Strong understanding of Data Structures, Algorithms, and Computer Science fundamentals
Strong understanding of testing best practices across white box, black box and regression testing
Strong analytical, problem solving and troubleshooting skills to test product quality for functional/non-functional requirements
Excellent with MySQL and scripting tools like BASH or Python on Linux
Intermediate level experience writing automation suites in any language of choice
Good understanding of HTTP, Web Services, OAuth and Restful APIs
Experience working with CI tools like Jenkins, Travis or others
Experience working with Git
Good communication skills and strong attention to details
Ability to work well in a team with humility, passion and self-motivation",,Full-time,Jakarta
