Company Names,Job Titles,Posted On,Job Details,Skill
PT XL Axiata Tbk,CX Journey Management Home Convergence Enterprise,Reposted 2 weeks ago,"Description

 E2E Customer Journey Management in Home, Convergence & Enterprise Journey Design, Mapping, Analytics & Orchestration to improve CX. 
 Uplifting Customer Journey : Actively develop, implement & track measured-impact redesign journey initiatives to drive TNPS 
 Optimizing Customer Journey : Connecting and mapping customer interactions, across multiple touchpoints, in order to direct or influence the end-to-end experience. 
 Managing CX Based Evidence Insights: Predict and prioritize customer needs and trends, identify key engagement and experience drivers, and drive results with role-based dashboards and action plans. 
 Improving E2E Home, Convergence & Enterprise customer experience in tangible ways. 
 Maximizing performance across all aspects of customer interaction & aligning with business impact 

Requirements

 6-7 years years relevant experience in Customer Experience Management/ Commercial/management/product sales & marketing. 
 Bachelor degree in Industrial Engineering/ Informatic Engineering/ Information & Communication system/Management 

Soft Skill

Business & Market Savvy

Data Analytics

Digital Mindset

Governance

Competencies

Agile Leadership

Coalition Building

Customer Centric

People First

Results Driven

Strategic Accountability","Communication, Customer Experience, Customer Experience Management, Customer Interaction, Driving Results, E2E, Marketing, Product Sales, Sales and Marketing, and Voice & Data Convergence"
Goodwork,Web Designer 🖌️💻🧘🏾‍♂️ (Mental Health | WordPress | Remote),5 days ago,"Goodwork is recruiting for a US-based mental health marketing, web design, and coaching agency.

What makes this opportunity interesting?
🇺🇸 Join a growing American company shaping the future of therapy practices
🌱 Design to positively impact users’ mental health
🎓Work under the mentorship of a design veteran with nearly 30 years of experience

About the Company
We're a mental health marketing, web design, and coaching agency offering a mix of ""done with you"" and ""done for you"" services to help psychotherapists attract their dream clients and grow their businesses. Our mission: to improve our collective mental health by providing a clear, sustainable path for clinicians to support more people and make the world a better place.

We offer two primary service lines: à la carte web design and our flagship “$300K Practice Program”, a comprehensive 12-month journey that combines expert marketing coaching, high-converting website design, and ongoing marketing support. It starts with a hybrid of online courses and weekly group coaching calls, teaching therapists to identify their dream clients and write converting copy. This collaborative process typically takes 4-6 months to design and build a high-converting website. Once live, we manage Google Ads, SEO, and other marketing aspects for the remainder of the year. 

Our other marketing services include website design, SEO research, content creation, directory listings, social media support, and comprehensive reporting for therapists who prefer a hands-off approach. Throughout both offerings, we emphasize authentic, therapist-written content to build trust with potential clients.

Our customers are primarily solo mental health practitioners and occasionally small group practices (2-5 therapists) across the United States. Our clients trust us with their deepest professional aspirations, and we take pride in helping them achieve success.
With 18 years of industry experience, we've worked with hundreds of therapists, continuously refining our approach. We're currently experiencing explosive growth, on track to triple or quadruple our revenue from 2023. Our founder has been designing and coding websites since 1996, and brings a wealth of industry knowledge. His unique background includes starring in a National Geographic TV show, and extensive remote work experience across 44 countries, bringing a unique perspective to our global, distributed team.

OUR COMPANY VALUES guide our team and shape our culture: 
🏆 Expertise: We're all experts in what we do, continuously honing our skills.
🙌 Ownership: You are the owner of your work, empowered to make decisions and drive results.
📚 Growth Mindset: We are lifelong learners, always seeking to improve and innovate.
🌍 Impact: We make the world a better place by supporting mental health professionals.
🏝️ Freedom: Creative digital minds need liberation - remote work is key to our success.

We're a fully remote organization with 3 core team members (soon to be 4 👋🏾), including our founder, two SEO specialists, and various freelancers. We're headquartered in Santa Cruz, California, but our team spans across the globe.

Our culture is fast-paced yet flexible, with a strong emphasis on independent work and self-management. We're small and growing, actively shaping our company culture. We communicate primarily through Slack and Zoom, fostering an environment where every team member has a voice. We believe in autonomy and efficiency, avoiding micromanagement as long as results are being produced. Our team enjoys ample support, regular check-ins, and time for continuing education to grow their skills through YouTube videos, articles, and self-guided learning.

About the Role
We’re looking for a remote Web Designer to craft visually stunning, conversion-focused websites for mental health professionals using WordPress and Elementor. You'll lead our web design process, creating 2-3 new sites monthly, maintaining 20+ active sites, and designing new pages for SEO and blogs. Your tasks will include:
Creating website mockups in Illustrator, Photoshop, Figma, etc
Developing brand identities
Producing high-fidelity designs with custom illustrations
Collaborating on design-to-development handoffs
Continuously improving our design process. 
Occasional creation of social media graphics, logos, and print materials.

You'll apply CRO, behavioral design, and UX principles to build high-converting websites that balance aesthetic appeal with functionality. Your designs will feature fluid layouts, strong colors, and whimsical elements that resonate with our clients' brands.

This role offers the opportunity to design for mental health, focusing on evoking calm emotional states through thoughtful design. Your work will not only be visually appealing but also resonate with the emotional needs of our clients' audiences, creating a supportive online presence.

Our IDEAL CANDIDATE brings 3-5 years of experience in web design, specializing in landing pages and responsive designs for service-based businesses. You're proficient in Adobe Creative Suite or Figma, and have experience designing – and ideally implementing your designs – for WordPress and/or Elementor. You understand conversion rate optimization (CRO), user experience (UX), and behavioral design principles, seamlessly integrating calls-to-action and psychological triggers into your designs. 

Your design style is feminine, flowing, and life-affirming, resonating with mental health practices. You incorporate strong colors and whimsical elements without relying heavily on block-based layouts, creating custom illustrations and graphics that evoke emotions aligning with our clients' brands. The ability to code your designs in WordPress/Elementor, translating your vision into functional websites, is a significant plus. 

You're highly responsive to feedback, thrive in a fast-paced remote environment, and continuously adapt your skills to the mental health sector. As an excellent communicator with a growth mindset, you're passionate about making a positive impact in mental health. Your values align with our company culture, and you're excited about the potential to shape the future of therapy practices through design.

Your performance will be measured by the number of completed websites per month, client satisfaction, turnaround time, and ability to hit the mark with initial designs. We value high-quality output, flexibility in moving between projects, and responsiveness to feedback.
While not a client-facing position, you'll collaborate closely with our SEO Specialists and Developers. This position reports directly to the CEO.

You’ll be doing things like:
Website Design & Mockups: Developing landing page designs using Photoshop, Illustrator, or Figma; creating comprehensive brand identities when necessary; designing mobile-responsive layouts; producing custom illustrations and elements.
High-Fidelity Design: Transforming mockups into fully-fledged WordPress websites using Elementor; integrating cohesive design with copywriting; ensuring designs are optimized for conversion and user engagement; applying UX principles for desktop and mobile behavior.
Design-to-Development Handoff: Collaborating with developers for accurate implementation; providing CSS specifications and assisting with front-end styling; conducting design QA and cross-browser compatibility testing.
Additional Design Projects: Creating on-brand social media graphics; designing logos, print materials, and referral cards; developing internal design templates for efficiency.
Continuous Improvement: Staying updated on UX, CRO, and behavioral design principles; researching and implementing new design tools and techniques; creating internal design templates for client self-management; sharing insights and best practices with the team; engaging in self-guided professional development.

Skills & Qualifications
3-5+ years of experience in web design (i.e., websites, landing pages, WordPress sites, desktop and responsive design)
Portfolio showcasing designs optimized for conversion rates and user experience
Proficiency in design tools (i.e. Adobe Creative Suite, Figma, etc.)
Strong understanding of CRO, UX, and behavioral design principles
Ability to create custom illustrations and graphics aligned with brand
Mastery of design fundamentals (typography, color theory, visual hierarchy)
Experience with design-to-development handoff; basic HTML/CSS knowledge
Excellent communication skills; able to articulate design decisions
Ability to thrive in a fast-paced, remote environment; strong collaboration and time management skills
Receptive to feedback; experience iterating based on input and user testing
Bonus if you also have:
Experience with WordPress and Elementor
Front-end development skills to code designs in WordPress
Experience with user behavior analytics tools (i.e. Hotjar, Fullstory)
Background in, or passion for, designing for mental health and wellness
Familiarity with our tools: Slack, ClickUp, Zoom, Photoshop/Illustrator/Figma, TimeDoctor

Working Hours: Fixed, 9AM-6 PM Pacific Time (with 1-hour lunch break and two 15-minute paid breaks)
Full-time vs Part-time: Full-time (40 hours/week)
Education: Bachelor's degree in Design, Visual Arts, or related field; or equivalent work experience
Level: Intermediate (3-5 years of relevant work experience) to Senior (6+ years of relevant work experience)
Compensation: 🇺🇸$749-$1,123/month (🇮🇩12M-18M IDR/month), depending on experience. 

Benefits of working with us: 
🚀 Work directly with a forward-thinking international company
🏡 Work from the comfort of your home
🏆 Incredibly talented teammates
🧘🏾‍♀️ Work-life balance: 8 hours a day, 5 days a week
💰 Above-market compensation
💻 Remote-first company culture
🧠 Lots of learning & growth opportunities
💼 Hands-on mentorship from an experienced design veteran
❤️Be part of a team making a real difference in mental health
🌴USA holidays and paid mental health days","Adobe Creative Suite, Adobe Photoshop, Figma (Software), Landing Pages, Pages, User Experience (UX), Web Design, and WordPress Design"
Kelola Talenta Global,UI/UX Designer (IT Services Company),1 month ago,"Hi, Job seekers! We're currently helping our client as they are looking for an UI/UX Designer to work with their team in Jakarta.

About the company:

A creative engineering company comprising a striking group of craftsmen specialized in strategy, design, technology, and marketing. We work together to plan, write and produce internet, mobile, and desktop solutions for the most daring set of clients.

Job Description

The designer is responsible for developing and driving design solutions (process flows, sketches, scenarios, wireframes, navigation models, visual design) for applications, software, and other forms of interfaces. In this role,you will take an active and hands-on role in supporting the creative, engineering and project/account managementteams.

You will also work closely with clients and be responsible for conducting user and stakeholder research activitiesincluding user interviews, ideation sessions, usability studies and other user research techniques to inform a human-centred design for the project.

Requirements

You have a strong interest in all aspects of design and its impact on the world around you, and share a passion for making digital experiences simple, meaningful and elegant.

As an experienced designer, you will participate and lead world-class projects, and enjoy collaborating with peers and clients alike to solve complex design problems.

You have 2-3+ years of experience
You have excellent presentation skills
You have user research, usability testing and prototyping knowledge
You are proficient in design tools (E.g. Figma, SketchApp, Photoshop, Keynote, etc)
You have a clear understanding and love for white-space and all that jazz (design principles)
You are wildly creative, meticulous and addicted to the quality of craft
You should have a good sense of motion choreography; able to know how to use animation tools likePrinciple

Powered by JazzHR

6LKSPyX2Lz","Animation, Choreography, Creative Ideation, Film, Prototyping, Usability, Usability Testing, User Interface Design, User Interviews, and User Research"
RELX International,Visual Designer (Contractor),2 weeks ago,"Responsibilities:
Social Media Design
Create and design visuals for various social media platforms (Facebook, Instagram, etc.).
Develop engaging social media posts, cover images, and advertisements to enhance brand presence and user engagement.

Activity Poster Design
Design promotional posters for online and offline events, ensuring alignment with event themes and brand image.
Collaborate with the marketing team to understand event objectives and target audience, providing creative design solutions.

Requirements:
Proficient in Visual Design. Master in Adobe Illustrator, Photoshop, and other software for design;
Ability to handle fast-paced visual development and adaptation, prioritizing tasks based on urgency and importance.
Strong interpersonal skills, including effective communication and collaboration with internal stakeholders.
With FMCG/ Consumer Goods/ 3C industry experience would be a plus.

If you are interested in this job opportunity, kindly attach your portfolio link on the resume or send to roxanne.mok@relxintl.com","Adobe Illustrator, Adobe Photoshop, Creative Design, Media Design, Poster Design, Posters, Social Media Graphic Design, and Social Media Marketing"
Aleph-Labs,UI/UX Designer (Contract Based),12 months ago,"We are looking for a UI/UX Designer to design software, mobile apps and platforms that meet people’s needs. As an experienced designer, you will participate and lead various projects, and enjoy collaborating with peers and clients alike to solve complex design problems. You will combine interfaces and workflows to enhance user experience. In this role, you should be an analytical and creative designer who is able to grasp user needs and solve problems.

Production of wireframes, interaction models, information architecture, visual design and supporting documentations
Help define and gather UX requirements from stakeholders/business owners and drive innovative solutions
Craft user stories, personas, storyboards and flows from requirement
Stay abreast of industry best practices for UX design and processes
Conduct concept and usability testing and gather feedback

Minimum Qualifications

Minimum of 3+ years experience creating user interfaces, large scale websites, or applications
Proven experience leading UX on projects with an exceptional portfolio showcasing innovative design solutions
Bachelor or Master in Interaction Design, Cognitive Science, HCI, or equivalent experience
Strong attention to detail, aesthetic sensibility and organizational skills
Strong communication skills, both written and oral and able to articulate and defend design decision
Proficient with Adobe, Figma, or Sketch design software
Familiarity with wireframing and drafting tools such as Axure, OmniGraffle a plus
Must have a thorough understanding of how to interpret user needs and translate them into requirements
Ability to multitask in a fast-paced/team setting environment
A team player that enjoys a collaborative design process
Self-motivated and able to work independently, making deadlines consistently
Able to prioritize and adapt to changing objectives with a flexible positive attitude","Communication, Information Architecture, Interaction Design, Storyboarding, User Experience (UX), User Experience Design (UED), User Interface Design, User Stories, Visual Design, and Wireframing"
AccelByte,Senior UI/UX Designer,Reposted 4 weeks ago,"At AccelByte, our mission is to empower game creators by providing them with the backend platform and tools required to make scalable, reliable AAA-quality games. The company was founded in 2016 by industry veterans who have engineered online systems for some of the largest game and distribution platforms in the world including Fortnite, Epic Store, Xbox Live, PlayStation Network, and EA Origin. We are backed by top investors including Softbank, Sony Interactive Entertainment, Galaxy Interactive, NetEase, and Krafton. Our latest Series B funding has firmly solidified our place as a top player in the gaming industry. AccelByte’s talent has decades of experience building and shipping some of the largest game and distribution platforms in the world.

We believe that the best companies empower employees to make decisions, obsess about the best user experience, and are not afraid to make and learn from their mistakes. Our culture is based on humility, openness to feedback, drive, and collaboration, which we feel results in the best performing teams. As a company that values diversity, inclusion, and employee growth, our employees have opportunities to work with and learn from teams all over the world. We offer competitive salaries, a full range of health benefits, social activities, career growth opportunities, and an amazing team. Come join us!

Position Summary

As UI/UX Designer III, you will be expected to design products such as admin dashboards, websites, desktop apps, and mobile websites based on the client's needs. You will have the opportunity to design compelling and creative experiences that strike a balance between the client's intent and the business’s needs. You will give it shape by defining the product vision through end-to-end experience design, setting a clear experience vision, working from concept through development, and working with cross-functional teams to achieve your goals. You will work closely with our world-class design team to ensure that we are building a world-class product.

Essential Functions/Responsibilities

The UI/UX Designer III is accountable for the following functions and responsibilities:

Deeply understand the product visions and know AccelByte or the client's product(s) from end to end. 
Design human-centric wireframes, mockups, and prototypes and communicate the design decision to achieve the goals and solve pain points. Design mock-ups and high-fidelity user interfaces and iterate rapidly
Conduct research with the team and incorporate insights into design decisions to fulfill user and business needs
Collaborate daily with a diverse set of specialists, including internal or external stakeholders to build a great user experience that balances business results with end-user delight
Create and maintain the design system or style guide
Participate in product spec brainstorming, suggest UX writing, and provide UI elements/assets to engineers
Participate in design reviews across the products or teams, you support by giving and receiving feedback
Interview and conduct portfolio reviews of the candidates to build an amazing team
Review and provide feedback to maintain a good interview process
Participate in design reviews across the products or teams you support by giving and receiving feedback
Proactively identify and influence to fix and close UX debt
Deliver high-fidelity outputs that are consistent, pixel-perfect, and dev-ready
Mentor Junior Designers both inside or outside your team(s) on how to approach design problems, solicit feedback, and drive for impactful outcomes
Perform other duties as assigned

Qualifications/Experience Required

Bachelor's Degree background or relevant work experience, certification, or courses.
At least 4 years of experience as a UI/UX designer.
Advanced experience in designing user interfaces for web applications or SaaS products.
Advanced experience in using UI/UX design software such as Figma, Adobe Photoshop, and Adobe Illustrator.
Knowledgeable in UX writing and able to provide suggestions for good UX Writing.
Advanced experience in creating product or feature sitemaps, user flows, diagrams, and user journeys.
Advanced experience in information architecture.
Advanced experience using Figma features such as Styles, Auto Layout, Variants, Plugins, and Prototyping.
Advanced experience in creating and managing design tokens, components, patterns, and templates.
Advanced experience in designing wireframes, mockups, and prototyping.
Advanced experience in designing responsive user experiences.
Advanced experience in communicating design ideas to peers, stakeholders, and external clients.
Having the ability to understand, conduct, and participate in UX Research.
Advanced experience in collaboration tools such as Jira, Confluence, Miro, etc.
Advance experience with AccelByte products and services or similar.
Experience working in a multinational technology startup is preferred.
Eagerness to learn new tools and technologies.
Proficiency in written and verbal English.
Flexibility to adjust to work routines/schedules.

AccelByte Inc is an Equal Employment Opportunity Employer, all qualified candidates and applicants will receive consideration for employment without regard to race, religion, gender, national origin, sexual orientation, marital status, age, or disability. Our culture is innovative and inclusive, and we value our people the highest.

Please visit our career page for a complete listing of our open positions https://accelbyte.io/careers","Information Architecture, Mockups, Prototyping, Site Maps, UX Research, User Experience (UX), User Experience Design (UED), User Flows, User Interface Design, and Wireframing"
E-Solution ,UI/UX Designer,2 days ago,"Job Descriptions

Mengilustrasikan ide melalui storyboard, alur proses, perjalanan pengguna, dan peta situs
Menyampaikan solusi berbasis pengguna dengan mempertimbangkan penelitian dan pemahaman kebutuhan bisnis
Mengembangkan rancangan (UI) dan prototipe
Melakukan penelitian pengguna untuk memperbaiki desain
Menguji, merevisi, dan memperbaiki desain dengan cepat berdasarkan umpan balik

Job Requirements

Pengalaman minimal 1 tahun di bidang yang sama
Kemahiran dan pengalaman dalam menggunakan perangkat lunak desain seperti Figma, Canva, Corel Draw dan Adobe Photoshop
Pengetahuan dasar HTML, CSS, dan Javascript menjadi nilai tambah
Kemampuan untuk melakukan iterasi desain dengan cepat

Desired Skills and Experience
Teamwork, UI Design, Mobile UI Design, Canva Design, UX Design, User Experience Design","Cascading Style Sheets (CSS), HTML, JavaScript, Storyboarding, User Experience (UX), User Experience Design (UED), User Interface Design, and Wireframing"
Briton English Education,Framer/webflow specialist,Reposted 2 weeks ago,"Company Description
 Briton English Education, established in 1996, is a leading English language education company based in Jakarta, Indonesia. Our mission is to empower students to achieve their dreams through exceptional English language skills. As an Authorized Exam Centre of Cambridge English Assessment, part of the University of Cambridge, we have successfully guided students of all levels to earn international certifications.

 Role Description
 This is a full-time on-site role for a Framer/Webflow Specialist at Briton English Education. The Framer/Webflow Specialist will be responsible for developing and maintaining our website using Framer and Webflow. They will work closely with the design and marketing teams to create visually appealing and user-friendly web layouts and components. This role also involves troubleshooting website issues, ensuring responsiveness across different devices, and implementing SEO best practices.

 Qualifications
  Proficiency in Framer and Webflow
Experience in front-end web development
Strong knowledge of HTML, CSS, and JavaScript
Ability to create visually appealing and user-friendly web layouts and components
Knowledge of SEO best practices
Attention to detail and ability to troubleshoot website issues
Excellent written and verbal communication skills
Ability to work independently and collaboratively in a team
Bachelor's degree in Computer Science, Web Development, or related field","Attention to Detail, Cascading Style Sheets (CSS), Computer Science, Framer, Front-End Development, HTML, Oral Communication, Search Engine Optimization (SEO), Web Development, and Webflow"
Rocketindo,Graphic Designer,3 weeks ago,"Monthly Salary
7.000.000 - 14.000.000

What will you do :
Create visual design for clients, including logo / brand identity / packaging / social media.
Make creative video or photo concept
Make interesting content including visual & communication

What we looking for:
Creative is a must.
Experiences of studying / working abroad is a plus
Experiences of working in big creative agencies is a big plus.
Strong branding concept
Responsible for delivering result within the deadline
Able to use AI, PS, ID, PR, AE
Have skills in photography & videography (more advantage)

You will shine in this role:
Super creative
Passionate
Time management

What benefit that we will provide our star:
Positive working environment
Career path
BPJS Health & Employment
GYM
Incentive Program
Health Insurance
Personal Vacation
Extra Annual Leave
THR","Beauty Photography, Brand Identity, Communication, Concept Development, Graphic Design, Passionate about Work, Photography, Public Relations, Time Management, Videography, and Visual Design"
Crypto.com,Senior Designer (2D/3D Motion),Reposted 1 week ago,"About the role:

We are on the lookout for an exceptionally talented Senior Motion Graphics Designer to join our Growth Creative Team. As a senior member, you will take the lead in conceptualizing and producing captivating motion graphics that elevate our brand and reach millions of people across various digital platforms and help grow the team’s creativity. If you're a seasoned motion design expert with a keen eye for storytelling through visuals, we want to hear from you. This position requires experience in AI tools and offers the flexibility of remote work, allowing you to collaborate effectively from anywhere.

Responsibilities:

Lead the conceptualization and creation of high-quality 2D/3D motion graphics for a variety of digital platforms, including social media, websites, and video content. 
Collaborate with our Growth team, including Acquisition, CRM, Data Analytic teams to create visually compelling and effective motion design solutions. 
Mentor and guide junior designers, providing constructive feedback, sharing industry best practices, and contributing to the overall skill development of the team. 
Stay informed about industry trends, design tools, and emerging technologies and advancements in motion design to bring innovative ideas and techniques to our projects. 
Take ownership of projects from concept to delivery, ensuring that the final product aligns with brand guidelines and exceeds expectations. 
Work closely with stakeholders to understand project requirements, providing creative input and ensuring that design solutions meet business objectives. 
Manage multiple projects simultaneously in a fast pace environment, adhering to deadlines and maintaining a high level of attention to detail. 
Develop compelling visuals and content with AI Tools. 

Requirements:

Diploma/degree in Graphic Design, Motion Graphics, Advertising or a related field. 
At least 6 years of experience with digital, design or agency background. 
Proven experience as a Motion Graphics Designer with a solid portfolio showcasing your expertise in creating visually stunning and conceptually strong motion graphics. 
Good knowledge of what makes great content from social media platforms (Facebook, Instagram, Tiktok, etc.) 
 Proficiency in industry-standard motion graphics software, such as After Effects, Premiere Pro, and Cinema 4D as well as Photoshop, Illustrator. 
Working knowledge of Figma. 
Experience or knowledge of AI Tools. 
Strong understanding of design and motion fundamental skills, excellent composition and storytelling through motion. 
Exceptional creative thinking and problem-solving skills, with the ability to bring innovative ideas to the table. 
Excellent communication and collaboration skills, with the ability to effectively present and discuss design concepts with team members and stakeholders. 
Leadership experience, with a track record of guiding and mentoring junior designers. 
A keen eye for detail and the ability to manage multiple projects simultaneously in a fast-paced environment. 
Up-to-date with the latest design trends and a passion for innovation in the digital space. 
Knowledge in the field of fintech, crypto and NFT space is definitely advantageous.

Who you are:

You are a seasoned motion graphics professional with a passion for pushing the boundaries of visual storytelling. 
Your portfolio is a testament to your ability to craft visually compelling narratives through motion design. 
Leadership comes naturally to you, and you find fulfillment in guiding and inspiring a team of designers. 
You thrive in a collaborative environment, valuing input from team members and stakeholders to deliver exceptional results. 
Humble and open-minded, willing to embrace better ideas and tackle challenges with a strong ""get things done"" attitude. 
Pro-active and efficiency. 
Passionate and hungry for more. 
Proficient in spoken and written English. 
Creative and fun!

#Hybrid

Life @  Crypto.com

Empowered to think big. Try new opportunities while working with a talented, ambitious and supportive team.

Transformational and proactive working environment. Elevate employees to find thoughtful and innovative solutions.

Growth from within. We help to develop new skill-sets that would impact the shaping of your personal and professional growth.

Work Culture. Our colleagues are some of the best in the industry; we are all here to help and support one another.

One cohesive team. Engage stakeholders to achieve our ultimate goal - Cryptocurrency in every wallet.

Are you ready to kickstart your future with us? 

Benefits

Competitive salary

Medical insurance package with extended coverage to dependents

Attractive annual leave entitlement including: birthday, work anniversary

Work Flexibility Adoption. Flexi-work hour and hybrid or remote set-up

Aspire career alternatives through us. Our internal mobility program can offer employees a diverse scope.

Work Perks: crypto.com visa card provided upon joining

Our Crypto.com benefits packages vary depending on region requirements, you can learn more from our talent acquisition team.

About  Crypto.com :

Founded in 2016, Crypto.com serves more than 80 million customers and is the world's fastest growing global cryptocurrency platform. Our vision is simple: Cryptocurrency in Every Wallet™. Built on a foundation of security, privacy, and compliance, Crypto.com is committed to accelerating the adoption of cryptocurrency through innovation and empowering the next generation of builders, creators, and entrepreneurs to develop a fairer and more equitable digital ecosystem.

Learn more at https://crypto.com .

Crypto.com is an equal opportunities employer and we are committed to creating an environment where opportunities are presented to everyone in a fair and transparent way. Crypto.com values diversity and inclusion, seeking candidates with a variety of backgrounds, perspectives, and skills that complement and strengthen our team.

Personal data provided by applicants will be used for recruitment purposes only.","Adobe Illustrator, Adobe Premiere Pro, After Effects, Cinema 4D, Graphic Design, Graphics, Graphics Software, Motion Design, Motion Graphics, and Storytelling"
voilà.id,Product Designer,3 weeks ago,"At Catalyst, People are the heartbeat of our company. We believe that good quality people will have a positive impact on our business. We are looking for a Product Designer to join our growing team. If you are passionate about being part of the team, building some of the most critical products, and Working alongside teams in the industry across product, engineering, and design, Let’s join us!

Job Description

Collaborate with cross-functional teams to define, design, and deliver e-commerce solutions for luxury fashion and watch products.
Develop user-centered design concepts through research, wireframes, prototypes, and high-fidelity designs.
Conduct usability testing and gather user feedback to continuously improve product design and user experience.
Maintain design systems, ensuring consistency across all digital touchpoints.
Work closely with developers to ensure designs are implemented accurately and effectively.
Stay up-to-date with industry trends and competitor products to identify opportunities for innovation and improvement.

Requirements

Minimum of 3 years of relevant work experience as a Product Designer in the technology or e-commerce industry.
Previous experience working in the e-commerce industry and a strong understanding of its unique challenges and user needs.
Proven track record of successfully designing and launching user-centered digital products or services.
Strong problem-solving skills and the ability to think critically and creatively.
Excellent communication and collaboration skills.

Submit Your Application

You have successfully applied

You have errors in applying

Apply With Resume *

First Name*

Middle Name

Last Name*

Email*

Mobile

Current Salary *

Expected Salary*

Portofolio Link (Google Drive, Dribbble, Behance, etc) *","Critical Thinking, Design Systems, E-Commerce, Product Design, Usability, Usability Testing, User Experience (UX), User Interface Design, User-centered Design, and Wireframing"
Paired,UI UX/Web Designer for Marketing Agency (US Based/Remote),1 month ago,"Paired is a global staffing and recruiting agency that specializes in pairing remote work with top-tier talent. We help individuals from around the world connect with great companies that are looking for their specific skill set. Our mission is to provide great jobs to talented people, no matter where they are located.

Our client, a US-based Marketing Agency, is seeking a talented and experienced UI/UX Designer with a strong background in development to join our team. In this role, you will be responsible for designing and developing engaging and high-converting landing pages and will be responsible for creating engaging and visually appealing interfaces for a wide range of digital marketing projects.

Responsibilities:

Collaborate with cross-functional teams to understand project requirements and client objectives
Create wireframes, mockups, and prototypes to visualize design concepts and interactions
Design intuitive and user-friendly interfaces for websites, landing pages, mobile apps, and other digital platforms
Conduct user research and usability testing to gather feedback and insights
Ensure designs are consistent with brand guidelines and industry best practices
Collaborate closely with developers to ensure the successful implementation of designs
Stay up-to-date with the latest UI/UX trends, tools, and technologies


Requirements

4+ years of experience as a UI/UX Designer, preferably in a marketing or digital agency with a solid portfolio
Strong understanding of user-centered design and usability
Visual design skills and attention to detail
Experience with HubSpot page builder (good to have)
B2B Experience (good to have)
Strong portfolio showcasing a range of UI/UX designs and problem-solving skills
Proficient in design tools such as Sketch, Figma, or Adobe XD
Experience with user research, usability testing, and user-centered design principles
Knowledge of HTML, CSS, and JavaScript is a plus
Experience working in Figma
Excellent communication and collaboration skills
Ability to work independently and manage multiple projects with competing deadlines
Attention to detail and a passion for creating exceptional user experiences


Benefits

Competitive salary
Work From Home
Flexible Hours
Global Exposure","Figma (Software), Mockups, Usability, Usability Testing, User Experience (UX), User Interface Design, User Research, User-centered Design, Visual Design, and Wireframing"
Samsung Electronics Southeast Asia & Oceania,Senior UI/UX Designer,2 weeks ago,"Position Summary

The Senior UI/UX Designer will be responsible for leading the design and user experience efforts for mainly enterprise digital products. This role requires the ability to translate complex technical requirements into intuitive and engaging interfaces.

Role And Responsibilities

Key Responsibilities:

[Research] Perform benchmarking, secondary research, and analysis for each design project prior to concept and design stage. Deliver sufficient research report as a base of Design direction.
[Concept] Creates User flow based on User Acceptance Criteria, and design User Experience Concept with User Interface concept, to solve problems in the project. Design solution solves problem from research / analysis, which adhere to Design fundamental principles, Law of psychology and technical standards in software development of Human Interaction.
[Design] Define visual language for the digital product, including font choice, colour pallette, icons, illustrations, and photo treatments. These might be designed from scratch, or they might be selected from available library.
[Design] Deliver beautiful UI Design of many alternatives, with consistency across screens and details of user flow.
[Prototype] Create prototype, detailed and polished screen designs that show exactly how the app or website will be like.
[Validation] Consistently perform usability testing as part of Design Validation. Compile multiple reports of test is a plus.
[Development] Manage and oversee development of UI Design with PM and Development team. Responsibility of UI specifications from asset files, color spec, measurement and implementation on different screens.
[Development] Conduct & Manage UI review of development result to maintain high design quality on the product
[Teaching] Mentoring Junior UIUX Designers and Interns.


Skills And Qualifications

Bachelor Degree in Information Technology from reputable university
Master's degree (MA or MSc) in Design, Human-Computer Interaction, or a related field from an accredited university abroad is a plus.
10+ years of experience in UI/UX design, with a strong portfolio showcasing your design work.
Experienced in technology company such as Software company or Digital Service company, working as UI/UX Designer
Strong visual design skills with attention to detail.
Able to use Sketch Design software, and ability to adapt new software such as Protopie
Experienced in Design Research project (User Research / Analysis & Reporting / Usability Testing)
 Please visit Samsung membership to see Privacy Policy, which defaults according to your location. You can change Country/Language at the bottom of the page. If you are European Economic Resident, please click here.","Interfaces, Prototyping, Technical Requirements, Usability, Usability Testing, User Experience (UX), User Experience Design (UED), User Interface Design, User Research, and Visual Design"
