Company Names,Job Titles,Posted On,Job Details,Skill
Traveloka,Senior Associate Product Manager - Travel Activities,Reposted 1 week ago,"It's fun to work in a company where people truly BELIEVE in what they're doing!





Job Description

You will be responsible to drive, decide, coordinate, and execute end-to-end projects related to Travel Activities Demand, in collaboration with product development (Design, Engineer, and Data), revenue management, marketing, and supply teams.
Collaborate with cross-functional team to achieve product vision and roadmap for Travel Activities Demand.
Focus on business, UI/UX overall of the product (end to end), and technical improvement.
Translate product strategy into product plans, detailed requirements, and prototypes.
Working backward from customer's problems to scope and prioritize projects.
Suggest actions and improvement opportunities based on the company's goals, user's pain points, and competitive gaps.
Act as a product evangelist to build awareness and understanding.
Monitor the key metrics of the products/features owned.
Work closely with the data team in conducting regular analysis and deep dive into the products/features’ performance.



Requirements

Preferably from a STEM or Technical / Engineering background (e.g. Computer Science/Engineering, Electrical Engineering, Industrial, etc) or business background.
Preferably has experience as a product manager from a reputable company
At least 2 years of experience in a reputable company.
Excellent analytical skills and strong understanding and intuition of user behavior.
Strong project management skills, with the ability to manage multiple initiatives simultaneously and deliver results within deadlines.
Passion for data-driven product development and making the world better through technology.
A strong drive to make things happen, charisma, and ability to influence.
Solid oral and written communication skills to work effectively with cross-functional teams.
Detail-oriented, self-motivated, and able to thrive in a fast-paced and dynamic environment.



If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!","Analytical Skills, Communication, Cross-functional Team Leadership, Key Metrics, Make Things Happen, Product Strategy, User Behavior, User Experience (UX), User Interface Design, and Written Communication"
Traveloka,Senior Associate Product Manager - Platform,2 weeks ago,"It's fun to work in a company where people truly BELIEVE in what they're doing!





Job Description

Our Product team is at the forefront of shaping the user experience for our global online travel agency. We specialize in search optimization, display/merchandising, and personalized recommendations to help travelers find their perfect stay. Our innovative solutions leverage advanced data analytics and machine learning to deliver tailored suggestions, ensuring a seamless booking journey. Additionally, our team conducts thorough market and competitors analysis to stay ahead of industry trends and competitors, driving strategic insights for continuous improvement.

Responsible for and defining the end-to-end product roadmap by considering the user needs, business goals, and development cost & technical debt.
Develop short-term product strategy or response to address the product market dynamics & changing user behaviors.
Identify and translate how user-facing features reflect platform capability requirements.
Propose solutions to mitigate complexities in execution for other teams & stakeholders (suggested workaround).
Define business KPIs & success metrics that measure the contributions of the platform & inform investment levels for new capabilities.
Work with Engineering teams to deliver the product features with speed and quality.
Build relationships with stakeholders across the organization to understand and prioritize needs across use cases and also short & long-term time horizons.
Influence stakeholders to prioritize their works that are affected by the potential change/risk and focus on activities that prevent this risk in the future.
Exercise good judgment to maintain high product quality.
Monitor product quality and ensure the product is solving user journey (product quality beyond bugs/operation issue).
Accountable for achieving product success metric targets.
Plan and manage multiple projects based on the level of urgency and importance of the projects.
Define regular cadence for updates to key stakeholders.
Provide recommendations on business process improvement and operational guidelines.



Requirements

5+ years working experience in a product management role in high-performing, cross-functional teams that have shipped platform products at scale. Highly qualified non-product candidates with technical backgrounds are encouraged to apply.
Track record of building platform products, ideally with experience in either marketing technology, data or API products.
Strong and genuine interest in solving problems and building products for internal customers, but able to translate investments back to business KPIs and external customer impact.
Enjoy working in a technical & data-centric product context, helping to translate customer-facing feature needs into technical capabilities and platform investments.
Comfortable with prioritizing and managing trade-offs with competing requests from internal teams.
Experience in drafting platform product requirements and communicating to engineers.
Highly collaborative and thrive in working within cross-functional teams.
Understand and prioritize the cost of effort and resources for developing and operating the product. 
Have a strong willingness to learn and adapt to change quickly.
Self-starter with a strong sense of curiosity, strong ownership, a bias for action, and a can-do attitude.
Able to communicate in English and Indonesia, via verbal and written mediums.
Bachelor's degree in science, technology, engineering, and mathematics (STEM) from a reputable university. A Master's or MBA is a plus.



If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!","Business Process Improvement, Communication, Cross-functional Team Leadership, Legal Writing, Marketing Technology, Problem Solving, Product Requirements, Product Road Mapping, Product Strategy, and Workload Prioritization"
Traveloka,Senior SEO Analyst,Reposted 1 week ago,"It's fun to work in a company where people truly BELIEVE in what they're doing!





Job Description

Daily execution of high performing keywords and execution of hygiene activity across multiple channels to achieve customer acquisition goals and maximize returns on the provided budget
Organize and produce well-researched SEO content for publication online within schedules and deadlines
Utilize industry best practices and familiarity with the organization missions to inspire ideas and content creation
Conduct SEO-related research: search intent and keyword research, website audit, competitive analysis (identify organic traffic-building activities of competitors), link profile analysis
Keep pace with search engine’s update, algorithm changes, industry practices, trends, and report changes (and subsequent strategy updates) as needed
Spearhead the importance of SEO and adhering to SEO best practices within the organization, provide recommendations for improvement of our sites and oversee the implementation of those recommendations
Work with multiple different stakeholders to implement SEO initiatives, with ability to initiate and lead high impact projects and actions across different teams at once 
Build excellent relationships with teammates, and stakeholders across projects and provide guidance, coaching, knowledge sharing, and present solutions 
Engage with both internal Traveloka SEO COE and outside vendors, agencies and consultants as necessary to bolster the capacity and skills required for world class SEO performance.



Requirements

Minimum 3 years of SEO experience working on websites, demonstrating ability to execute and achieve goals in a fast-paced environment
Experience in creating high quality content by showing mindfulness toward contents’ flow, readability, and sentence variety
Understand search engine optimization (SEO) best practices and reporting
Familiarity with keyword research tools and web analytics tools (e.g. Google Analytics, Google Search Console, Google Lookerstudio)
Experience in leading e-commerce will be an advantage
Ability to work independently with little or no daily supervision
Excellent communication skills with ability to manage multiple stakeholders, both internal and external
Strict adherence to the style guides of our company and our policies for publication
Good analytical and problem-solving skills with previous experience structuring and performing complex analysis in the digital marketing space to drive efficient growth
Self starter with exceptional creativity, business acumen, data driven, and growth-minded with the ability to influence parties across a matrixed organization



If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!","Analytical Skills, Communication, Competitive Analysis, Complex Analysis, E-Commerce, Keyword Research, Link Building, Mindfulness, Readability, and Search Engine Optimization (SEO)"
Siemens,Head of Digital Industries,Reposted 1 week ago,"To solve the biggest challenges of our time, we need bright minds with the ambition to make the impossible possible. Siemens is your place to thrive, challenge the status quo, make a difference and grow in a team of innovators who share your passion for tech.

In this role, you will lead the successful implementation of the business strategy, utilizing a transformational sales approach that combines automation and digitalization solutions to gain market share and customer satisfaction, while also guiding the organization's transition into Industry 4.0 technologies.

You will make an impact in the following

Develop and implement the Digital Transformation Strategy by enhancing the technical and delivery ecosystem with consulting, digitally integrated system implementation, and IoT-based optimization services. 
Lead the Sales & Market Development team to develop business strategies, increase industry engagement, and analyze market trends, competition, and regulatory changes to adapt strategies accordingly. 
Operation Management and Risk Mitigation through the identification, definition, and execution of suitable measures. 
Change Management and Talent Development, managing the organization's transition from a traditional to a digital portfolio, focusing on talent acquisition, development, and retention. 
Collaboration with Business Units to formulate joint Tech and Customer Service strategies. 

You’re excited to build on your existing expertise, including 

At least 10 years of experience, a Master's Degree in Business or Engineering, and expertise in discrete manufacturing, hybrid, process industries, advanced manufacturing, and international management. 
Strong analytical skills, expertise in digitalization, organizational change management, and the ability to develop planning and forecasting models for regional business unit integration and sales growth. 
Experience in Industrial Automation, Product lifecycle management, Manufacturing operations management, Cloud-based business models, project, service, digitalization, engineering business line, and developing partner management strategies and ecosystem. 
Experienced digital thought leader with excellent interpersonal skills, passionate about Industry 4.0 technologies like AI, additive manufacturing, cloud, industrial edge, 5G, and Blockchain. 
Ability to build new sustainable business models and revenue streams with a digital portfolio. 

Siemens Digital Industries (DI) is an innovation leader in automation and digitalization. Closely collaborating with partners and customers, we drive the digital transformation in the process and discrete industries. With our Digital Enterprise portfolio, we are able to provide companies of all sizes with an end-to-end set of products, solutions and services to integrate and digitalize the entire value chain. Optimized for the specific needs of each industry, our outstanding portfolio supports customers to achieve greater efficiency and flexibility. We are constantly adding innovations to its portfolio to integrate groundbreaking future technologies.

Create a better #TomorrowWithUs!","Business Modeling, Business Unit Integration, Discrete Manufacturing, Industrial Automation, International Management, Manufacturing Operations, Manufacturing Operations Management, Market Analysis, Partner Relationship Management, and Product Lifecycle Management"
Flex AI,Senior iOS Engineer,1 week ago,"Job Title: Senior iOS Engineer at FlexAI – Craft the Future of Mobile AI!

💪 Flex is a free A.I. personal trainer in your pocket. We're creating a healthier world by making fitness fun, free, and effective for everybody, wherever they are.

🚀 We launched a couple of years ago and are currently approaching 1 million users on iOS with significant revenue.

A.I. patent: https://patents.google.com/patent/WO2020252599A1/en
App: https://apps.apple.com/app/id1446354547
Website: https://www.flexfitnessapp.com/

🎯 Responsibilities:
End-to-end iOS app development, from concept to deployment.
Optimize app performance and resolve issues.
Stay updated with iOS platform advancements.
Conduct code reviews
Work closely with Product and UI/UX teams.

🥇 Qualifications:
Bachelor's degree in Computer Science or related field (or equivalent experience).
At least 5 years of iOS development
Strong Swift knowledge, bonus if experience with SwiftUI
Familiarity with RESTful APIs and third-party libraries.
Understanding of mobile UI/UX principles.
Excellent problem-solving and communication skills.

🎁 Benefits:
Competitive Salary
Significant stock options in the company
Standard benefits package
Flexible work life schedule
Company funded team trips/events (both virtual and physical)

FlexAI – Where Your Passion Meets Innovation!","Cascading Style Sheets (CSS), JSON, Mobile Application Development, Model-View-Controller (MVC), Model-view-viewmodel (MVVM), Objective-C, Python (Programming Language), Swift (Programming Language), iOS, and iOS Development"
Philips,Modality Manager DXR,Reposted 6 days ago,"Job Title
Modality Manager DXR

Job Description

Job title:
Provides technical expertise through sales presentations, product/solutions demonstrations, installation and maintenance of company products, solutions and services.

Your role:
Modality Manager DXR is the knowledge expert on Diagnostic X-Ray product, who supports Account Managers in driving overall business and product deal support by providing clinical and technical product (modality) expertise on the product / modality across the accounts.
Participates in defining and controlling of the implementation of the business policy, pricing strategy and product/modality to be sold by the BU in the region, according to established guidelines.
Support and handle channel sales such as sales/dealer training, customer presentation (technical and clinical), user support etc.
Be critical part of the sales management such as configuration, quotation, customer presentation, sales tools.
Working together with Sales team, Modality Manager informs and recommend customers the latest technological innovations developed and its associated configurations, including the possible upgrades of the installed base, attending the complaints and inquiries made, to obtain a higher level of customer satisfaction and contribute to achieve the sales targets.
Assists Sales Team with customer presentations specifically focused on the clinical and technical components of the value proposition. Understand and address competitive positioning and marketing strategy of respective product / modality and supports where needed in identification of the tender strategy and quotation.
Supports the Account managers and District Managers in achievement of business goals including balanced selling and BG/BIU AOP attainment and validating product forecasts.
Partners with Marketing to with input on sales tools, pricing issues and competitive threats which enable Marketing to best support the Specialists and provide input to the BG/BIU
Prepares and delivers accurate business forecasting on a monthly via accurate lead and opportunity management.
Monitor competition and changes in the industry and provides effective feedback to the sales and marketing organizations that include suggestions for expanding product offerings.
Drives continuous improvements via Lean. 
Responsible for sales of the assigned product modalities & develops and executes strategic, tactical sales plans and gives input for district strategy.
Identifies new business opportunities & working with Account team to achieve services sales quotas.

You're the right fit if:
Degree holder with more than 5-year experience as product Manager in healthcare industries.
In-depth knowledge of healthcare industry fundamental and landscape in Indonesia.
Strong presentation, communication skills with consultative selling ability, as well as follow up skills.
Excellent technical and clinical understanding of Diagnostic X-Ray/Imaging product.
Proven ability to work effectively within a team-selling environment.
Analytical and conceptual strategic thinker, preferably with previous track record of developing and implementing sound business plans and product/market strategies.
Previous track record in anticipating market changes and responding by adjusting the product/ service offering is a plus.
Excellent communication in Bahasa Indonesia and English both oral and written.

About Philips

We are a health technology company. We built our entire company around the belief that every human matters, and we won't stop until everybody everywhere has access to the quality healthcare that we all deserve. Do the work of your life to help the lives of others.

 Learn more about our business.
 Discover our rich and exciting history.
 Learn more about our purpose.

If you’re interested in this role and have many, but not all, of the experiences needed, we encourage you to apply. You may still be the right candidate for this or other opportunities at Philips. Learn more about our commitment to diversity and inclusion here.","Bahasa Indonesia, Business Forecasting, Communication, Consultative Selling, English, Presentations, Strategic Thinking, Tactical Sales, Team Management, and X-ray"
Haleon,Digital Detailing Executive,2 days ago,"Hello. We’re Haleon. A world-leading consumer health company. Shaped by all who join us. Together, we’re improving everyday health for billions of people. By growing and innovating our global portfolio of category-leading brands – including Sensodyne, Panadol, Voltaren, and many more – through a unique combination of deep human understanding and trusted science. What’s more, we’re achieving it in an environment that we’re co-creating and a culture that’s uniquely ours. Care to join us. It isn’t a question.

We are now looking for Digital Detailing Executive who will be accountable to develop, implement and execute activation program with 3rd party digital platform, include with selected Marketplaces.

In this role, you will have the opportunity to lead key activities to progress YOUR career. These responsibilities include some of the following:

Key Responsibilities: 

Achieve targets of engagement in the digital engagement remote activities.
Manage the Haleon Healthcare platform program.
Ensure appropriate utilization of budget/resources. 
Work closely with stakeholders to drive strategic priorities of the therapy area. 
Provide timely feedback on changes related to customers and competitors.
Organize and execute partnership activities across digital platforms, selected social media channels, and marketplaces.
Engage with speakers and provide them with briefs for digital activations and publications.


Why you?

We look for people who appreciate the importance of safety and quality and strive to continuously improve our performance and practices. We work in an open and transparent environment so you’ll be someone who treats others with respect and integrity – as you will be treated yourself.

Ideally, we are looking for someone with:

Holds bachelor degree, preferably Medical/Dentistry/Pharmacy
1-2 years of working experience in sales/marketing position from related industry, fresh graduates are welcome to apply


Preferred Qualifications:

If you have the following characteristics, it would be a plus:

Good presentation skills
Computer literacy: MS Excel, MS Word, MS Power Point
Good English speaking


Care to join us. Find out what life at Haleon is really like www.haleon.com/careers/

At Haleon we embrace our diverse workforce by creating an inclusive environment that celebrates our unique perspectives, generates curiosity to create unmatched understanding of each other, and promotes fair and equitable outcomes for everyone. We're striving to create a climate where we celebrate our diversity in all forms by treating each other with respect, listening to different viewpoints, supporting our communities, and creating a workplace where your authentic self belongs and thrives. We believe in an agile working culture for all our roles. If flexibility is important to you, we encourage you to explore with our hiring team what the opportunities are.

As you apply, we will ask you to share some personal information, which is entirely voluntary. We want to have an opportunity to consider a diverse pool of qualified candidates and this information will assist us in meeting that objective and in understanding how well we are doing against our inclusion and diversity ambitions. We would really appreciate it if you could take a few moments to complete it. Rest assured, Hiring Managers do not have access to this information and we will treat your information confidentially.

Haleon is an Equal Opportunity Employer. All qualified applicants will receive equal consideration for employment without regard to race, color, national origin, religion, sex, pregnancy, marital status, sexual orientation, gender identity/expression, age, disability, genetic information, military service, covered/protected veteran status or any other federal, state or local protected class.

Please note that if you are a US Licensed Healthcare Professional or Healthcare Professional as defined by the laws of the state issuing your license, Haleon may be required to capture and report expenses Haleon incurs, on your behalf, in the event you are afforded an interview for employment. This capture of applicable transfers of value is necessary to ensure Haleon’s compliance to all federal and state US Transparency requirements.","Activations, Computer Literacy, Digital Engagement, Microsoft PowerPoint, Presentation Skills, Presentations, Sales Processes, Sales and Marketing, Social Media, and Spoken English"
Levi Strauss & Co.,Marketing Manager - Indonesia,Reposted 1 week ago,"Job Description

Indonesia is a strategic growth geography where the Levi’s® brand expression, visibility and awareness are critical given the high level of competition from Premium lifestyle brands to vertically integrated brands such as Uniqlo. For that reason, we are looking for a pioneering, innovative and savvy brand builder who has mastered both the art and science of consumer funnel marketing.

Job Purpose & Key Metrics

Unleash Levi’s® equity as the denim leader to be the No.1 destination for Fashion Apparel in Indonesia.
Own the country marketing plan and budgets, to deliver against Global and cluster priorities, activate and drives the Country business to achieve the Annual Plan. 
Drive best and next in class brand activations that generates hype, strengthen favorability and grow consumer demand (especially Youth and Women)

Job Scope

Own, lead planning and implement Indonesia’s annual marketing and brand calendar.
Leverage 360 funnel activations and content marketing in paid, earned and owned channels.
Lead planning and execution of PR calendar in line with brand strategy, strong content creator plans and annual event calendar to propel Levi’s® above social clutter and noise.
Lead planning and execution of brand paid media and performance marketing to ensure consistent full funnel brand reach, recall and visibility - effectively strengthen consideration and convert prospects to traffic online and offline.
Lead planning and execution of CRM & loyalty marketing to build transactional and emotional loyalty that nurtures a highly-engaged database and grow annual customer lifetime value.
Oversight of in-store brand experience to plan and align key campaign moments to ensure seamless and effective consumer shopping journey in-store.
Accountability to manage country A&P budget and deliver annual plans and KPIs.
Forge effective and collaborative partnership with multi-faceted stakeholders both internal and external. 
Be the go-to consult and uphold the responsibility for brand and marketing decisions that answers to “Best for Brand” “Best for Consumer” “Best for Business”.
Nurture and leverage deep understanding and curiosity of local consumer insights based on Levi’s® primary target audience and share to business and cross-function teams.
Harness the ability to spot now and next trends for market-led executions that are brand right.
Passion for data and KPI-obsessed – drives the highest accountability amongst teams.
Prepares and shares timely marketing performance tracking, monthly business reviews, A&P budget forecast and share of best and next practices for the market and SEA.
Involve and actively partake in Indonesia country forums.
Support Indonesia trade marketing engagement with key Franchise and Wholesale partners to strengthen confidence and identify big bet partnership opportunities for win-win activations.
Nurture and build a high-performing marketing team.

Critical Results

High performing and engaged senior leadership team member.
Well-grounded business and credible all-rounder marketing expert
Well-executed annual marketing plan that enhances brand favorability, equity, engagement and excitement to grow consumer demand.
Well-planned annual A&P budget that balances high impact brand activations while delivering on performance ROI for the brand.
Well-managed with efficient go-to-market process, partnering cross-functional teams effectively.
Build a highly competent, cohesive, and consumer-focused team supported by the implementation of performance management, development planning, coaching and mentoring.

Key Responsibilities Include But Are Not Limited To

Marketing team coaching and development.
Directs execution of all marketing & brand plans; ensures plans deliver against the brief and are consistent with Levi’s® positioning, priorities and guidelines.
Lead and manage local activations and key big bet programs successfully.
Lead all activities pertaining to raising brand awareness, strengthen consideration and purchase to establish Levi’s® as the No. 1 Fashion & Apparel brand in Indonesia.
Manages internal and external relationships to share performance and data
Delivers local relevant understanding of marketplace dynamics, consumer insights, learning from previous marketing activations, to drive continued innovation and ensure effectiveness.
Effectively collaborate with cluster (East Asia Pacific) and sub-cluster (South-East Asia) marketing community to co-create and co-share marketing activations.
Contributes to the improvement of key marketing processes (e.g., planning, brief, reporting and communications)
Diligent management and monitoring of country A&P budget to ensure a well-balanced spend achieved between short, mid to long-term objectives, as necessary to achieve brand and business objectives.

Competencies

The Indonesia Marketing Lead will have proven ability to demonstrate the following:

Creative and inspiring all-rounder marketing expert
Pioneering and innovative – comfortable and controlled risk taker, open to test and learn
Effective communication skills to facilitate collaboration, influence & stakeholder management
Strategic thinker with strong analytical capability with a data driven mindset.
Good knowledge of operating in a matrix and global organisation
Strong business acumen and experience with budget management
High-level problem solving skills and a sense of urgency and versatility with decision making
Accountability for results and the drive for mutual success for internal and external partners
Planning and execution: establish plans, manage and improve process, drive execution
Drive for global leverage with an ability to challenge when appropriate

Qualifications & Functional Competencies

The Indonesia Marketing Lead will be qualified in Marketing, Business Management or similar discipline with min. 8 years proven experience in the following:

Consumer Insights and data analytics
Customer journey and funnel marketing
Social media and content/creator marketing
PR & Media relations
Event development and conceptualization
CRM and loyalty marketing
Performance marketing and ecommerce
Finance and accounting management
Brand Protection and Use of Trademarks

LOCATION

Indonesia, Jakarta - Office

FULL TIME/PART TIME

Full time

Current LS&Co Employees, apply via your Workday account.","Accounting Management, Activations, Budget Management, Business Management, Business Reviews, Content Marketing, Key Metrics, Media Relations, Performance Marketing, and Strategic Thinking"
Dropsuite,UX Manager / Architect,1 week ago,"Nice to Meet You! We are Dropsuite!

In this role, you will be responsible for leading the design of user interface and user experience solutions for our Cloud SaaS Software products. You will work closely with cross-functional teams to ensure successful product development and execution, and to drive user engagement and satisfaction.

Work Arrangement
Full-time position
Hybrid work model (2 days per week in the office)
Monday to Friday, 5-day work week (flexible work schedule)
Eligible to reside and work in Bandung (Indonesian citizenship only)

Key Accountabilities
Leadership & Strategy: Develop and implement design strategies that align with company goals, driving innovation and excellence in UI/UX design.
Team Management: Lead and manage the UI/UX design team, fostering a collaborative and productive work environment. Oversee team performance, provide regular feedback, and support professional development.
Performance Metrics: Establish and track key performance metrics to measure the effectiveness and impact of UI/UX design initiatives.
Resource Allocation: Ensure efficient allocation of design resources to meet project demands and deadlines.
Design Guidelines: Define and own the company's design guidelines and standards, ensuring consistency and quality across all products.
Lead and Innovate: Design user interfaces and experiences for our Cloud SaaS products, creating wireframes, prototypes, and visual designs that set industry standards.
User-Centric Approach: Conduct user research and gather feedback to inform design decisions, ensuring user satisfaction and engagement.
Cross-Functional Collaboration: Work closely with product management and engineering teams to drive successful product development and execution.
Stakeholder Communication: Communicate design concepts and solutions effectively to stakeholders, incorporating feedback to refine and perfect designs.
Industry Awareness: Stay current with industry trends and best practices in UI/UX design, applying this knowledge to continuously improve our product designs.
Project Management: Manage multiple projects simultaneously, ensuring timely delivery and high-quality outcomes.

Qualifications and Competencies
5+ years of experience as a UX Architect and Manager
10+ years of experience in UI/UX design or related field
Experience conducting large scale user research programs
Data driven approach to design
Proven track record of designing B2B or Enterprise products for scale
Bachelor's degree in graphic design, Interaction Design, or related field; Master's degree preferred
Strong portfolio demonstrating proficiency in UI/UX design and leadership skills
Proficiency in design tools such as Adobe Creative Suite, Sketch, and Figma
Familiarity with HTML, CSS, and JavaScript
Strong communication and collaboration skills
Ability to work in a fast-paced environment and manage multiple projects simultaneously
Passion for technology and product innovation

Why Join Us
Dropsuite (listed DSE:ASX) safeguards business information. We are a global, fast-growing, partner-centric company building secure, scalable, and highly usable cloud backup technologies for businesses. Our mission is to help businesses stay in business. Dropsuite performs billions of backups per day for organizations in more than 100 countries around the globe.

Dropsuite is known for its team of ‘hungry owners.’ We are hungry to win and tenacious, but at the same time we all are owners: we do not cut corners and always seek to do the right thing. We are experts in what we do, are highly customer focused and we love solving problems. We play as a team, where respect is one of our key values and we see helping others as a priority. 

What we offer
Competitive compensation
Health insurance for you and your dependents
Social Security (BPJS Ketenagakerjaan)
Hybrid work model
12 Days of Annual Leave
Entitled to Indonesia Public Holidays
Other leave benefits, such as Wedding leave
Growth opportunities
Work in a global company with meaningful work, highly skilled colleagues and an amazing culture

Diversity and Inclusion Statement
Dropsuite is an Equal Employment Opportunity and Affirmative Action Employers. Qualified applicants will receive consideration for employment without regard to race, colour, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status.

Please note that only applicants residing and eligible to work in Bandung Indonesia will be considered and only shortlisted candidates will be contacted.

Your Career Growth Starts Here. Apply Now!","Design Guidelines, Multiple Projects Simultaneously, Performance Metrics, Portfolio Management, Resource Allocation, Stakeholder Relations, Team Performance, User Experience (UX), User Experience Design (UED), and User Interface Design"
Stay.vie Living,Social Media Manager,1 week ago,"Deskripsi Pekerjaan
Kami mencari Manajer Media Sosial dengan penempatan di Kota Surabaya yang kreatif dan berpengalaman untuk bergabung dengan tim kami di Stay.vie Living dan Tax Plus Indonesia, mengelola dua brand yang berbeda. Dalam peran ini, Anda akan bertanggung jawab mengelola dan meningkatkan kehadiran kami di berbagai platform media sosial. Tugas Anda akan meliputi perencanaan, pengembangan, dan implementasi strategi konten yang konsisten dan berdampak, dengan tujuan memperkuat brand kami di kalangan target audiens, khususnya generasi muda. Di Stay.vie Living dan Tax Plus Indonesia, Anda akan didukung oleh Videografer dan Desainer Grafis yang akan membantu dalam pembuatan konten baik video maupun foto. Fokus Anda akan pada penjadwalan posting, mengikuti perkembangan tren TikTok dan Instagram Reels, serta memimpin tim videografi dan desain grafis secara kreatif untuk memastikan konten kami tetap segar dan menarik.


Tanggung Jawab
Mengembangkan dan melaksanakan strategi konten yang konsisten dan berorientasi brand di semua platform media sosial, dengan fokus khusus pada TikTok dan Instagram Reels.
Menciptakan dan mengelola konten yang berkualitas dan berdampak, termasuk teks, gambar, dan video, dengan penekanan pada format yang optimal untuk TikTok dan Reels.
Menjaga jadwal posting media sosial yang sering dan teratur untuk meningkatkan engagement, khususnya di platform yang populer di kalangan generasi muda.
Berinteraksi aktif dengan followers dan menjawab pertanyaan atau komentar di media sosial, dengan respons yang cepat dan tepat di TikTok dan Instagram.
Mengkoordinasikan dan mengelola program influencer, termasuk kehadiran di event, dengan fokus pada influencer yang memiliki pengaruh kuat di TikTok dan Instagram.
Menggunakan dan menguasai tools analitik seperti Google Analytics, Hootsuite Pro, dan Facebook Insights, serta tools khusus untuk TikTok dan Instagram untuk melacak kinerja dan perkembangan strategi media sosial.
Keahlian dalam mengelola kampanye iklan berbayar di Google dan Facebook merupakan nilai tambah yang signifikan, memberikan kemampuan untuk meningkatkan visibilitas dan engagement melalui iklan yang efektif.
Memiliki pengetahuan tentang praktik terbaik SEO dan kemampuan untuk mengoptimalkan konten untuk mesin pencari sangat dihargai. Keterampilan ini penting untuk meningkatkan ranking organik dan memastikan konten mudah ditemukan oleh target audiens.
Menyiapkan laporan berkala tentang performa media sosial, dengan analisis mendalam tentang tren konten dan engagement di TikTok dan Instagram Reels.
Spesialisasi dalam mengikuti dan menerapkan tren terkini yang populer di kalangan Gen-Z dan Millennials, terutama di TikTok dan Instagram Reels, untuk memastikan konten selalu relevan dan menarik.
Kemahiran dalam merancang dan mengembangkan website serta landing page yang responsif dan user-friendly, memperkuat keberadaan online dan mendukung strategi pemasaran digital keseluruhan.


Kualifikasi
Gelar diploma atau sarjana di bidang Komunikasi, Pemasaran, atau bidang terkait.
Pengalaman minimal 2 tahun sebagai Social Media Manager atau posisi serupa.
Gen-Z / Millenials menjadi plus poin
Kefasihan dalam menggunakan platform media sosial dan kepekaan terhadap tren terkini.
Kemampuan komunikasi yang kuat, termasuk menulis, editing, dan storytelling.
Keahlian dalam menggunakan berbagai tools digital dan analitik untuk media sosial.
Kemampuan desain dasar dan pemahaman tentang komputer dan software terkait (misal WordPress).
Kemampuan berpikir cepat dan adaptasi dengan tren yang berubah dengan cepat.
Manajemen waktu yang efisien dengan kemampuan untuk mengatur prioritas tugas dengan baik.


Cara Melamar
Kirimkan CV dan portofolio berupa link ke sini (website LinkedIn) dan atau Anda dapat email ke stevielie@stayvie.com. Sertakan juga beberapa contoh konten yang telah Anda buat atau kelola yang menunjukkan keahlian dan kreativitas Anda.","Content Management, Content Strategy, Facebook Ads, Google Ads, Influencer Marketing, Online Advertising, Search Engine Optimization (SEO), Social Media Marketing, Social Media Optimization (SMO), and Tiktok Marketing"
Needle,Contract Full-Stack Engineer,1 day ago,"🚀Join Our Team at askneedle.com as a Full Stack Engineer! 🚀
We're building Needle to help small e-commerce brands punch above their weight with our AI marketing assistant. We're looking for great Software Engineers to join us in our journey and develop well-thought features for our growing list of users.

🔧 What You’ll Do
⁠⁠Craft new features for our users and/or automations to speed up our internal processes.
⁠Get your hands dirty in our code, refining and optimizing when not building new features and tools.

💡 Tech Stack
⁠Must-have experience with: TypeScript, NodeJs and ReactJS (it’s a big deal for us!)
⁠⁠Nice-to-have experience with: Firestore, Bigquery, and a touch of OpenAI SDK.

👉 Minimum Experience
We require candidates to have at least 1 year experience deploying production apps.

🌍 Location & Flexibility
We are currently only accepting candidates based in Kuala Lumpur, Ho Chi Minh and Jakarta. While this is mostly a remote position, if there are multiple team members in the same city, candidates should be willing to meet up and co-work physically with the rest of the team in their city up to 2 days a week.

⏰ Time Commitment
Full-time at 40 hours a week, aligning with normal working hours within GMT +7 / GMT +8.","Application Development, Cascading Style Sheets (CSS), Cloud Firestore, Google BigQuery, Node.js, Programming, SDKs, Software Development, Stack, and TypeScript"
