Company Names,Job Titles,Posted On,Job Details,Skill
Siemens,Head of Digital Industries,Reposted 1 week ago,"To solve the biggest challenges of our time, we need bright minds with the ambition to make the impossible possible. Siemens is your place to thrive, challenge the status quo, make a difference and grow in a team of innovators who share your passion for tech.

In this role, you will lead the successful implementation of the business strategy, utilizing a transformational sales approach that combines automation and digitalization solutions to gain market share and customer satisfaction, while also guiding the organization's transition into Industry 4.0 technologies.

You will make an impact in the following

Develop and implement the Digital Transformation Strategy by enhancing the technical and delivery ecosystem with consulting, digitally integrated system implementation, and IoT-based optimization services. 
Lead the Sales & Market Development team to develop business strategies, increase industry engagement, and analyze market trends, competition, and regulatory changes to adapt strategies accordingly. 
Operation Management and Risk Mitigation through the identification, definition, and execution of suitable measures. 
Change Management and Talent Development, managing the organization's transition from a traditional to a digital portfolio, focusing on talent acquisition, development, and retention. 
Collaboration with Business Units to formulate joint Tech and Customer Service strategies. 

You’re excited to build on your existing expertise, including 

At least 10 years of experience, a Master's Degree in Business or Engineering, and expertise in discrete manufacturing, hybrid, process industries, advanced manufacturing, and international management. 
Strong analytical skills, expertise in digitalization, organizational change management, and the ability to develop planning and forecasting models for regional business unit integration and sales growth. 
Experience in Industrial Automation, Product lifecycle management, Manufacturing operations management, Cloud-based business models, project, service, digitalization, engineering business line, and developing partner management strategies and ecosystem. 
Experienced digital thought leader with excellent interpersonal skills, passionate about Industry 4.0 technologies like AI, additive manufacturing, cloud, industrial edge, 5G, and Blockchain. 
Ability to build new sustainable business models and revenue streams with a digital portfolio. 

Siemens Digital Industries (DI) is an innovation leader in automation and digitalization. Closely collaborating with partners and customers, we drive the digital transformation in the process and discrete industries. With our Digital Enterprise portfolio, we are able to provide companies of all sizes with an end-to-end set of products, solutions and services to integrate and digitalize the entire value chain. Optimized for the specific needs of each industry, our outstanding portfolio supports customers to achieve greater efficiency and flexibility. We are constantly adding innovations to its portfolio to integrate groundbreaking future technologies.

Create a better #TomorrowWithUs!","Business Modeling, Business Unit Integration, Discrete Manufacturing, Industrial Automation, International Management, Manufacturing Operations, Manufacturing Operations Management, Market Analysis, Partner Relationship Management, and Product Lifecycle Management"
Privy,Solution Architect,1 week ago,"About Privy

Privy is Indonesia's market leader in Digital Signature and Digital Identity, with more than 40 million verified users and more than 2.600 enterprise clients. Our Digital Signature is acknowledged by the Ministry of Communication and Informatics. We have just closed our Series C funding led by KKR on November 2022. We are growing more rapidly than ever, and would love to have talented and enthusiastic individuals onboard.

Job Descriptions :

Guide, assist, and direct Privy Partners to get the best solution based on their business needs and Privy’s services.
Expand network and build connections with Privy Partners, including initiating and maintaining good relations.
Collaborate with other units within the company to achieve business targets set by the company.
Implement Privy's Core Values in doing daily work activities.
Assess the business impact that certain technical choices have
Provide updates to stakeholders on product development processes, costs and budgets

Job Requirements :
  Bachelor's degree in Informatics Engineering, Marketing Management, or Operational Management
Fluent in spoken and written English & Mandarin
Proven work experience as a Solution Architect/ Pre-Sales Engineer/ Customers Solutions or similar role
Previous project management experience is advantageous
Proven technology skills, outstanding interpersonal abilities, and strong written and verbal communication skills
Attention to detail, plus analytical including problem-solving capabilities and service-oriented personality","Analytical Skills, Attention to Detail, Communication, Presales, Presales Technical Support, Problem Solving, Project Management, Software Project Management, Solution Architecture, and Technical Presales"
VISEO ASIA,Anaplan Integration Consultant,3 weeks ago,"At VISEO, we are looking for a Data Integration Consultant to join one of the fastest growing team and make your mark in the industry. Based and covering South-East Asia, you will capitalize on your proven track record to work on an incredibly versatile solution that is helping people and companies around the world every day to make better-informed plans and decisions.

Responsibilities
Involve in contributing to consulting projects or prototypes that VISEO is executing along with our partners (Anaplan, Workato) and provide technical solutions to our clients.
Working across multiple assignments such as, validating integration feasibility between Anaplan and third-party technology; as well as modelling a working prototype to demonstrate validated integrations.
Develop Integrations combining Anaplan’s model building capabilities and using data from the client’s source systems.
Work within the team in South-East Asia to deliver solutions to our clients to solve complex Business Problems.

Profile
Minimum Bachelor Degree in IT, or Computer Science or Data.
Able to craft and work on automated and repeatable integrations across all customers – including SAP, Oracle, Workday, NetSuite using Anaplan Connect API, Workato and other ETL tools such as Informatica and MuleSoft.
Can work in multicultural environment & distributed teams, point of contacts are based in Europe
Ability to take a consultative selling approach by listening to customer needs and shaping a shared vision for a solution.
Willing to learn a new solution & develop expertise with new tools
Understand data integration processes; able to read, follow, analyse dataflow
Able to do scripting to automate tasks (shell scripts)
Right combination of technical vision, creativity, technical acuity, and collaboration skills by jointly crafting and developing solutions.
Knowledge in job scheduling & scheduling tools - Control-M is a plus
Understand multi-dimension data management / databases (cubes)","Anaplan, BMC Control-M, Data Cubes, IT Integration, Informatica, NetSuite, Scheduling Tools, Technology Integration, Workato, and Workday Integration"
IBM,Brand Partner Sales - Compliance Software (Graduate),1 week ago,"Introduction

At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of technology and solve some of the world's most challenging problems? If so, let's talk.

Your Role and Responsibilities

Your role will be focused which involves lead generation with Partners and System Integrators (SI). This will be including client contact and qualification and progression and closing of opportunities. It would also involve cold calling/digital marketing campaign generation. You would also be responsible for recruiting, enabling and activating partners and SI's in the Sustainability/Compliance Software brand, part of the cloud and cognitive software business. The role would involve identifying new Partners/SI as well as an allocation of existing Partners and SI.

Required Professional And Technical Expertise :


An interest in technology.
Passionate in Sales area
You are in your final year of tertiary education OR have graduated from university no earlier than 2021.
Excellent communication and presentation skills that are equally engaging, compelling, and influential.


Preferred Professional And Technical Expertise :


1 year of software sales experience with demonstrable examples of contributing to the solving of clients’ problem


#APACTECH_23

Required Technical and Professional Expertise

Required Professional And Technical Expertise :


Possess Bachelor degree, and have graduated from university no earlier than 2022.
Preferably possess a technical degree i.e., Computer Science, Engineering, Information Systems, or an equivalent subject.
Excellent communication and presentation skills that are equally engaging, compelling, and influential.


Preferred Technical And Professional Expertise

As above

About Business Unit

IBM has a global presence, operating in more than 175 countries with a broad-based geographic distribution of revenue. The company’s Global Markets organization is a strategic business unit that manages IBM’s global footprint, working closely with dedicated country-based operating units to serve clients locally. These country teams have client relationship managers who lead integrated teams of consultants, solution specialists and delivery professionals to enable clients’ growth and innovation. By complementing local expertise with global experience and digital capabilities, IBM builds deep and broad-based client relationships. This local management focus fosters speed in supporting clients, addressing new markets and making investments in emerging opportunities. Additionally, the Global Markets organization serves clients with expertise in their industry as well as through the products and services that IBM and partners supply. IBM is also expanding its reach to new and existing clients through digital marketpls.

Your Life @ IBM

In a world where technology never stands still, we understand that, dedication to our clients success, innovation that matters, and trust and personal responsibility in all our relationships, lives in what we do as IBMers as we strive to be the catalyst that makes the world work better.

Being an IBMer means you’ll be able to learn and develop yourself and your career, you’ll be encouraged to be courageous and experiment everyday, all whilst having continuous trust and support in an environment where everyone can thrive whatever their personal or professional background.

Our IBMers are growth minded, always staying curious, open to feedback and learning new information and skills to constantly transform themselves and our company. They are trusted to provide on-going feedback to help other IBMers grow, as well as collaborate with colleagues keeping in mind a team focused approach to include different perspectives to drive exceptional outcomes for our customers. The courage our IBMers have to make critical decisions everyday is essential to IBM becoming the catalyst for progress, always embracing challenges with resources they have to hand, a can-do attitude and always striving for an outcome focused approach within everything that they do.

Are you ready to be an IBMer?

About IBM

IBM's greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.

Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business.

At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.

Location Statement

For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM

IBM is committed to creating a diverse environment and is proud to be an equal-opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity or expression, sexual orientation, national origin, caste, genetics, pregnancy, disability, neurodivergence, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.","Communication, Compliance Software, Digital Marketing, Presentation Skills, Presentations, Sales, Sales Processes, Social Influence, Software Business, and Software Sales"
Hitachi Energy,Automation & Communication Service Sales Specialist,Reposted 1 week ago,"Share this job

         

General Information

Drive service sales process in collaboration with the Service Sales Manager and/or Service Manager. Generate service sales opportunities and secure profitable sales within the designated area(s), focus on installed base penetration (IB) and sell the entire Service product portfolio in collaboration with other Hitachi Energy service units. Build long term customer relationships and ensure immediate response to specific customer needs and issues.

Your Responsibilities

In collaboration with the Service Sales Manager and/or Service Manager, you will implement Service sales strategy, penetrate IB, promote various upgrade, retrofit and value add solutions to the benefit of the customer and Hitachi Energy, understand the channel strategy and the establishment of related prices and prepares sales plans, reviews them and proposes recovery plan(s) when needed and regularly update installed base in Service database with the changes made at site.
You will utilize Service database to understand the existing installed base (IB), identify and develop sales opportunities for Service products and solutions to penetrate the existing IB/new IBs in the market and focus on the entire Service portfolio to secure profit for assigned Business Units/Product Groups.
You will generate Service sales leads and develops new market opportunities by utilizing market trend information, identify, explore potential new service portfolios, take a One approach to leverage other colleagues’ portfolios.
You will establish long term customer relationships by understanding customer requirements and applicable regulations and demonstrating in-depth technical service product/solutions knowledge to promote Life Cycle Management (LCM), register customer feedback and ensure customer satisfaction throughout the sales process. 
You will sell entire service product portfolio to expand Hitachi Energy footprint in the designated area(s), chart out and monitors sales proposals, tenders and follow-up proposal statistics, prepare Hitachi Energy’s service offerings based on customer need, in coordination with the local Service Sales Manager and/or Service Manager and communicate contract details in accordance with Hitachi Energy offering and strategy and manage administrative sales processes.
You will act as a marketer/salesperson of Hitachi Energy’s service products, solutions during marketing activities (trade fairs, exhibitions, conferences, customer meetings) and translate the need of customer into relevant Hitachi Energy Service offerings and solutions.
You will contribute to risk assessments related to price and quality, register required information into the appropriate customer database, ensure technical reliability, safety and cost-effective solutions to satisfy customer’s needs and comply with health and safety directives.
Living Hitachi Energy's core values of safety and integrity, which means taking responsibility for your own actions while caring for your colleagues and the business.

Your Background

You hold bachelor's degree in relevant field.
Minimum 5 years of experience.
Able to work in team and good interpersonal skills, proven leadership skills, with a collaborative and solutions-oriented approach.
Strong communication skills.

 Apply now 

Location Jakarta, Jakarta Raya, Indonesia Job type Full time Experience Experienced Job function Sales, Marketing & Product Management Contract Regular Publication date 2024-05-22 Reference number R0049863","Automation, Communication, Customer Requirements, Customer Satisfaction, Interpersonal Communication, Interpersonal Skills, LCM, Product Lifecycle Management, Reliability, and Sales Processes"
AVSystem,Regional Sales Manager,1 week ago,"Company Overview:
AVSystem is a company at the forefront of the telecommunications industry, and we're looking for a talented Regional Sales Manager to join our team. In this role, you'll play a key part in developing cutting-edge connectivity and communication solutions for a diverse range of clients.
Position Summary:
As the Regional Sales Manager for AVSystem, you will lead our sales initiatives within the APAC region, aiming to drive maximum profitability and growth. Your role is pivotal in securing new business and strengthening existing relationships, particularly within the telecom industry. You will offer tailored AVSystem solutions, leveraging internal resources such as Marketing, Pre-Sales Engineering, and Professional Services to meet and exceed the specific needs of each account.
Key Responsibilities:
Develop and execute strategies to achieve sales targets for AVSystem products and services across designated territories.
Build and maintain strong relationships with key stakeholders in the telecom sector to ensure continuous business growth and client satisfaction.
Work closely with various AVSystem teams including Marketing, Sales Engineering, and Product Management to deliver comprehensive solutions.
Address customer requirements effectively and ensure alignment with AVSystem offerings.
Provide accurate monthly, quarterly, and annual revenue forecasts.
Focus on both 'farming' (nurturing existing accounts) and 'hunting' (acquiring new major accounts) to expand business reach.
Craft detailed proposals and deliver compelling presentations to clients to secure business deals.
Qualifications:
Proven track record in a high-growth telecommunications environment, with a deep focus on Telco OSS/BSS solutions.
Experience in direct sales and channel partner management.
Solid understanding of the telecommunications industry's OSS/BSS network environments.
Exceptional problem-solving, communication, and presentation skills.
Established industry contacts among service providers and partners.
BA/BS degree in business, finance, computer science, or related field. Advanced degree is a plus.
Willingness to travel extensively across the APAC region.
Join AVSystem and be part of a dynamic team driving technological innovation in the telecommunications industry across the Asia-Pacific region. Apply today to contribute to our success and advance your career in a vibrant and fast-paced environment.","Business Growth, Connectivity, Presentation Skills, Presentations, Relationship Development, Sales, Sales Campaigns, Sales Management, Sales Target Management, and Telecommunications"
Siemens,Innomotics IT manager ASEAN,Reposted 20 hours ago,"To create a better future, you need to think outside the box. That’s why we at Siemens need innovators who aren’t afraid to push boundaries to join our diverse team of tech gurus. Got what it takes? Then help us create lasting, positive impact!

You’ll make an impact by

IT Strategy Execution: Lead the implementation of global IT strategies within the LCB SGP region, ensuring alignment with local business objectives.
IT Project Management: Oversee the execution of IT projects, from initiation to completion, within the LCB SGP region.
IT Business Partnership: Build strong partnerships with the business to understand their needs, provide IT solutions, and drive continuous improvement.
IT Financial Management: Manage IT budgets, optimize IT services, and ensure effective risk management within the region.
IT Change Management: Lead and support change management initiatives, including training, communication, and adoption of new IT solutions.
IT Data and Analytics: Leverage data and analytics to inform decision-making, optimize processes, and support business growth.

You’d describe yourself as

Education and Experience: College degree in IT or related field with at least 10 years of IT or business excellence experience.
Technical Proficiency: Strong understanding of ITIL, agile methodologies, SAP ERP, MS Dynamics, cloud solutions, and cybersecurity.
Business Acumen: Experience in IT management, especially managing third-party relationships, with a customer-focused mindset.
Global Mindset: Ability to navigate a global matrix organization and collaborate effectively across cultures.
Analytical Skills: Strong analytical skills, problem-solving abilities, and the ability to translate data into actionable insights.
Communication and Leadership: Excellent communication skills, both written and verbal, with the ability to lead and influence stakeholders.
Working location can be in Malaysia, Indonesia, Thailand, or Vietnam.

Create a better #TomorrowWithUs!

We value your unique identity and perspective and are fully committed to providing equitable opportunities and building a workplace that reflects the diversity of society. Come bring your authentic self and create a better tomorrow with us.","Enterprise Resource Planning (ERP), IT Management, ITIL, Infor Enterprise Resource Planning (ERP), Microsoft Dynamics, Problem Solving, SAP ERP, SAP Products, Statutory Accounting Principles (SAP), and Technical Proficiency"
Tada,Senior Solution Consultant,3 months ago,"Tada the Game-Changer in Loyalty and Retention!

Who We Are? 
Tada is a B2B2C loyalty and rewards platform that helps businesses improve channel partner, customer, and employee retention, build loyalty, and drive growth. Founded in 2012, Tada offers unified solutions that create engaging and rewarding experiences.

As an Indonesian SaaS company with a global footprint, Tada has assisted 400+ local and international brands across various industries. Our game-changing loyalty solutions have also garnered numerous awards, solidifying our reputation as a leader in the sector. 

Job Opportunities
Job Title: Senior Solution Consultant 
Department: Product
Working Arrangement: On-site

Information about the role:
A Senior Solution Consultant supports the sales team by conducting demos, answering technical questions, designing solutions, and preparing proposals to align with client needs, ensuring successful deals.

Key Responsibility
Support sales efforts that include bid management, RFP responses, and preparing technical proposals, solution documents, diagrams, product presentations, coordination for pricing proposals, etc.
You will act as the lead contact between prospects to understand business requirements, conduct workshops, analyze requirements, define functional requirements, etc.
Identifies and presents appropriate solutions
Assist the sales team in technically qualifying a prospect
Help client to integrate with our system
Fully understand product capabilities including features and integration.
Do demo to clients
Do project management for the complex project / RFP project (On Premise / On Cloud / SaaS)

Requirement
Minimum 4 years of working experience as Business Analyst / Solution Architect / Presales for software solution/software house with strong experience in bid management and RFP responses.
Having experience handling on-premise software tenders is a must.
PMP certification is an added value.
Bachelor’s degree from top local or overseas universities with min. GPA 3.25
Excellent verbal & and written skills - English and Bahasa Indonesia must.
Stellar communication skills both written and verbal.
Ability to work with aggressive timelines

Why You'll Love Working Here?
Sabbatical Program: Recharge with our 15-day sabbatical leave every three years, acknowledging that long-term work can be demanding
Growth Opportunities: We support your learning and development aspirations, both within and outside our organization, aiming to nurture an entrepreneurial spirit in our team.
Unique Work Environment: Experience the unique blend of a mission-driven digital company with the innovative mindset of a start-up, enriched by our presence since 2012.
Engagement Department: Get involved to refresh your mind with exciting activities outside the work to do.
Laptop Ownership/Allowance: Choose between a company laptop or a laptop
Celebrate With Us: We love to celebrate work anniversaries and birthdays
Learning and lots of it. We promote vertical and lateral movement. It’s not uncommon for Tayo (that’s what we call our team) to move divisions two or three times throughout their career. We want people to learn new stuff that excites them. 
Sincere teamwork. This word isn’t officially in our values, but when I asked new joiners about what value they really feel at Tada that’s not stated on our wall, many mentioned that Tayo is really helpful and they can feel the ‘teamwork’ atmosphere
Think and act like an owner is our value. But the truth is we don't want you to act like an owner, we want you to be a real owner. So for our top performers, we'd love to lure you into our stock options program

What We Do Not Promise
We do not promise fixed working hours. Sometimes, projects and deadlines may require additional hours or flexibility.
We do not promise unlimited resources or budgets. We may have to operate with limited resources and manage priorities carefully.
We do not promise a pressure-free environment. There are often high demands and significant expectations for growth and success.

If you're ready for a challenge and eager to make a real impact and be the Leading Loyalty & Rewards Platform in the region, Take the leap and help us shape the future of loyalty and rewards! 🚀🌟","Invitation to Tender, Requirements Analysis, Skill Development, and Technical Advisory"
Siemens Digital Industries Software,Presales Channel Solutions Consultant (CAD),Reposted 2 weeks ago,"Siemens Digital Industries Software is a leading provider of solutions for the design, simulation, and manufacture of products across many different industries. Formula 1 cars, skyscrapers, ships, space exploration vehicles, and many of the objects we see in our daily lives are being conceived and manufactured using our Product Lifecycle Management (PLM) software.

As part of our continuing growth in Southeast Asia (SEA), we are now looking for a driven and highly motivated Presales Solutions Consultant (CAD) to join our Presales team in Jakarta, Indonesia. The ideal candidate will need to have an excellent understanding of the technical aspects of software business and including a strong focus on building and leveraging relationships with our partners and selective end users, representing Siemens DISW CAD portfolio to senior levels of customers’ organization, and bringing opportunities forward on a selective basis to enable timely and successful closure.

Responsibilities:

 Provide presales technical solution leadership and support for the Siemens DISW Mechanical CAD Portfolio, leveraging a combination of application and domain expertise to a variety of Siemens customers in various industries
 Bring opportunities to a technical closure through participating in the value discovery and assessment process to assist in determining the customer needs
 Develop opportunities by creative technical/commercial thinking.
 Lead technical discussions and conduct product demonstrations to customers
 Lead or assist in software proposal, and assist & verify with partners in solution proposals to customers
 Support customer product evaluations through workshop, training, and benchmarks
 Plan, coach, and support channel pre-sales teams in SEA on technical enablement and value discovery and assessment method.
 Support channel partners in technical sales process to facilitate sales of software
 Support transition from pre- to post-sales, assisting implementation team to take over.
 Funnel creation through supporting sales process and marketing events such as trade shows, presentations, seminars, etc.
 Uphold the professional integrity of Siemens at all times
 Adhere to, and promote, all core internal and customer processes relating to the effective undertaking of the role
 Undertake any business administration in line with job activity
 Undertake any other duties required by the company

Requirements:

Qualifications:

 Bachelor/Master’s Degree in Mechanical/Mechatronics/Robotics Engineering
 Good knowledge in dealing with 3D modelling and 2D drawing.
 Experience working with tools such as NX, Creo, Catia and/or SolidWorks.
 Prior industry experience working as a mechanical engineer or designer.
 Strong interest in Tech, Manufacturing, IoT and Industry 4.0 themes.
 Familiarity with PLM/PDM systems would be an added advantage.

Competencies:

 Minimum 7 or more years of CAD/PLM presales experience
 Proven track record or experience in demonstrating value as a CAD professional and ability to articulate unique selling proposition.
 Sound knowledge in GD&T, analysis, also Electrical PLC & Automation machinery.
 Ability to lead and work independently and confidently in analysing customer requirements and transform them into workable solutions.
 Ability to prioritize multiple assignments and deadlines.
 Dynamic with excellent leadership and high level of accountability
 Excellent sales and relation building skills
 Excellent communication skills in English and good presentation skills
 Ability to work well under pressure and self-motivated.
 Willing to work hard and face challenges.
 IT savvy and ability to multitasks.
 Travelling is required and ability to travel within a short notice is a must.
 Practical experience in design and/or manufacturing is a plus.

Working at Siemens Software

Why us?

Working at Siemens Software means flexibility - Choosing between working at home and the office at other times is the norm here. We offer great benefits and rewards, as you'd expect from a world leader in industrial software.

Siemens Software. Transform the everyday.","3D Modeling, Computer-Aided Design (CAD), Customer Requirements, Post-Sales, Presales, Presentation Skills, Presentations, Product Demonstration, Product Evaluations, and Technical Discussions"
PT RechargePOD Ltd Bali,Electronic Engineer,1 day ago,"Job Description: 
We are seeking a skilled Electronics Technician to join our team. This role involves assembling, troubleshooting, and maintaining electronic components and systems. The ideal candidate will have a strong foundation in electronics, proficiency in using various tools, and a keen eye for detail. Fresh graduates are welcome to apply.

Responsibilities:
§ Electronic Assembly: Assemble electronic components and products according to specifications and schematic or technical diagrams. Perform soldering and component replacement tasks with exceptional accuracy and cleanliness.
§ Troubleshooting and System Maintenance: Collaborate with Electrical and Electronic team in diagnose and resolve issues within existing electrical and electronic systems.
§ Technical Support: Collaborate with the electrical and electronics engineering team to provide technical support for ongoing projects.
§ PCB Layout Design: Create efficient and functional PCB layouts using PCB CAD software (Altium Designer, KiCAD, Cadence Allegro, EasyEDA, or Eagle).
§ Hardware Prototyping: Build prototypes and create proof of concepts to verify functionality and troubleshoot issues.
§ Research and Development: Stay up to date with recent technologies, trends, and industry best practices to be able to provide ideas and thoughts about overall projects, especially at electronic embedded systems and IoT systems. 

Qualifications:
§ Education: Bachelor’s degree (S1) or associate’s degree (D3) in Electrical Engineering, Electronics Engineering, or related field. Focusing on electronics, control systems, or robotics is preferred. Fresh Graduates are welcome to apply.
§ Electronic and Electrical Tools Proficiency: Proficiency in using a variety of electrical and electronic tools, including soldering iron, multimeters, oscilloscopes, power drills, etc. Exceptional attention to detail and the ability to maintain a clean work environment are essential.
§ PCB CAD Software Knowledge:  Basic knowledge in using PCB CAD software tools as mentioned above (e.g., Altium Designer, Eagle, KiCAD, EasyEDA, Cadence Allegro, or else).
§ Electronics Knowledge: Solid understanding of electronics principles, including digital and analog circuits, components, and microcontrollers.
§ Component Knowledge: Familiar with a wide range of electronic components, embedded systems MCU (ESP32, ESP8266, STM32, Arduino, etc).
§ Problem-Solving Skills: Possess a strong problem-solving ability to address design problems and optimize PCB layouts.
§ Project Experience: Prior experience in microcontroller-based projects, whether it’s basic or complex is a significant advantage. ","Analog Circuits, Analog Semiconductors, Electronic Circuits, Electronic Engineering, Embedded Systems, Microcontrollers, Printed Circuit Board (PCB) Design, and Problem Solving"
EY,Financial Technology Senior Consultant (FSO),Reposted 1 day ago,"Why should I work for Ernst & Young's Financial Services (FSO)?

We are the only professional services organisation who has a separate business dedicated exclusively to the financial services marketplace. Join Financial Services (FSO) and you will work with multi-disciplinary teams from around the world to deliver a global perspective. Aligned to key industry groups including asset management, banking and capital markets, insurance and private equity, we provide integrated advisory, assurance, tax, and transaction services.

Through diverse experiences, world-class learning and individually tailored coaching you will experience ongoing professional development. That’s how we develop outstanding leaders who team to deliver on our promises to all of our stakeholders, and in so doing, play a critical role in building a better working world for our people, for our clients and for our communities. Sound interesting? Well this is just the beginning. Because whenever you join, however long you stay, the exceptional EY experience lasts a lifetime.

The opportunity

In a world where disruption is commonplace and technology changes business at an amazing rate, we help solve complex industry challenges while helping our clients manage risk and improve their performance. As a future FSO Technology Consultant, you will help our clients in the following domains:

Business & strategic challenges: business & solution architecture, business process design for the digitization of core banking or insurance processes, digital transformation in an agile context, project / program management, business and IT alignment of digital driven business initiatives, front-to-back renewal, and design & improvement of digital operating models.
Technical matters: data science, advanced analytics embedded in core business processes, IoT, data strategy, data governance, data quality, data architecture, data management, data usage, blockchain, artificial intelligence and RPA.

As part of the team, you will work on specific projects critical to financial services current landscape, with opportunities to switch teams, as you and our fast-paced business grow and evolve. You will play an important part in taking EY to the next level.

Positions we are looking for

Cybersecurity
Digital
Platform
Data & Analytics

To qualify for the role you must have

A Bachelor or Master's Degree in (Business) Engineering, Computer Science, Information Systems Management, Mathematics, (applied) Economics or a related field of studies with an affinity for leading-edge technologies.
Previous experience of at least 3-5 years in roles of Functional Consultant or Analyst Programmer preferably in companies in the financial services industry (payments, banks, insurance, capital markets).
Solid analytical skills.
Knowledge of project management with agile, traditional and hybrid methodologies.
Advanced level of English.
Experience in team leadership.
Excellent oral and written communication skills.

If you can demonstrate that you meet the criteria above, please apply as soon as possible.","Analytical Skills, Communication, Computer Science, English, Internet of Things (IoT), Project Management, Robotic Process Automation (RPA), Team Leadership, Technology Consulting, and Written Communication"
EY,Consulting - Tech FSO (Financial Services) Manager/Senior Manager,Reposted 1 week ago,"Why should I work for Ernst & Young's Financial Services (FSO)?

We are the only professional services organisation who has a separate business dedicated exclusively to the financial services marketplace. Join Financial Services (FSO) and you will work with multi-disciplinary teams from around the world to deliver a global perspective. Aligned to key industry groups including asset management, banking and capital markets, insurance and private equity, we provide integrated advisory, assurance, tax, and transaction services.

Through diverse experiences, world-class learning and individually tailored coaching you will experience ongoing professional development. That’s how we develop outstanding leaders who team to deliver on our promises to all of our stakeholders, and in so doing, play a critical role in building a better working world for our people, for our clients and for our communities. Sound interesting? Well this is just the beginning. Because whenever you join, however long you stay, the exceptional EY experience lasts a lifetime.

The opportunity

In a world where disruption is commonplace and technology changes business at an amazing rate, we help solve complex industry challenges while helping our clients manage risk and improve their performance. As a future FSO Technology Consultant, you will help our clients in the following domains:

Business & strategic challenges: business & solution architecture, business process design for the digitization of core banking or insurance processes, digital transformation in an agile context, project / program management, business and IT alignment of digital driven business initiatives, front-to-back renewal, and design & improvement of digital operating models.
Technical matters: data science, advanced analytics embedded in core business processes, IoT, data strategy, data governance, data quality, data architecture, data management, data usage, blockchain, artificial intelligence and RPA.

As part of the team, you will work on specific projects critical to financial services current landscape, with opportunities to switch teams, as you and our fast-paced business grow and evolve. You will play an important part in taking EY to the next level.

To qualify for the role you must have

A Bachelor or Master's Degree in (Business) Engineering, Computer Science, Information Systems Management, Mathematics, (applied) Economics or a related field of studies with an affinity for leading-edge technologies
Previous experience of at least 7 years in roles of Functional Consultant or Analyst Programmer preferably in companies in the financial services industry (payments, banks, insurance, capital markets).
Solid analytical skills
Knowledge of project management with agile, traditional and hybrid methodologies.
Advanced level of English.
Experience in team leadership.
Excellent oral and written communication skills.

If you can demonstrate that you meet the criteria above, please apply as soon as possible.","Analytical Skills, Communication, Computer Science, Data Governance, Data Science, Data Strategies, Digitization, Negotiation, Team Leadership, and Written Communication"
