Company Names,Job Titles,Posted On,Job Details,Skill,Images,Type Location,Locations,Link
Agoda,"Senior Business Intelligence Developer, Marketing team (Bangkok based, relocation provided)",Reposted 1 day ago,"About Agoda

Agoda is an online travel booking platform for accommodations, flights, and more. We build and deploy cutting-edge technology that connects travelers with more than 3.6 million accommodations globally. Based in Asia and part of Booking Holdings, our 6,000+ employees representing 90+ nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enhancing the ability for our customers to experience the world.

 Our Purpose –  Bridging the World Through Travel 

We believe travel allows people to enjoy, learn and experience more of the amazing world we live in. It brings individuals and cultures closer together, fostering empathy, understanding and happiness.

We are a skillful, driven and diverse team from across the globe, united by a passion to make an impact. Harnessing our innovative technologies and strong partnerships, we aim to make travel easy and rewarding for everyone.

Get to Know Our Team

The Data department oversees all of Agoda’s data-related requirements. Our ultimate goal is to enable and increase the use of data in the company through creative approaches and the implementation of powerful resources such as operational and analytical databases, queue systems, BI tools, and data science technology. We hire the brightest minds from around the world to take on this challenge and equip them with the knowledge and tools that contribute to their personal growth and success while supporting our company’s culture of diversity and experimentation. The role the Data team plays at Agoda is critical as business users, product managers, engineers, and many others rely on us to empower their decision making. We are equally dedicated to our customers by improving their search experience with faster results and protecting them from any fraudulent activities. Data is interesting only when you have enough of it, and we have plenty. This is what drives up the challenge as part of the Data department, but also the reward.

The Opportunity 

As a BI Developer, you will collaborate closely with product managers, business users and engineering to understand business requirements, analyze data and provide data solutions. Good stakeholder management and the ability to communicate clearly will be key success factors. The candidate will gain a deeper understanding of data pipelines of our new product funnels. Development and ownership of the end-to-end process is expected.

In This Role, You’ll Get to 

Understand marketing related data flows and structures
Collaborate with cross-functional teams to analyze and solve marketing data , campaigns and experimentation issues
Design and develop data solutions, such as data warehousing on Big Data platforms using ETL and visualization tools

What You’ll Need To Succeed

Bachelor’s or advanced degree in IT, Mathematics, Statistic, Analytics, or other related fields
At least 5 years of experience in Business Intelligence or Data Analysis area
Excellent communication skills (both verbal and written in English), with proven ability to convey complex messages clearly to stakeholders
Experience in ETL tools, data warehouse design, data modeling, and visualization
Strong SQL command and the ability to write complex queries on big data sets
Quick learner, problem-solving aptitude, effective prioritization, proactive and strong attention to detail
High sense of ownership and growth mindset
Self-motivated, ability to work well independently and as part of a team

It’s Great If You Have 

Intellectually curious, fast and self-driven learner on areas including new business models, analytical techniques, technical skills etc
Experience with large scale data platforms (Hadoop, Impala, Spark, Vertica)
Experience in business analysis or data modeling. Other languages e.g., Python/R/Scala will be helpful

#sanfrancisco #sanjose #losangeles #sandiego #oakland #denver #miami #orlando #atlanta #chicago #boston #detroit #newyork #portland #philadelphia #dallas #houston #austin #seattle #sydney #melbourne #perth #toronto #vancouver #montreal #shanghai #beijing #shenzhen #prague #Brno #Ostrava #cairo #alexandria #giza #estonia #paris #berlin #munich #hamburg #stuttgart #cologne #frankfurt #hongkong #budapest #jakarta #bali #dublin #telaviv #milan #rome #tokyo #osaka #kualalumpur #amsterdam #oslo #manila #warsaw #krakow #bucharest #moscow #saintpetersburg #capetown #johannesburg #seoul #barcelona #madrid #stockholm #zurich #taipei #bangkok #Phuket #istanbul #london #manchester #edinburgh #kiev #hcmc #hanoi #wroclaw #poznan #katowice #rio #salvador #IT #ENG #4 #IT #4 #5

Equal Opportunity Employer 

At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.

We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .

To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.","Business Requirements, Data Analysis, Data Analytics, Data Modeling, Data Pipelines, Data Warehousing, ETL Tools, Extract, Transform, Load (ETL), Vertica, and Visualization",https://media.licdn.com/dms/image/v2/C4D0BAQGBa_7QNZNwpw/company-logo_100_100/company-logo_100_100/0/1656643826660/agoda_logo?e=1733356800&v=beta&t=S1ieRyzqQ6FfOkm9tTFUV-WTEcgmy7cUjcm1lzDATJ0,"Hybrid,Full-time,Director","Jakarta, Jakarta, Indonesia",https://www.linkedin.com/jobs/view/3981981324/?alternateChannel=search&refId=BT8I369ruQAh6M56HfPjbw%3D%3D&trackingId=i%2FBh0MEEsDK03jNHCV2EmA%3D%3D&trk=d_flagship3_search_srp_jobs
"NTT DATA, Inc.",MS Engineer (L2),5 days ago,"Make an impact with NTT DATA

Join a company that is pushing the boundaries of what is possible. We are renowned for our technical excellence and leading innovations, and for making a difference to our clients and society. Our workplace embraces diversity and inclusion – it’s a place where you can grow, belong and thrive.

Your day at NTT DATA

The Security Managed Services Engineer (L2) is a developing engineering role, responsible for providing a managed service to clients to ensure that their Security Infrastructures and systems remain operational.

Through the proactive monitoring, identifying, investigating, and resolving of technical incidents and problems, this role is able to restore service to clients.

The primary objective of this role is to proactively review client requests or tickets and apply technical/process knowledge to resolve them without breaching service level agreement (SLA) and focuses on second-line support for incidents and requests with a medium level of complexity.

The Security Managed Services Engineer (L2) may also contribute to / support on project work as and when required.

What You'll Be Doing

Key Responsibilities:

Proactively monitors the work queues. 
Performs operational tasks to resolve all incidents/requests in a timely manner and within the agreed SLA. 
Updates tickets with resolution tasks performed. 
Identifies, investigates, analyses issues and errors prior to or when they occur, and logs all such incidents in a timely manner. 
Captures all required and relevant information for immediate resolution. 
Provides second level support to all incidents, requests and identifies the root cause of incidents and problems. 
Communicates with other teams and clients for extending support. 
Executes changes with clear identification of risks and mitigation plans to be captured into the change record. 
Follows the shift handover process highlighting any key tickets to be focused on along with a handover of upcoming critical tasks to be carried out in the next shift. 
Escalates all tickets to seek the right focus from CoE and other teams, if needed continue the escalations to management. 
Works with automation teams for effort optimization and automating routine tasks. 
Ability to work across various other resolver group (internal and external) like Service Provider, TAC, etc. 
Identifies problems and errors before they impact a client’s service. 
Provides Assistance to L1 Security Engineers for better initial triage or troubleshooting. 
Leads and manages all initial client escalation for operational issues. 
Contributes to the change management process by logging all change requests with complete details for standard and non-standard including patching and any other changes to Configuration Items. 
Ensures all changes are carried out with proper change approvals. 
Plans and executes approved maintenance activities. 
Audits and analyses incident and request tickets for quality and recommends improvements with updates to knowledge articles. 
Produces trend analysis reports for identifying tasks for automation, leading to a reduction in tickets and optimization of effort. 
May also contribute to / support on project work as and when required. 
May work on implementing and delivering Disaster Recovery functions and tests. 
Performs any other related task as required. 

Knowledge and Attributes:

Ability to communicate and work across different cultures and social groups. 
Ability to plan activities and projects well in advance, and takes into account possible changing circumstances. 
Ability to maintain a positive outlook at work. 
Ability to work well in a pressurized environment. 
Ability to work hard and put in longer hours when it is necessary. 
Ability to apply active listening techniques such as paraphrasing the message to confirm understanding, probing for further relevant information, and refraining from interrupting. 
Ability to adapt to changing circumstances. 
Ability to place clients at the forefront of all interactions, understanding their requirements, and creating a positive client experience throughout the total client journey. 

Academic Qualifications and Certifications:

Bachelor's degree or equivalent qualification in IT/Computing (or demonstrated equivalent work experience). 
Certifications relevant to services supported. Certifications carry additional weightage on the candidate’s qualification for the role. 
CCNA certification in must, CCNP in Security or equivalent certification is good to have. 

Required Experience:

Moderate level of relevant managed services experience handling Security Infrastructure. 
Moderate level of experience working with vendors and/or 3rd parties. 
Hands-on troubleshooting and manage Proxy Devices
Moderate level of experience working with Cloud / SaaS

Workplace type: 

On-site Working

About NTT DATA

NTT DATA is a $30+ billion trusted global innovator of business and technology services. We serve 75% of the Fortune Global 100 and are committed to helping clients innovate, optimize and transform for long-term success. We invest over $3.6 billion each year in R&D to help organizations and society move confidently and sustainably into the digital future. As a Global Top Employer, we have diverse experts in more than 50 countries and a robust partner ecosystem of established and start-up companies. Our services include business and technology consulting, data and artificial intelligence, industry solutions, as well as the development, implementation and management of applications, infrastructure, and connectivity. We are also one of the leading providers of digital and AI infrastructure in the world. NTT DATA is part of NTT Group and headquartered in Tokyo.

Equal Opportunity Employer

NTT DATA is proud to be an Equal Opportunity Employer with a global culture that embraces diversity. We are committed to providing an environment free of unfair discrimination and harassment. We do not discriminate based on age, race, colour, gender, sexual orientation, religion, nationality, disability, pregnancy, marital status, veteran status, or any other protected category. Join our growing global team and accelerate your career with us. Apply today.","Active Listening, Customer Experience, Forefront, Handover, Managed Services, Proactive Monitoring, Project Work, Queues, Root Cause, and Service-Level Agreements (SLA)",https://media.licdn.com/dms/image/v2/D4D0BAQHNV1DPBFCCEw/company-logo_100_100/company-logo_100_100/0/1719587181974/ntt_data_inc_logo?e=1733356800&v=beta&t=h6OGFIVWaWVnaTvS35YEjWRLIE7zin5OzCtiwXlV7yY,"Hybrid,Full-time,Entry,level","South Jakarta, Jakarta, Indonesia",https://www.linkedin.com/jobs/view/4013204472/?alternateChannel=search&refId=4S9YNbSxu3s3jr%2Fgw2TebQ%3D%3D&trackingId=U2uP3HsrG7hpiJyrLQXpDQ%3D%3D&trk=d_flagship3_search_srp_jobs
Metrocom Jaddi Technology,iOS Developer,2 weeks ago,"Posisi : Mobile Developer Native (iOS)

Tech Stack Wajib : Swift (minimal pernah menggunakan di project)

Persyaratan

Minimal S1 dari Perguruan Tinggi dengan Jurusan MIPA (Matematika/Fisika) atau IT: Teknik Komputer, Teknik Informatika, Sistem Informatika, Manajemen Informatika, Ilmu Komputer, Sistem Komputer, Teknologi Informasi.
IPK minimal 3 (skala 4).
Memiliki pengalaman sebagai Mobile Developer minimal 2 tahun.
Mahir SWIFT (WAJIB)
Memiliki kemampuan analisa yang baik dan detil.
Memiliki pengetahuan SDLC (Waterfall dan/atau Agile).
Memiliki kemampuan yang baik dalam Problem Finding dan Problem Solving.
Dapat bekerjasama dalam tim dan memiliki kemampuan interpersonal yang baik.
Experienced on deploy mobile apps to Play Store and Apps Store
Dapat menggunakan GIT atau tools source control lainnya.
Pengalaman project di banking industry /fintech/ e -commerce
Bersedia Onsite - Jakarta Selatan
Memiliki pengetahuan dan pengalaman kerja dengan kerangka kerja di bawah ini:
Proficiency in Swift/Objective-C: Strong knowledge of Swift and/or Objective-C programming languages and their ecosystems.
iOS SDK: Experience with iOS frameworks such as UIKit, Core Data, Core Animation, etc.
Xcode: Proficient with Xcode IDE and its debugging/profiling tools.
UI/UX Design: Understanding of Apple’s design principles and interface guidelines, as well as experience in implementing UI/UX designs.
Networking: Familiarity with networking concepts and protocols such as HTTP, RESTful APIs, etc.
Database Management: Experience with local storage solutions and database management on iOS.
Pengembangan Lintas Browser

Desired Skills and Experience
iOS Development, X-code, Swift","C (Programming Language), Objective-C, Problem Finding, Programming, Programming Languages, Swift (Programming Language), UIKit, User Experience Design (UED), iOS, and iOS Development",https://media.licdn.com/dms/image/v2/C560BAQF2111cOAp4hQ/company-logo_100_100/company-logo_100_100/0/1630646098001/metrocomjadditechnology_logo?e=1733356800&v=beta&t=LlV7VQ7YUk-0nSHKxrds6ZZNNIKeXqNybp2A-nq9eGw,"IDR7M/month,-,IDR9M/month,On-site,Full-time,Associate","Jakarta, Jakarta, Indonesia",https://www.linkedin.com/jobs/view/4007051060/?alternateChannel=search&refId=4S9YNbSxu3s3jr%2Fgw2TebQ%3D%3D&trackingId=wVgUWCWyTdZNz2pl%2BQ5trQ%3D%3D&trk=d_flagship3_search_srp_jobs
AbiShar Technologies,Golang Developer,5 days ago,"Qualifications

Minimum 2-3 years working on mid to high-scale projects
2. Education: Bachelor's degree in Informatics, Computer Science, or a related field
3. Golang Proficiency: Demonstrate a strong command of the Go programming language,
including its syntax, concurrency model, standard library, and best practices for writing
idiomatic and efficient Go code
4. API Development & Microservices: Practical experience in designing, developing, and
documenting RESTful APIs. Understanding of microservices architecture and principles for
building scalable and maintainable backend systems
5. Database and Data Management: Proficient in interacting with databases (MySQL or
Postgres, writing efficient queries, and understanding data modeling concepts
6. Testing & Quality Focus: Ability to write clean, well-tested code with proficiency in unit
testing and integration testing methodologies. Emphasis on code quality and adherence to
coding standards
7. Collaboration and Communication: Effective team player with the ability to communicate
technical ideas clearly, actively participate in technical discussions, and collaborate on
problem-solving
8. Version Control: Understanding of Git flow
9. Agile Development: Experience with agile development methodologies","Application Programming Interfaces (API), Cascading Style Sheets (CSS), Concept Generation, Databases, Debugging, Programming, Programming Languages, Relational Databases, Software Development, and Troubleshooting",https://media.licdn.com/dms/image/v2/C4D0BAQHR8sbKV9eQEw/company-logo_100_100/company-logo_100_100/0/1631319908282?e=1733356800&v=beta&t=rlyLRKgbc0zGUdE9TNUYFLirne_Q3Iip-rVNzvUcN1M,"On-site,Full-time","Bandung, West Java, Indonesia",https://www.linkedin.com/jobs/view/4011946726/?alternateChannel=search&refId=4S9YNbSxu3s3jr%2Fgw2TebQ%3D%3D&trackingId=W6wyhuRwH6YP8gpqR4wjxg%3D%3D&trk=d_flagship3_search_srp_jobs
Traveloka,Backend Software Engineer (Accommodation),Reposted 1 week ago,"It's fun to work in a company where people truly BELIEVE in what they're doing!





Job Description

Software engineering takes the central roles for building Traveloka products and systems. You will be responsible for designing, building, improving, or maintaining our backend applications, third-party data integration, data API, backend systems, or working with monitoring tools and infrastructure. You will be exposed to several advanced technologies such as search engine including scoring and relevance, reservation engine, automated pricing engine, business process engine, data applications, devops-related applications, and others.

You will work in cross-functional teams and meet great people regularly from top tier technology, consulting, product, or academic background. We work in an open environment where there are no boundaries or power distance. Everyone is encouraged to speak their mind, propose ideas, influence others, and continuously grow themselves.



Requirements

Bachelor's degree in Computer Science or equivalent from a reputable university with good academic results is preferred.
Having minimum 3 years of experience in software engineering, application development or system development
Passion in software engineering, application development, or systems development
Excellent understanding of software engineering concepts, design patterns, and algorithms
Strong object-oriented analysis and design skills.
Good business acumen, excellent problem skills and broad understanding of software and system design.
Comfortable working up and down the technology stack.



If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!","Application Development, Back-End Web Development, Computer Engineering, Computer Science, Design Patterns, Programming, Software Development, System Development, and Systems Design",https://media.licdn.com/dms/image/v2/D560BAQGe_izwxvj_SQ/company-logo_100_100/company-logo_100_100/0/1700635813325/traveloka_logo?e=1733356800&v=beta&t=uGC8UHkYZOR4_nqPBPmH04aZ8trXFlN7sI2F9ozYXS0,"On-site,Full-time,Mid-Senior,level",Jakarta Metropolitan Area,https://www.linkedin.com/jobs/view/3909114919/?alternateChannel=search&refId=4S9YNbSxu3s3jr%2Fgw2TebQ%3D%3D&trackingId=k1z%2FSEMxBka%2FvrEOQmG6jQ%3D%3D&trk=d_flagship3_search_srp_jobs
Traveloka,Quality Assurance Engineer - Platform,Reposted 2 weeks ago,"It's fun to work in a company where people truly BELIEVE in what they're doing!





Job Description

Job Description

Work with Product Managers, Engineering team, and Design team in understanding the product, domain, and various features
Collaborate well with developers and SDET in supporting each other to ensure high-quality products
Create test plan and test cases based on the product requirement and follow the standard
Maintain and write E2E Automation Test Scripts for Mobile Apps, Web, and Mobile Web
Maintain and write E2E Backend Test Cases
Perform testing execution both manual and automation on all interface Mobile apps (Android & iOS) and Desktops (Web & Mweb)
Identifying and tracking issues in each project also defines the severity and priority of the issues.



Requirements

Requirements:

Bachelor's degree in Computer Science or equivalent from a reputable university
Experience in Software Testing (Manual and Automation)
Experience with testing tools like Proxyman, TestRail, JIRA, Firebase, etc.
Experience in programming language like Java, Kotlin, Typescript
Experience in Automation Testing using frameworks like Appium, Playwright and Karate
Experience in at least 1 popular version control (Git, SVN, Mercurial, etc) and familiarity with development collaboration tools (GitHub, Phabricator, BitBucket etc)
Ability to work in a fast-paced Agile environment
Should be able to understand business requirement and technical solution and document gap analysis
High curiosity, meticulous, critical, strong analytical thinking and problem solving skills
Be able to pick up new technology and concepts quickly
Be passionate about quality and technology



If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!","Analytical Skills, Business Requirements, Gap Analysis, Kotlin, Problem Solving, Quality Assurance, Software Testing, Test Cases, Test Planning, and TypeScript",https://media.licdn.com/dms/image/v2/D560BAQGe_izwxvj_SQ/company-logo_100_100/company-logo_100_100/0/1700635813325/traveloka_logo?e=1733356800&v=beta&t=uGC8UHkYZOR4_nqPBPmH04aZ8trXFlN7sI2F9ozYXS0,"On-site,Full-time,Entry,level",Jakarta Metropolitan Area,https://www.linkedin.com/jobs/view/3909119294/?alternateChannel=search&refId=4S9YNbSxu3s3jr%2Fgw2TebQ%3D%3D&trackingId=NAH1eOpJbxxyCSdw5ka2bg%3D%3D&trk=d_flagship3_search_srp_jobs
Traveloka,Software Engineer - Backend,Reposted 8 hours ago,"It's fun to work in a company where people truly BELIEVE in what they're doing!





Job Description

As Software Engineer - Backend, you will work in a cross-functional project team to ensure a multitude of systems across products, business, and operations integrate efficiently. You’ll be responsible for designing, building, improving, or maintaining Traveloka services related to new products, business models, business growth, market expansion and process optimization. In addition, you will be Identifying pain points in internal business processes and developing effective, reliable and scalable solutions to work within the expected complexity of the processes. You’ll be expected to deliver the best in class architecture, solution and code. The successful candidate will encounter challenges related to information systems, business process and technology.

As a Backend Software Engineer, you are expected to:

Be responsible for designing, building, improving, or maintaining our backend applications, third-party data integration, data API, backend systems, or working with monitoring tools and infrastructure
Work in cross-functional teams and meet great people regularly from top tier technology, consulting, product, or academic background
Be encouraged to speak your mind, propose ideas, influence others, and continuously grow yourself
Participate and contribute to engineering hygiene such as code review, unit testing, and integration testing
Participate and contribute to the solution and architectural design review.
Participate in the service support as on-call
Participate and contribute to innovation and problem-solving



Requirements

Bachelor's degree in Computer Science or equivalent from a reputable university with good academic results is preferred.
Having minimum 3 years of experience in software engineering (Java), application development or system development + experience in RDBMS and NoSQL databases.
Experience in version control (Git/SVN/Mercurial) and familiarity with development collaboration tools (GitHub/Phabricator/BitBucket).
Experience in CI/CD like Jenkins/Travis CI/TeamCity and related technologies is a plus.
Experience in AWS/GCP/Azure and other technologies like Ansible, Containers, Kubernetes etc is a plus.
Strong object-oriented analysis and design skills.
Passion in software engineering, application development, or systems development.
Good business acumen, excellent problem skills and broad understanding of software and system design.
Comfortable working up and down the technology stack.
Curiosity to explore creative solutions and try new things to solve challenging problems to pull it all together into a user accepted solution.
Participation in multiple end-to-end implementations of system integration, data migration, internal business applications, or configuring vendor-provided solutions.
Excellent interpersonal, communication, and influence skills and personal maturity.



If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!



If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!","Back-End Web Development, Bitbucket, Databases, Java, Mercurial, NoSQL, Phabricator, RDBMS, Software Development, and System Development",https://media.licdn.com/dms/image/v2/D560BAQGe_izwxvj_SQ/company-logo_100_100/company-logo_100_100/0/1700635813325/traveloka_logo?e=1733356800&v=beta&t=uGC8UHkYZOR4_nqPBPmH04aZ8trXFlN7sI2F9ozYXS0,"On-site,Full-time,Mid-Senior,level",Jakarta Metropolitan Area,https://www.linkedin.com/jobs/view/3983494485/?alternateChannel=search&refId=4S9YNbSxu3s3jr%2Fgw2TebQ%3D%3D&trackingId=jGCLAUiwdFyHFxUqEdA4rA%3D%3D&trk=d_flagship3_search_srp_jobs
Traveloka,Software Engineer,Reposted 1 week ago,"It's fun to work in a company where people truly BELIEVE in what they're doing!





Job Description

You are to join the product development team and together participate in the complete cycle of product development from ideation, designing, implementation, and support. 
You are to actively collaborate with the Product, Design, and Other Engineering teams to deliver the best product to customers.
You are to own one or more microservices of your product domain.
Together with the team, you are to participate and contribute in engineering hygiene such as code review, unit testing, and integration testing.
Together with the team, you are to participate and contribute to the solution and architectural design review.
Together with the team, you are to participate in the system and service support as on-call.
Together with the team, you are to participate and contribute to innovation and problem-solving.



Requirements

Knowledge and experience in Java; knowledge in other programming language is a plus
Knowledge and experience in crafting solutions and build architecture design for a distributed system.
Knowledge and experience in AWS/GCP/Azure/Alicloud is a plus
Knowledge and experience in Automation and CI/CD is a plus
Knowledge and experience in Web (nodejs, react, reactnative) is a plus
Knowledge and experience in IAC (infra as a code) using Terraform is a plus
Experience in mentoring is a plus



If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!",Microservices and Problem Solving,https://media.licdn.com/dms/image/v2/D560BAQGe_izwxvj_SQ/company-logo_100_100/company-logo_100_100/0/1700635813325/traveloka_logo?e=1733356800&v=beta&t=uGC8UHkYZOR4_nqPBPmH04aZ8trXFlN7sI2F9ozYXS0,"On-site,Full-time,Entry,level",Jakarta Metropolitan Area,https://www.linkedin.com/jobs/view/3909118377/?alternateChannel=search&refId=4S9YNbSxu3s3jr%2Fgw2TebQ%3D%3D&trackingId=5Hc1IhvTbPhKmIVRSONeKA%3D%3D&trk=d_flagship3_search_srp_jobs
"NTT DATA, Inc.",MS Engineer (L2),2 weeks ago,"Make an impact with NTT DATA

Join a company that is pushing the boundaries of what is possible. We are renowned for our technical excellence and leading innovations, and for making a difference to our clients and society. Our workplace embraces diversity and inclusion – it’s a place where you can grow, belong and thrive.

Your day at NTT DATA

The Managed Services Cross Technology Engineer (L2) is responsible for providing a managed service to clients to ensure that their IT infrastructure and systems remain operational. Through the proactive monitoring, identifying, investigating, and resolving of technical incidents and problems, the Managed Services Cross Technology Engineer (L2) is able to restore service to clients. Their primary objective is to proactively review client requests or tickets and apply technical/process knowledge to resolve them without breaching service level agreement (SLA). This role focuses on second-line support for incidents and requests with a medium level of complexity. This role focusses across two or more technology domains - Cloud, Security, Networking, Applications and / or Collaboration etc.

This role may also contribute to / support on project work as and when required.

What You'll Be Doing

Key Roles and Responsibilities:

Proactively monitors the work queues
Performs operational tasks to resolve all incidents/requests in a timely manner and within the agreed SLA
Updates tickets with resolution tasks performed
Identifies, investigates, analyses issues and errors prior to or when they occur, and logs all such incidents in a timely manner
Captures all required and relevant information for immediate resolution
Provides second level support to all incidents, requests and identifies the root cause of incidents and problems
Communicates with other teams and clients for extending support
Executes changes with clear identification of risks and mitigation plans to be captured into the change record
Follows the shift handover process highlighting any key tickets to be focussed on along with a handover of upcoming critical tasks to be carried out in the next shift
Escalates all tickets to seek the right focus from CoE and other teams, if needed continue the escalations to management
Works with automation teams for effort optimization and automating routine tasks
Ability to work across various other resolver group (internal and external) like Service Provider, TAC, etc
Identifies problems and errors before they impact a client’s service
Provides Assistance to L1 Security Engineers for better initial triage or troubleshooting
Leads and manages all initial client escalation for operational issues
Contributes to the change management process by logging all change requests with complete details for standard and non-standard including patching and any other changes to Configuration Items
Ensures all changes are carried out with proper change approvals
Plans and executes approved maintenance activities
Audits and analyses incident and request tickets for quality and recommends improvements with updates to knowledge articles
Produces trend analysis reports for identifying tasks for automation, leading to a reduction in tickets and optimization of effort
May also contribute to / support on project work as and when required
May work on implementing and delivering Disaster Recovery functions and tests

Knowledge, Skills and Attributes:

Ability to communicate and work across different cultures and social groups
Ability to plan activities and projects well in advance, and takes into account possible changing circumstances
Ability to maintain a positive outlook at work
Ability to work well in a pressurized environment
Ability to work hard and put in longer hours when it is necessary
Ability to apply active listening techniques such as paraphrasing the message to confirm understanding, probing for further relevant information, and refraining from interrupting
Ability to adapt to changing circumstances
Ability to place clients at the forefront of all interactions, understanding their requirements, and creating a positive client experience throughout the total client journey

Academic Qualifications and Certifications:

Bachelor's degree or equivalent qualification in IT/Computing (or demonstrated equivalent work experience)
Certifications relevant to the services provided (certifications carry additional weightage on a candidate’s qualification for the role)
Relevant certifications include:
CCNP or equivalent certification
CCNA certification in must, CCNP in Security or PCNSE certification is good to have
Microsoft Certified: Azure Administrator Associate
AWS Certified: Solutions Architect Associate
Veeam Certified Engineer
VMware certified Professional: Data Centre Virtualization
Zerto, pure, vxrail
Google Cloud Platform (gcp)
Oracle Cloud Infrastructure (oci)
SAP Certified Technology Associate - OS DB Migration for SAP NetWeaver 7.4
SAP Technology Consultant
SAP Certified Technology Associate - SAP HANA 2.0
Oracle Cloud Infrastructure Architect Professional
IBM Certified System Administrator - WebSphere Application Server Network
Required Experience:

Moderate level years of relevant managed services experience handling cross technology infrastructure
Moderate level knowledge in ticketing tools preferably Service Now
Moderate level working knowledge of ITIL processes
Moderate level experience working with vendors and/or 3rd parties

Workplace type: 

On-site Working

About NTT DATA

NTT DATA is a $30+ billion trusted global innovator of business and technology services. We serve 75% of the Fortune Global 100 and are committed to helping clients innovate, optimize and transform for long-term success. We invest over $3.6 billion each year in R&D to help organizations and society move confidently and sustainably into the digital future. As a Global Top Employer, we have diverse experts in more than 50 countries and a robust partner ecosystem of established and start-up companies. Our services include business and technology consulting, data and artificial intelligence, industry solutions, as well as the development, implementation and management of applications, infrastructure, and connectivity. We are also one of the leading providers of digital and AI infrastructure in the world. NTT DATA is part of NTT Group and headquartered in Tokyo.

Equal Opportunity Employer

NTT DATA is proud to be an Equal Opportunity Employer with a global culture that embraces diversity. We are committed to providing an environment free of unfair discrimination and harassment. We do not discriminate based on age, race, colour, gender, sexual orientation, religion, nationality, disability, pregnancy, marital status, veteran status, or any other protected category. Join our growing global team and accelerate your career with us. Apply today.","Active Listening, Focussed, Handover, Root Cause, SAP HANA, SAP Netweaver, Technology Consulting, Veeam Backup & Replication, VxRail, and WebSphere Application Server",https://media.licdn.com/dms/image/v2/D4D0BAQHNV1DPBFCCEw/company-logo_100_100/company-logo_100_100/0/1719587181974/ntt_data_inc_logo?e=1733356800&v=beta&t=h6OGFIVWaWVnaTvS35YEjWRLIE7zin5OzCtiwXlV7yY,"Hybrid,Full-time,Mid-Senior,level","South Jakarta, Jakarta, Indonesia",https://www.linkedin.com/jobs/view/4004198099/?alternateChannel=search&refId=fCBliSqycs1QEtXTg%2FsFxA%3D%3D&trackingId=lCaMhOprxqDWyCkzdB79Pw%3D%3D&trk=d_flagship3_search_srp_jobs
AbiShar Technologies,Golang Developer,1 day ago,"Qualifications
1.Minimum 2-3 years working on mid to high-scale projects
2. Education: Bachelor's degree in Informatics, Computer Science, or a related field
3. Golang Proficiency: Demonstrate a strong command of the Go programming language,
including its syntax, concurrency model, standard library, and best practices for writing
idiomatic and efficient Go code
4. API Development & Microservices: Practical experience in designing, developing, and
documenting RESTful APIs. Understanding of microservices architecture and principles for
building scalable and maintainable backend systems
5. Database and Data Management: Proficient in interacting with databases (MySQL or
Postgres, writing efficient queries, and understanding data modeling concepts
6. Testing & Quality Focus: Ability to write clean, well-tested code with proficiency in unit
testing and integration testing methodologies. Emphasis on code quality and adherence to
coding standards
7. Collaboration and Communication: Effective team player with the ability to communicate
technical ideas clearly, actively participate in technical discussions, and collaborate on
problem-solving
8. Version Control: Understanding of Git flow
9. Agile Development: Experience with agile development methodologies","Application Programming Interfaces (API), Cascading Style Sheets (CSS), Concept Generation, Databases, Debugging, Programming, Programming Languages, Relational Databases, Software Development, and Troubleshooting",https://media.licdn.com/dms/image/v2/C4D0BAQHR8sbKV9eQEw/company-logo_100_100/company-logo_100_100/0/1631319908282?e=1733356800&v=beta&t=rlyLRKgbc0zGUdE9TNUYFLirne_Q3Iip-rVNzvUcN1M,"On-site,Full-time","Bandung, West Java, Indonesia",https://www.linkedin.com/jobs/view/4013944603/?alternateChannel=search&refId=fCBliSqycs1QEtXTg%2FsFxA%3D%3D&trackingId=YVvuQYIY0%2Fugg7PGS5WM8Q%3D%3D&trk=d_flagship3_search_srp_jobs
