Company Names,Job Titles,Posted On,Job Details,Skill,Images,Type Location,Locations,Link
McEasy,Senior IoT Engineer,3 days ago,"McEasy, a transportation management solution to simplify complex logistics operations. We are looking for a Senior IoT Engineer to join our ever growing team

If you are a keen learner, self-driven, and looking to be a part of a team that is passionate with helping each other, we want to hear from you.

What will you do?

Lead the development and enhancement of our IoT systems for advanced fleet management.
Collaborate with cross-functional teams to comprehend system requirements and functionalities.
Design and prototype IoT devices, focusing on sensor integration and communication modules.
Analyze and filter data sets to provide insights that drive system improvements.
Ensure superior performance, quality, and responsiveness of IoT devices.
Troubleshoot hardware and software issues, and identify and implement process improvements to mitigate recurring issues.

Qualifications: 

Practical experience and understanding of hardware design, wiring, and troubleshooting.
Understanding and experience with CANBUS, Lora, and GSM technologies.
Solid understanding of electronics and the communication peripherals of microcontrollers, including GPIO, Analog, SPI, UART, and I2C.
Proficiency in programming languages such as Python, JavaScript, and C/C++.
Robust data analysis skills, with experience in data filtering and using data visualization tools.
Create a robust documentation for hardware & software development

Placement : Jakarta

Join us and help us find the next rock stars of our team! If you think you can handle our quirky hiring process and want to make a real impact, we can’t wait to meet you!😎😎","C++, Internet of Things (IoT), JavaScript, Python (Programming Language), Technical Requirements, and Transportation Management",https://media.licdn.com/dms/image/v2/D560BAQFphTG0QTqrvA/company-logo_100_100/company-logo_100_100/0/1681981359578/mceasy_logo?e=1733356800&v=beta&t=Xuc-LjPV1oKZcsQDuMpFtesXuFdBjxeNTKtGJPaVcpY,"On-site,Full-time,Mid-Senior,level",Jakarta Metropolitan Area,https://www.linkedin.com/jobs/view/4013418152/?alternateChannel=search&refId=XQoCSIv%2B2h8lPMUYt8qxuA%3D%3D&trackingId=%2Fofy4KBVA23eo1Pow0ih3Q%3D%3D&trk=d_flagship3_search_srp_jobs
Siemens Digital Industries Software,Presales Channel Solutions Consultant (CAD),Reposted 2 weeks ago,"Siemens Digital Industries Software is a leading provider of solutions for the design, simulation, and manufacture of products across many different industries. Formula 1 cars, skyscrapers, ships, space exploration vehicles, and many of the objects we see in our daily lives are being conceived and manufactured using our Product Lifecycle Management (PLM) software.

As part of our continuing growth in Southeast Asia (SEA), we are now looking for a driven and highly motivated Presales Solutions Consultant (CAD) to join our Presales team in Jakarta, Indonesia. The ideal candidate will need to have an excellent understanding of the technical aspects of software business and including a strong focus on building and leveraging relationships with our partners and selective end users, representing Siemens DISW CAD portfolio to senior levels of customers’ organization, and bringing opportunities forward on a selective basis to enable timely and successful closure.

Responsibilities:

 Provide presales technical solution leadership and support for the Siemens DISW Mechanical CAD Portfolio, leveraging a combination of application and domain expertise to a variety of Siemens customers in various industries
 Bring opportunities to a technical closure through participating in the value discovery and assessment process to assist in determining the customer needs
 Develop opportunities by creative technical/commercial thinking.
 Lead technical discussions and conduct product demonstrations to customers
 Lead or assist in software proposal, and assist & verify with partners in solution proposals to customers
 Support customer product evaluations through workshop, training, and benchmarks
 Plan, coach, and support channel pre-sales teams in SEA on technical enablement and value discovery and assessment method.
 Support channel partners in technical sales process to facilitate sales of software
 Support transition from pre- to post-sales, assisting implementation team to take over.
 Funnel creation through supporting sales process and marketing events such as trade shows, presentations, seminars, etc.
 Uphold the professional integrity of Siemens at all times
 Adhere to, and promote, all core internal and customer processes relating to the effective undertaking of the role
 Undertake any business administration in line with job activity
 Undertake any other duties required by the company

Requirements:

Qualifications:

 Bachelor/Master’s Degree in Mechanical/Mechatronics/Robotics Engineering
 Good knowledge in dealing with 3D modelling and 2D drawing.
 Experience working with tools such as NX, Creo, Catia and/or SolidWorks.
 Prior industry experience working as a mechanical engineer or designer.
 Strong interest in Tech, Manufacturing, IoT and Industry 4.0 themes.
 Familiarity with PLM/PDM systems would be an added advantage.

Competencies:

 Minimum 7 or more years of CAD/PLM presales experience
 Proven track record or experience in demonstrating value as a CAD professional and ability to articulate unique selling proposition.
 Sound knowledge in GD&T, analysis, also Electrical PLC & Automation machinery.
 Ability to lead and work independently and confidently in analysing customer requirements and transform them into workable solutions.
 Ability to prioritize multiple assignments and deadlines.
 Dynamic with excellent leadership and high level of accountability
 Excellent sales and relation building skills
 Excellent communication skills in English and good presentation skills
 Ability to work well under pressure and self-motivated.
 Willing to work hard and face challenges.
 IT savvy and ability to multitasks.
 Travelling is required and ability to travel within a short notice is a must.
 Practical experience in design and/or manufacturing is a plus.

Working at Siemens Software

Why us?

Working at Siemens Software means flexibility - Choosing between working at home and the office at other times is the norm here. We offer great benefits and rewards, as you'd expect from a world leader in industrial software.

Siemens Software. Transform the everyday.","3D Modeling, Computer-Aided Design (CAD), Customer Requirements, Post-Sales, Presales, Presentation Skills, Presentations, Product Demonstration, Product Evaluations, and Technical Discussions",https://media.licdn.com/dms/image/v2/D4E0BAQFTiUh1DUJ3fA/company-logo_100_100/company-logo_100_100/0/1719793387652/siemenssoftware_logo?e=1733356800&v=beta&t=eFCIfKJCBAVnIw5crwUOm9ErFp6y4L-DhMNv9AUVm8c,"Hybrid,Full-time,Mid-Senior,level","Jakarta, Jakarta, Indonesia",https://www.linkedin.com/jobs/view/3945541642/?alternateChannel=search&refId=XQoCSIv%2B2h8lPMUYt8qxuA%3D%3D&trackingId=x6NYfJC4FC7NZGcV1lyB%2BA%3D%3D&trk=d_flagship3_search_srp_jobs
Bima Sakti Alterra,Implementation Specialist - IoT,2 weeks ago,"Responsibility :
• Memvalidasi dan memverifikasi kebutuhan bisnis klien sesuai dengan dokumen pre-sales.
• Melakukan konfigurasi dan menyiapkan sistem aplikasi sesuai dengan kebutuhan klien.
• Menjalankan dan memastikan kelancaran aktivitas proses migrasi data dari sistem lama ke sistem Bimasakti.
• Melakukan testing secara menyeluruh untuk penambahan fungsi baru seperti: fitur, print out, laporan, formula, dan lainnya sebelum diinstalasi pada klien.
• Melakukan pelatihan kepada user serta mempersiapkan seluruh dokumen yang dibutuhkan dalam pelatihan.
• Memastikan penambahan/perubahan kebutuhan klien dapat dikelola dengan baik, tercatat dalam dokumentasi dan dikomunikasikan dengan project manager.
• Merencanakan, membuat, merevisi dan menghasilkan seluruh dokumentasi yang diperlukan dalam implementasi.

Kualifikasi :
• Gelar Sarjana (S1) dalam Ilmu Komputer / Teknologi Informasi,, S1 Teknik Elektro /D4 teknik otomasi.
• Pengetahuan yang baik tentang DFD, Diagram Alir, use case, ERD.
• Ketajaman bisnis yang kuat, termasuk keterampilan komunikasi lisan dan tertulis.
• Keterampilan memecahkan masalah yang sangat baik.
• Keterampilan organisasi yang sangat baik dengan perhatian tinggi terhadap detail.
• Kemahiran bahasa Inggris baik lisan maupun tulisan.
• Kemampuan berpikir analitis dan presentasi yang kuat.","Analytical Skills, Communication, Data-flow Diagrams, ERD, English, and Problem Solving",https://media.licdn.com/dms/image/v2/C560BAQEjZ3BdCb6g9g/company-logo_100_100/company-logo_100_100/0/1644394905174/bima_sakti_alterra_logo?e=1733356800&v=beta&t=13R5LVGqDEG1oxcKGeWvT1YqnHiGaUs6QWKYnbIOrao,"On-site,Full-time","Denpasar, Bali, Indonesia",https://www.linkedin.com/jobs/view/4001630148/?alternateChannel=search&refId=nBL27NzYKp9s0ZGNJmrgig%3D%3D&trackingId=e3E0b6FiVn8bPZvfD7%2BxLw%3D%3D&trk=d_flagship3_search_srp_jobs
Deloitte,Consultant - Technology Strategy and Transformation - ID,1 day ago,"At Deloitte, we offer a unique and exceptional career experience to inspire and empower talents like you to make an impact that matters for our clientsDate: 3 Sep 2024

Service Line / Portfolios: Enterprise Technology & Performance

Location:

Jakarta, ID

Are you ready to unleash your potential?

At Deloitte, our purpose is to make an impact that matters for our clients, our people, and the communities we serve.

We believe we have a responsibility to be a force for good, and WorldImpact is our portfolio of initiatives focused on making a tangible impact on society’s biggest challenges and creating a better future. We strive to advise clients on how to deliver purpose-led growth and embed more equitable, inclusive as well as sustainable business practices.

Hence, we seek talented individuals driven to excel and innovate, working together to achieve our shared goals.

We are committed to creating positive work experiences that foster a culture of respect and inclusion, where diverse perspectives are celebrated, and everyone is recognised for their contributions.

Ready to unleash your potential with us? Join the winning team now!

 Work you will do 

This role sits within the Technology Strategy and Transformation (TS&T) team of Deloitte Southeast Asia, which encompasses IT Strategy and Transformation. As a leader of this group, you will drive the growth of our TS&T business in the region and be responsible for the creation, sale and delivery of TS&T solutions: IT Strategy, Application & Systems Development, IT Business Transformation, etc. 

 A good honors Degree, preferably at postgraduate level, in Information Technology, Business Information Systems, Business, Engineering, Mathematics or related disciplines. 
 Experienced with project deployment 
 Practical experience with Agile, DevOps will be an advantage 
 Experienced in assisting clients in the planning, implementation, and management of the deployment of various software systems, applications, or technologies 
 Consultant will require a minimum of 4 years of experience in IT management consulting 
 Experience in both advisory as well as implementation experience in the following areas:
 IT Strategy: IT strategy development, IT governance, IT operating model, enterprise architecture 
 IT Transformation: IT sourcing advisory, program and project management advisory 
 IT Operations: IT service management, IT shared service management 
 IT Optimization: IT cost reduction, IT Merger & Acquisition 
 Understanding of current IT trends (cloud computing, big data, social media, RPA, IoT, blockchain, etc.) 
 Strong analytical skills, excellent oral and written communication skills in English, be self-motivated, and be able to work in stressful situations with changing priorities 
 Excellent problem solving skills, ability to think out-of-the-box, work under pressure and tight project timelines 
 Drive, tenacity, client focused and results oriented 
 Proven demonstration of sound business acumen, teamwork and leadership qualities. 
 Willingness to work outside of office base and most of all… 
 An appreciation of the consulting lifestyle and ability to travel (both locally and abroad) is a pre-requisite to fit to our short-term and long-term project assignment 
 Due to volume of applications, we regret only shortlisted candidates will be notified. 

Please note that Deloitte will never reach out to you directly via messaging platforms to offer you employment opportunities or request for money or your personal information. Kindly apply for roles that you are interested in via this official Deloitte website.

Requisition ID: 104285

In Indonesia, the services are provided by Imelda & Rekan and other related entities in Indonesia (""Deloitte in Indonesia""), which are affiliates of Deloitte Southeast Asia Ltd. Deloitte Southeast Asia Ltd is a member firm of Deloitte Touche Tohmatsu Limited. Deloitte in Indonesia, which is within the Deloitte Network, is the entity that is providing this Website.","Analytical Skills, Communication, Demonstration, English, IT Management, Management Consulting, Problem Solving, Stressful Situations, Timelines, and Written Communication",https://media.licdn.com/dms/image/v2/C560BAQGNtpblgQpJoQ/company-logo_100_100/company-logo_100_100/0/1662120928214/deloitte_logo?e=1733356800&v=beta&t=9QgMfZ0XdBUF1f7YfYGSLFToccmT3OPW1EuclvGqStQ,"Hybrid,Full-time,Entry,level",Jakarta Metropolitan Area,https://www.linkedin.com/jobs/view/4016369007/?alternateChannel=search&refId=nBL27NzYKp9s0ZGNJmrgig%3D%3D&trackingId=Dpfl2cWwjZR5ODu64aZL0w%3D%3D&trk=d_flagship3_search_srp_jobs
Deloitte,Consultant - Technology Strategy and Transformation - ID,Reposted 8 hours ago,"At Deloitte, we offer a unique and exceptional career experience to inspire and empower talents like you to make an impact that matters for our clientsDate: 13 Aug 2024

Service Line / Portfolios: Enterprise Technology & Performance

Location:

Jakarta, ID

 Are you ready to unleash your potential? 

At Deloitte, our purpose is to make an impact that matters for our clients, our people, and the communities we serve.

We believe we have a responsibility to be a force for good, and World Impact is our portfolio of initiatives focused on making a tangible impact on society’s biggest challenges and creating a better future. We strive to advise clients on how to deliver purpose-led growth and embed more equitable, inclusive as well as sustainable business practices.

Hence, we seek talented individuals driven to excel and innovate, working together to achieve our shared goals.

We are committed to creating positive work experiences that foster a culture of respect and inclusion, where diverse perspectives are celebrated, and everyone is recognised for their contributions.

Ready to unleash your potential with us? Join the winning team now!

 Work you will do: 

This role sits within the Technology Strategy and Transformation (TS&T) team of Deloitte Southeast Asia, which encompasses IT Strategy and Transformation. As a leader of this group, you will drive the growth of our TS&T business in the region and be responsible for the creation, sale and delivery of TS&T solutions: IT Strategy, Application & Systems Development, IT Business Transformation, etc.

 You will review outputs from the Analysts and will provide further in-depth, root-cause analyses to formulate perspectives, as well as draw additional insights on potential areas for enhancement and improvement. 
 You will undertake assessments across different elements of IT functions, document and translate business requirements into specifications, and support the formulation of appropriate technology-enabled solutions by defining appropriate technology strategy, architecture vision and implementation roadmap. 
 You will work with the Analysts to co-develop presentation materials and to present the results of your analyses and findings to fellow project team members. 
 You will support the project teams in gathering business requirements and definition of problem statements by engaging clients to understand their business needs and challenges. 
 You will assist project teams in the set up and execution of Technology Strategy & Architecture projects, in accordance to the firm’s service delivery standards and quality requirements. 
 You will contribute to the development of our practice by providing guidance to junior team members and in assisting senior team members on pursuits as well as adherence with the firm’s processes for set up and execution of engagements. 
 You will be actively involved in deal pursuits, and will assist senior team members in the preparation, development and delivery of strong proposals, presentations and publications. 

Requirements:

 A good honors Degree, preferably at postgraduate level, in Information Technology, Business Information Systems, Business, Engineering, Mathematics or related disciplines. 
 Practical experience with Agile, DevOps will be an advantage 
 A minimum of 2+ years of experience working in IT implementation 
 Involved in overall SDLC - requirement gathering, design, test, deploy/release, data migration, project management Understanding of current IT trends (cloud computing, big data, social media, RPA, IoT, blockchain, etc.) 
 Strong analytical skills, excellent oral and written communication skills in English, be self-motivated, and be able to work in stressful situations with changing priorities 
 Excellent problem solving skills, ability to think out-of-the-box, work under pressure and tight project timelines 
 Drive, tenacity, client focused and results oriented 
 Proven demonstration of sound business acumen, teamwork and leadership qualities. 
 Willingness to work outside of office base and most of all… 
 An appreciation of the consulting lifestyle and ability to travel (both locally and abroad) is a pre-requisite to fit to our short-term and long-term project assignment 

 Due to volume of applications, we regret only shortlisted candidates will be notified. 

 Please note that Deloitte will never reach out to you directly via messaging platforms to offer you employment opportunities or request for money or your personal information. Kindly apply for roles that you are interested in via this official Deloitte website. 

Requisition ID: 105021

In Indonesia, the services are provided by Imelda & Rekan and other related entities in Indonesia (""Deloitte in Indonesia""), which are affiliates of Deloitte Southeast Asia Ltd. Deloitte Southeast Asia Ltd is a member firm of Deloitte Touche Tohmatsu Limited. Deloitte in Indonesia, which is within the Deloitte Network, is the entity that is providing this Website.","Business Requirements, Communication, English, IT Strategy, Presentations, Problem Solving, Project Teams, Stressful Situations, Timelines, and Written Communication",https://media.licdn.com/dms/image/v2/C560BAQGNtpblgQpJoQ/company-logo_100_100/company-logo_100_100/0/1662120928214/deloitte_logo?e=1733356800&v=beta&t=9QgMfZ0XdBUF1f7YfYGSLFToccmT3OPW1EuclvGqStQ,"Hybrid,Full-time,Entry,level",Jakarta Metropolitan Area,https://www.linkedin.com/jobs/view/3997513753/?alternateChannel=search&refId=nBL27NzYKp9s0ZGNJmrgig%3D%3D&trackingId=M5rhg8wfD60nUHKJaJn2Ow%3D%3D&trk=d_flagship3_search_srp_jobs
Deloitte,Consultant - Technology Strategy and Transformation - ID,Reposted 8 hours ago,"At Deloitte, we offer a unique and exceptional career experience to inspire and empower talents like you to make an impact that matters for our clientsDate: 13 Aug 2024

Service Line / Portfolios: Enterprise Technology & Performance

Location:

Jakarta, ID

Are you ready to unleash your potential?

At Deloitte, our purpose is to make an impact that matters for our clients, our people, and the communities we serve.

We believe we have a responsibility to be a force for good, and World Impact is our portfolio of initiatives focused on making a tangible impact on society’s biggest challenges and creating a better future. We strive to advise clients on how to deliver purpose-led growth and embed more equitable, inclusive as well as sustainable business practices.

Hence, we seek talented individuals driven to excel and innovate, working together to achieve our shared goals.

We are committed to creating positive work experiences that foster a culture of respect and inclusion, where diverse perspectives are celebrated, and everyone is recognised for their contributions.

Ready to unleash your potential with us? Join the winning team now!

Work you will do:

This role sits within the Technology Strategy and Transformation (TS&T) team of Deloitte Southeast Asia, which encompasses IT Strategy and Transformation. As a leader of this group, you will drive the growth of our TS&T business in the region and be responsible for the creation, sale and delivery of TS&T solutions: IT Strategy, Application & Systems Development, IT Business Transformation, etc.

 You will review outputs from the Analysts and will provide further in-depth, root-cause analyses to formulate perspectives, as well as draw additional insights on potential areas for enhancement and improvement. 
 You will undertake assessments across different elements of IT functions, document and translate business requirements into specifications, and support the formulation of appropriate technology-enabled solutions by defining appropriate technology strategy, architecture vision and implementation roadmap. 
 You will work with the Analysts to co-develop presentation materials and to present the results of your analyses and findings to fellow project team members. 
 You will support the project teams in gathering business requirements and definition of problem statements by engaging clients to understand their business needs and challenges. 
 You will assist project teams in the set up and execution of Technology Strategy & Architecture projects, in accordance to the firm’s service delivery standards and quality requirements. 
 You will contribute to the development of our practice by providing guidance to junior team members and in assisting senior team members on pursuits as well as adherence with the firm’s processes for set up and execution of engagements. 
 You will be actively involved in deal pursuits, and will assist senior team members in the preparation, development and delivery of strong proposals, presentations and publications. 

Requirements:

 A good honors Degree, preferably at postgraduate level, in Information Technology, Business Information Systems, Business, Engineering, Mathematics or related disciplines. 
 Practical experience with Agile, DevOps will be an advantage 
 A minimum of 2+ years of experience working in IT implementation 
 Involved in overall SDLC - requirement gathering, design, test, deploy/release, data migration, project management Understanding of current IT trends (cloud computing, big data, social media, RPA, IoT, blockchain, etc.) 
 Strong analytical skills, excellent oral and written communication skills in English, be self-motivated, and be able to work in stressful situations with changing priorities 
 Excellent problem solving skills, ability to think out-of-the-box, work under pressure and tight project timelines 
 Drive, tenacity, client focused and results oriented 
 Proven demonstration of sound business acumen, teamwork and leadership qualities. 
 Willingness to work outside of office base and most of all… 
 An appreciation of the consulting lifestyle and ability to travel (both locally and abroad) is a pre-requisite to fit to our short-term and long-term project assignment 

Due to volume of applications, we regret only shortlisted candidates will be notified.

Please note that Deloitte will never reach out to you directly via messaging platforms to offer you employment opportunities or request for money or your personal information. Kindly apply for roles that you are interested in via this official Deloitte website.

Requisition ID: 105045

In Indonesia, the services are provided by Imelda & Rekan and other related entities in Indonesia (""Deloitte in Indonesia""), which are affiliates of Deloitte Southeast Asia Ltd. Deloitte Southeast Asia Ltd is a member firm of Deloitte Touche Tohmatsu Limited. Deloitte in Indonesia, which is within the Deloitte Network, is the entity that is providing this Website.","Business Requirements, Communication, English, IT Strategy, Presentations, Problem Solving, Project Teams, Stressful Situations, Timelines, and Written Communication",https://media.licdn.com/dms/image/v2/C560BAQGNtpblgQpJoQ/company-logo_100_100/company-logo_100_100/0/1662120928214/deloitte_logo?e=1733356800&v=beta&t=9QgMfZ0XdBUF1f7YfYGSLFToccmT3OPW1EuclvGqStQ,"Hybrid,Full-time,Entry,level",Jakarta Metropolitan Area,https://www.linkedin.com/jobs/view/3997514588/?alternateChannel=search&refId=nBL27NzYKp9s0ZGNJmrgig%3D%3D&trackingId=%2Be9ksSFUeCRYuboVrrG8LA%3D%3D&trk=d_flagship3_search_srp_jobs
PT. TECHTIERA SERVICES INDONESIA,Solution Architecture,13 hours ago,"Company Description: TechTiera fastest growing IT Professional services company headquartered in the United States, with offices worldwide in USA, India, Australia, Malaysia, Philippines, Singapore, and Indonesia has been servicing clients globally with 30 enterprise customers, over 150 employees globally and has been recognized in the industry and community as leading information technology services provides with vision and strategy. We are a global fast-growing company with specialized focus in technology consulting/engineering/business operations in the areas of digital transformation, managed services, OCR,RPA , ERP, enterprise application integration, Infrastructure management, IoT, Big Data and Analytics, GRC and cloud services. Job Description:

Solution Architecture",Architecture and Data Architecture,https://media.licdn.com/dms/image/v2/D560BAQEs4LgXTsBIew/company-logo_100_100/company-logo_100_100/0/1683902529628/techtiera_services_indonesia_logo?e=1733356800&v=beta&t=1CNbjGvN8dTGhU7h3lFS389n10YgbimXo_sLnS_RnvI,"Full-time,Entry,level","Jakarta, Jakarta, Indonesia",https://www.linkedin.com/jobs/view/4015595557/?alternateChannel=search&refId=nBL27NzYKp9s0ZGNJmrgig%3D%3D&trackingId=okDWo3pFrKNMX2fHCQ448A%3D%3D&trk=d_flagship3_search_srp_jobs
Moladin,Client Success - Issue Resolvement Agents (Freelancers),2 weeks ago,"Responsibilities

Provide accurate, valid, and complete information by using the right methods/tools with excellent quality of resolve and in a quick manner
Uphold the company's brand image by delivering service that aligns with our values and standards, and by maintaining a positive and professional demeanor in all interactions
Collect and document customer feedback, and relay relevant information to the management team to help drive improvements in products, services, and processes

Requirements:

Basic computer skills, including familiarity with Google Document and Google Sheets
Excellent verbal and written communication skills
Attention to detail over extended periods of time
Proactive, responsive, and efficient
Valuable if familiar with credit products (paylater)

About Moladin

Moladin is Indonesia’s leading mobility fintech platform with end to end financing solutions for all players in the used car and EV ecosystem. Moladin empowers its rapidly growing network of more than 26,000 active used car agents and dealer MSMEs, and provides used car consumers with better financing access through digitized loan underwriting. This is supported by its strong used car capabilities with branches and warehouses covering more than 100 cities, industry-leading AI / IoT and partnerships with all top auto financing companies across Indonesia, and also through its OJK-regulated multi-finance company PT Moladin Finance Indonesia. Moladin’s vision is to be a positive driving force in the physical and social mobility of all the people it touches (“Mobility for all”).

For further information about Moladin, please visit https://moladin.com

Powered by JazzHR

8ymUztKwXK","Attention to Detail, Communication, Computer Literacy, Customer Satisfaction, Google Sheets, Marketing, Problem Solving, Solid Professional Standards, Teamwork, and Written Communication",https://media.licdn.com/dms/image/v2/D560BAQFYzYvJjqQXLg/company-logo_100_100/company-logo_100_100/0/1687337836849/moladin_logo?e=1733356800&v=beta&t=G_cRzzQ1g0sgz_HMpGLZt0FEFo-nuxrRxZKjuKFW4YI,"On-site,Contract,Entry,level","Jakarta, Jakarta, Indonesia",https://www.linkedin.com/jobs/view/4003115302/?alternateChannel=search&refId=nBL27NzYKp9s0ZGNJmrgig%3D%3D&trackingId=L1Kb98kQWwbHdQAJxLsrLQ%3D%3D&trk=d_flagship3_search_srp_jobs
Vascomm,Database Administration,3 weeks ago,"Company Overview""Vascommers"" aim to deliver BRIGHT solution for your business. We have established partnerships with telecommunication companies and banks to build and develop branchless banking systems, server-based e-money systems, and internal information systems. We enhance the experience of many business lines who need to grow and spread their market area towards many cities in Indonesia. Vascomm also working in the field of Internet of Things (IoT) to develop future technology like smart homes/offices and smart cities. At Vascomm, we believe that everything can be enhanced.Developing application and systems need to be supported by the infrastructure of the system. One of the infrastructures is the database infrastructure. The one who handles those jobs is a database engineer. A database engineer work around infrastructure system and security to help installation, configuration, and deployment of server database.

Responsibilities

Design a database architecture.
Configuring the software database.
Creating a database user and giving the user the power to access data.
Participate in design and development with developers.
Ensure data integrity, and monitor and improve database performance (optimization).
Helps facilitate data (CRUD) that cannot be done by the Helpdesk and DevOps teams.
Creating database documentation.

Requirement

Educational degree in Information Engineering or System Information.
Having knowledge about Linux OS.
Understand the concepts of RDBMS and NoSQL.
Understand how to optimize the query.
Having advance knowledge on database queries an functions such as tirgger and stored procedure.
Understand the required database environment (Oracle, MySQL, MongoDB, Casandra).
Understand how to configure a database environment for development and production purposes.
Able to define database structure patterns, storage structures, and access methods.
Able to analyze and anticipate system requirements.
Being able to analyze security holes that arise from databases created.
Having experience in Postgresql is a plus
Having certification or course in related filed.","Data Architecture, Data Integrity, Databases, MongoDB, MySQL, NoSQL, RDBMS, SQL, Stored Procedures, and System Requirements",https://media.licdn.com/dms/image/v2/C510BAQGBcxTbKXao4A/company-logo_100_100/company-logo_100_100/0/1630634996529/vascomm_id_logo?e=1733356800&v=beta&t=8x41VDqoYZMeGnjgNcC3ESH6Rpo7ANxAebjjG6G6hbI,"Hybrid,Full-time,Entry,level","Sidoarjo, East Java, Indonesia",https://www.linkedin.com/jobs/view/3997725896/?alternateChannel=search&refId=Y5BHfgjgEQIvypAX9PVYZg%3D%3D&trackingId=AAttu14xyH2XSG%2Fnvnjy2A%3D%3D&trk=d_flagship3_search_srp_jobs
Moladin,Area Recovery Supervisor - Dealer Financing (Tangerang Kota),1 day ago,"Responsibilities

Lead and control the implementation of strategy and collection activities across branches
Monitor branch collection performance and cost efficiencies
Responsible for achieving collection targets across branches

Requirements

Minimum Bachelor’s Degree from any major
Having a minimum of 2 years experience as a collection and recovery supervisor role in financial institutions
Must have excellent negotiation and problem-solving skills, strong math skills, and good training skills
Good management skills with the ability to make decisions in tough circumstances
Demonstrate a high level of ethical commitment and trustworthiness
Excellent communication and leadership skills
Have a network of Agency Collectors

About Moladin

Moladin is Indonesia’s leading mobility fintech platform with end to end financing solutions for all players in the used car and EV ecosystem. Moladin empowers its rapidly growing network of more than 26,000 active used car agents and dealer MSMEs, and provides used car consumers with better financing access through digitized loan underwriting. This is supported by its strong used car capabilities with branches and warehouses covering more than 100 cities, industry-leading AI / IoT and partnerships with all top auto financing companies across Indonesia, and also through its OJK-regulated multi-finance company PT Moladin Finance Indonesia. Moladin’s vision is to be a positive driving force in the physical and social mobility of all the people it touches (“Mobility for all”).

For further information about Moladin, please visit https://moladin.com

Powered by JazzHR

VKm24bJBkx","Coaching, Communication, Customer Satisfaction, Financial Institutions, Marketing, Mathematics, Negotiation, Problem Solving, Team Management, and Training",https://media.licdn.com/dms/image/v2/D560BAQFYzYvJjqQXLg/company-logo_100_100/company-logo_100_100/0/1687337836849/moladin_logo?e=1733356800&v=beta&t=G_cRzzQ1g0sgz_HMpGLZt0FEFo-nuxrRxZKjuKFW4YI,"On-site,Full-time,Mid-Senior,level","Tangerang, Banten, Indonesia",https://www.linkedin.com/jobs/view/4016213093/?alternateChannel=search&refId=Y5BHfgjgEQIvypAX9PVYZg%3D%3D&trackingId=gc%2FoG1F6SCSDD2KCidXYGg%3D%3D&trk=d_flagship3_search_srp_jobs
PT. TECHTIERA SERVICES INDONESIA,IT GRC,13 hours ago,"Company Description: TechTiera fastest growing IT Professional services company headquartered in the United States, with offices worldwide in USA, India, Australia, Malaysia, Philippines, Singapore, and Indonesia has been servicing clients globally with 30 enterprise customers, over 150 employees globally and has been recognized in the industry and community as leading information technology services provides with vision and strategy. We are a global fast-growing company with specialized focus in technology consulting/engineering/business operations in the areas of digital transformation, managed services, OCR,RPA , ERP, enterprise application integration, Infrastructure management, IoT, Big Data and Analytics, GRC and cloud services. Job Description:

IT GRC","Computer Hardware, Governance, Risk Management, and Compliance (GRC), IT GRC, IT Management, ITIL, Network Administration, Networking, System Administration, Troubleshooting, and Windows 7",https://media.licdn.com/dms/image/v2/D560BAQEs4LgXTsBIew/company-logo_100_100/company-logo_100_100/0/1683902529628/techtiera_services_indonesia_logo?e=1733356800&v=beta&t=1CNbjGvN8dTGhU7h3lFS389n10YgbimXo_sLnS_RnvI,"Full-time,Entry,level","Jakarta, Jakarta, Indonesia",https://www.linkedin.com/jobs/view/4015595573/?alternateChannel=search&refId=Y5BHfgjgEQIvypAX9PVYZg%3D%3D&trackingId=6W85lEZQbiJ3RAxA2UmmsA%3D%3D&trk=d_flagship3_search_srp_jobs
