Company Names,Job Titles,Posted On,Job Details,Skill,Images,Type Location,Locations,Link
Grab,Lead Data Engineer,1 week ago,"Company Description

Grab is Southeast Asia’s leading superapp. We are dedicated to improving the lives of millions of users across the region by providing them everyday services such as deliveries, mobility, financial services, enterprise services and others. More than that, we provide the opportunity for them to have a better life. And that aspiration starts inside Grab because we believe in a seamless blend of work and home life, making every aspect of life better for all.

Guided by The Grab Way, which spells out our mission, how we believe we can achieve it, and our operating principles—the 4Hs: Heart, Hunger, Honour and Humility—we work to create economic empowerment for the people of Southeast Asia. With our unwavering commitment to our values, we believe that we're more than a service provider; we're agents of positive change.

Job Description

Get to Know the Team

The Marketing Growth team drives data-driven strategies to accelerate marketing efforts and enhance customer engagement. We are a collaborative, innovative team focused on building scalable solutions that empower decision-making across the organization.

Get to Know the Role

We are seeking a Lead Data Engineer to shape our data infrastructure and enable advanced analytics for the Marketing Growth team. The ideal candidate has extensive experience in data engineering, with a focus on designing and implementing scalable data pipelines. This role is critical to supporting our growing business, offering the opportunity to work with a creative team and contribute to the enhancement of marketing initiatives across Southeast Asia.

The Critical Tasks You Will Perform

Design and Implement Pipelines: Lead the creation of robust data pipelines to ingest, transform, and load data from various sources.
Collaborate with Stakeholders: Partner with data scientists and business stakeholders to understand data requirements and deliver efficient solutions.
Ensure Data Quality: Implement processes for data validation, testing, and monitoring to ensure accuracy and reliability.
Optimize Pipelines: Oversee the maintenance and optimization of existing data pipelines, ensuring high performance.
Provide Technical Leadership: Mentor junior data engineers, fostering a culture of continuous learning and collaboration.
Support Feature Development: Collaborate with platform teams to define feature requirements and support data migration efforts.

Qualifications

The Essential Skills You Will Need

Minimum of 5 years in data engineering roles, with a focus on designing and implementing scalable data pipelines.
Proficiency in Python, Scala, or Java.
Familiarity with big data technologies such as Apache Spark, Kafka, and Airflow.
Strong understanding of data modeling, ETL/ELT processes, and data warehousing concepts.
Experience with real-time data processing architectures.
Proven leadership experience with the ability to mentor and guide junior team members.
Strong communication and collaboration skills, capable of working effectively with cross-functional teams.

Additional Information

We are committed to building an inclusive and equitable workplace that enables diverse Grabbers to grow and perform at their best. As an equal opportunity employer, we consider all candidates fairly and equally regardless of nationality, ethnicity, religion, age, gender identity, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique. If you require accommodations to fully participate in the recruitment process, you are encouraged to include your request(s) when applying.

We deliver the greatest impact and ideas when we bring together diverse perspectives. It is what enables us to spread opportunities to Grabbers and our partners. It’s not a box-ticking exercise; it’s who we are.","Communication, Data Engineering, Data Modeling, Data Pipelines, Data Science, Data Validation, Data Warehousing, Extract, Transform, Load (ETL), Real-time Data, and Scala",https://media.licdn.com/dms/image/v2/C510BAQGDlPEJILPXbw/company-logo_100_100/company-logo_100_100/0/1630575649647/grabapp_logo?e=1733356800&v=beta&t=I4_fUHI9UjEtxpCfLVP0DpvDOq0lD-9_iJgmsBwovsY,"Hybrid,Full-time,Mid-Senior,level",Jakarta Metropolitan Area,https://www.linkedin.com/jobs/view/4009840352/?alternateChannel=search&refId=co919OOY3Q4A8TBnQgrOjg%3D%3D&trackingId=ZFUd3Ve0xA1CM3BcOfoINg%3D%3D&trk=d_flagship3_search_srp_jobs
Traveloka,Backend Engineer,Reposted 2 weeks ago,"It's fun to work in a company where people truly BELIEVE in what they're doing!





Job Description

Software engineering takes the central role in building Traveloka products and systems. You will be responsible for designing, building, improving, or maintaining our backend applications, third-party data integration, data API, backend systems, or working with monitoring tools and infrastructure. You will be exposed to several advanced technologies such as hotel and room data mapping, inventory aggregation from multiple sources, openAI-related applications, and others.

Building an application is more than just writing code, you will be involved in the complete product development cycle: ideation, design, implementation, and support. In addition to working with fellow engineers, you will work in cross-functional teams with Product Managers, Designers, Data Analysts, and other various stakeholders.

We work in an open environment where there are no boundaries or power distance. Everyone is encouraged to speak their mind, propose ideas, influence others, and continuously grow themselves.



Requirements

Bachelors' degree in Computer Science or equivalent from a reputable university
Having minimum 3 years of experience in software engineering, application development or system development
Deep knowledge in software engineering, application development, or systems development
Excellent understanding of software engineering concepts, design patterns, and algorithms
Comfortable working in cross-functional teams
Deep knowledge and experience in using Java
Deep knowledge and experience in using Terraform and AWS



If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!","Back-End Web Development, Computer Science, and Software Development",https://media.licdn.com/dms/image/v2/D560BAQGe_izwxvj_SQ/company-logo_100_100/company-logo_100_100/0/1700635813325/traveloka_logo?e=1733356800&v=beta&t=uGC8UHkYZOR4_nqPBPmH04aZ8trXFlN7sI2F9ozYXS0,"On-site,Full-time,Mid-Senior,level",Jakarta Metropolitan Area,https://www.linkedin.com/jobs/view/3987501950/?alternateChannel=search&refId=co919OOY3Q4A8TBnQgrOjg%3D%3D&trackingId=Mu57aOFgeRc1loTaNGD0wQ%3D%3D&trk=d_flagship3_search_srp_jobs
Traveloka,Software Engineer (Backend) - User Platform,6 days ago,"It's fun to work in a company where people truly BELIEVE in what they're doing!





Job Description

Software engineering takes the central roles for building Traveloka products and systems. You will be responsible for designing, building, improving, or maintaining our web applications, third-party data integration, data API, backend systems, or working with monitoring tools and infrastructure. You will experience how to design, build, and maintain highly-available and highly-scalable critical systems that serve millions of Traveloka users.

As a Backend Software Engineer in the Platform Team, you will work with back end technologies and in a cross-functional project team to ensure a multitude of systems across products, business, and operations integrate efficiently. You’ll design and implement projects related to new products/features, business models, business growth, market expansion and process optimization. In addition, you will be working with product managers, designers, and other missions to identify pain points in business processes and developing effective, reliable and scalable solutions to work within the expected complexity of the processes. You’ll be expected to deliver the best in class architecture, solution and code.



Requirements

Bachelors' degree in Computer Science or equivalent from a reputable university
Having minimum 4 years of experience in software engineering, application development or system development
Work with and in cross-functional teams across different missions for diverse objectives.
Knowledge and experience in building and maintaining systems in Java, Spring Boot, or any JVM-centric stacks is a plus.
Knowledge and experience in RDBMS like PostgreSQL/MySQL and NoSQL databases like MongoDB is a plus.
Knowledge and experience in infrastructure management, containerization, infra-as-a-code, and AWS is a plus.
Knowledge and experience serving engineering and products of other teams and governing them in a sustainable manner is a plus.



If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!","Application Development, Back-End Web Development, Computer Science, Databases, Programming, Software Development, and System Development",https://media.licdn.com/dms/image/v2/D560BAQGe_izwxvj_SQ/company-logo_100_100/company-logo_100_100/0/1700635813325/traveloka_logo?e=1733356800&v=beta&t=uGC8UHkYZOR4_nqPBPmH04aZ8trXFlN7sI2F9ozYXS0,"On-site,Full-time,Mid-Senior,level",Jakarta Metropolitan Area,https://www.linkedin.com/jobs/view/4012645056/?alternateChannel=search&refId=co919OOY3Q4A8TBnQgrOjg%3D%3D&trackingId=ygXMVcQSAwbsjE7rzJ%2BXfg%3D%3D&trk=d_flagship3_search_srp_jobs
Traveloka,Software Engineer (Backend) - Transport,Reposted 1 week ago,"It's fun to work in a company where people truly BELIEVE in what they're doing!





Job Description

As a Backend Software Engineer within the Transport team, you'll have the opportunity to contribute to the design, development, and maintenance of robust and scalable systems that cater to millions of Traveloka users. Beyond collaborating with fellow engineers, your role will involve working alongside Product Managers, Data specialists, Quality Assurance professionals, Operations teams, and various stakeholders to craft and deliver top-notch products and features, enhancing the convenience of air travel for our customers. Your involvement in application development goes beyond coding; you'll participate in the entire product development lifecycle, from ideation and design to implementation and ongoing support.

In the realm of building Traveloka's products and systems, software engineering plays a central and pivotal role, and you will:

Take on the responsibility of designing, enhancing, and maintaining our backend applications, third-party data integration, data APIs, backend systems, and engagement with monitoring tools and infrastructure.
Collaborate within cross-functional teams, regularly interfacing with talented individuals hailing from esteemed backgrounds in technology, consulting, and product development. Embrace an open work environment where hierarchical barriers are nonexistent, fostering a culture where everyone is encouraged to voice their opinions, propose ideas, influence others, and continually advance their own professional growth.
Engage actively in engineering practices such as code review, unit testing, and integration testing to uphold high standards of quality.
Participate actively in solution and architectural design reviews, contributing valuable insights to the development process.
Contribute to be on-call engineer, ensuring the reliability and functionality of our systems.
Engage in innovative thinking and actively contribute to creative problem-solving initiatives.



Requirements

Seeking candidates with a minimum of four years of experience in software engineering, application development, or system development.
Demonstrated experience managing medium-to-high sized projects and/or leading small team.
Demonstrated passion for software engineering, application development, or systems development.
Exceptional understanding of software engineering concepts, design patterns, and algorithms.
Adept at working across the technology stack with ease.
Inquisitive mindset, driven to explore creative solutions and embrace innovation.



If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!","Application Development, Back-End Web Development, Code Review, Creative Problem Solving, Database Management System (DBMS), Functionality, Integration Testing, Reliability, Software Development, and System Development",https://media.licdn.com/dms/image/v2/D560BAQGe_izwxvj_SQ/company-logo_100_100/company-logo_100_100/0/1700635813325/traveloka_logo?e=1733356800&v=beta&t=uGC8UHkYZOR4_nqPBPmH04aZ8trXFlN7sI2F9ozYXS0,"On-site,Full-time,Mid-Senior,level",Jakarta Metropolitan Area,https://www.linkedin.com/jobs/view/3909119306/?alternateChannel=search&refId=co919OOY3Q4A8TBnQgrOjg%3D%3D&trackingId=YTIVQ7eSVPSXOh7lS%2FC6Lw%3D%3D&trk=d_flagship3_search_srp_jobs
Elitery,Security Operations Specialist,7 hours ago,"Requirements:

Minimum Diploma graduates
Passionate in the information security, particularly in the Blue Team domain.
Proficient in networking (TCP/IP, switching, and routing) and operating system administration (Windows/Linux).
Knowledge, skills, and experiences in any area of information security will be an added advantage.
Security certification is a plus.

Responsibility:

Supervise 24/7 SOC operations.
Conduct security threat and/or incident analysis.
Communicate and provide advice on mitigation/remediation actions that the customer should undertake.","Data Privacy, Incident Handling, Internet Protocol Suite (TCP/IP), Linux, System Operations, and Windows",https://media.licdn.com/dms/image/v2/C560BAQHCA3hwVGqQiA/company-logo_100_100/company-logo_100_100/0/1659708769387?e=1733356800&v=beta&t=wVqOWobmRyZRw0t6m621G_Ib12cFBhEVKdLFe5AEsCU,"On-site,Contract,Associate","South Jakarta, Jakarta, Indonesia",https://www.linkedin.com/jobs/view/4017439825/?alternateChannel=search&refId=co919OOY3Q4A8TBnQgrOjg%3D%3D&trackingId=Oid4yTPMUsPA%2BMwSipC2ZA%3D%3D&trk=d_flagship3_search_srp_jobs
Agoda,"Lead Software Engineer – Front End (Bangkok based, Relocation provided)",Reposted 1 day ago,"About Agoda

Agoda is an online travel booking platform for accommodations, flights, and more. We build and deploy cutting-edge technology that connects travelers with more than 3.6 million accommodations globally. Based in Asia and part of Booking Holdings, our 6,000+ employees representing 90+ nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enhancing the ability for our customers to experience the world.

 Our Purpose –  Bridging the World Through Travel 

We believe travel allows people to enjoy, learn and experience more of the amazing world we live in. It brings individuals and cultures closer together, fostering empathy, understanding and happiness.

We are a skillful, driven and diverse team from across the globe, united by a passion to make an impact. Harnessing our innovative technologies and strong partnerships, we aim to make travel easy and rewarding for everyone.

 Get to Know our Team:  Agoda’s front-end teams focus on various product aspects including accommodations, flights, and payments. We build localized, optimized user experiences globally across mobile websites, native apps, and desktop sites, fostering innovation and constant improvement through data-driven practices.

 The Opportunity:  As a Lead Software Engineer (Front End) at Agoda, you will drive the technological evolution of our front-end systems. You will be responsible for architecting, implementing, and optimizing user interfaces that enhance the user experience for millions of travelers worldwide. This position requires a deep understanding of front-end development principles, a passion for crafting exceptional user experiences, and expertise in various front-end technologies.

 In this role, you’ll get to: 

 Lead the design and development of highly distributed, large-scale front-end applications. 
 Drive collaboration with product managers, product designers, and engineers to design, implement, and improve scalable applications and services. 
 Serve as a front-end expert on large-scale projects, providing technical guidance and mentorship. 
 Hands-on development of proof of concepts and evaluation of new technologies. 
 Implement technical, strategic decisions in cross-functional teams. 
 Leading in building a culture that optimizes applications using best practices for performance. 
 Maintaining coding standards and staying up-to-date to industry and technology development. 
 Part of strategic discussion relating to Agoda’s future technology directions and development practices. 
 Contribute to the professional development of the team. 

 What you’ll Need to Succeed: 

 10+ years of software development experience in building large scale web application, with a minimum of 3 years in a Tech Lead role. 
 Proven experience designing, building, improving, and operating high-performance, scalable front-end systems. 
 Extensive experience with client-side technologies & modern frameworks (e.g., Javascript, Typescript, React). 
 Eager to work in multiple programming languages and frameworks, constantly striving to raise technical excellence. 
 Experience mentoring and growing Senior and Staff engineers through thorough and convincing communication. 
 Provides technical direction within and across groups by leading projects and building systems with company-wide impact. 
 Strong understanding of the business and how their systems impact the bottom line; able to redirect the team based on business priorities. 
 Constantly read and learn, moving Agoda forward technically, influencing other teams, and proactively improving others. 

 It’s great if you have: 

 Knowledge of physical architecture at scale, building resilience and highly available solutions. 
 Strong experience in all aspects of client-side performance optimization. 
 Proficiency in modern coding and design practices. For example, Clean Code, SOLID principals, and TDD. 
 Knowledge of back-end technologies and how they integrate with front-end systems. 

This position is based in Bangkok, Thailand (Relocation Provided)

#sanfrancisco #sanjose #losangeles #sandiego #oakland #denver #miami #orlando #atlanta #chicago #boston #detroit #newyork #portland #philadelphia #dallas #houston #austin #seattle #sydney #melbourne #perth #toronto #vancouver #montreal #shanghai #beijing #shenzhen #prague #Brno #Ostrava #cairo #alexandria #giza #estonia #paris #berlin #munich #hamburg #stuttgart #cologne #frankfurt #hongkong #budapest #jakarta #bali #dublin #telaviv #milan #rome #tokyo #osaka #kualalumpur #amsterdam #oslo #manila #warsaw #krakow #bucharest #moscow #saintpetersburg #capetown #johannesburg #seoul #barcelona #madrid #stockholm #zurich #taipei #bangkok #Phuket #istanbul #london #manchester #edinburgh #kiev #hcmc #hanoi #wroclaw #poznan #katowice #rio #salvador #IT #ENG #5

Equal Opportunity Employer 

At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.

We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .

To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.","Back-End Web Development, Clean Coding, Front-End Development, High Performance Computing (HPC), Interfaces, Optimization, Performance Tuning, Software Development, Technical Architecture, and Web Applications",https://media.licdn.com/dms/image/v2/C4D0BAQGBa_7QNZNwpw/company-logo_100_100/company-logo_100_100/0/1656643826660/agoda_logo?e=1733356800&v=beta&t=S1ieRyzqQ6FfOkm9tTFUV-WTEcgmy7cUjcm1lzDATJ0,"Full-time,Director","Jakarta, Jakarta, Indonesia",https://www.linkedin.com/jobs/view/3999950538/?alternateChannel=search&refId=co919OOY3Q4A8TBnQgrOjg%3D%3D&trackingId=u6s0NE0a%2FN823CYArUAoXQ%3D%3D&trk=d_flagship3_search_srp_jobs
DECA Group,Live Host,8 hours ago,"Requirements:
Bachelor Degree from any major (Preferable from Communication)
Passionate of working in beauty industry & having a can do attitude
Had experience of being a host in front of camera
Have good English communication skills will be an advantage
Social media savvy 
Willing to live stream 8 hours per day


Job Description:
Plan, execute and host live stream program in TikTok and Marketplace
Able to identify trends to get more attraction in our broadcasting platform
Collect and analyze live stream data and able to process data into insights and actionable strategies
Create content for our TikTok account","Beauty, Broadcasting, Business Insights, Cameras, Communication, Content Strategy, Data Processing, English, Job Description Development, and Social Media",https://media.licdn.com/dms/image/v2/C560BAQGFv72UoWB6qA/company-logo_100_100/company-logo_100_100/0/1636622023726/everwhite_indonesia_logo?e=1733356800&v=beta&t=7zGKHCQMXqIpW5ce4WCwWvDxOtFXndcIzQizz-GWmoM,"On-site,Full-time,Entry,level","North Jakarta, Jakarta, Indonesia",https://www.linkedin.com/jobs/view/4014528592/?alternateChannel=search&refId=co919OOY3Q4A8TBnQgrOjg%3D%3D&trackingId=LNuyWjroZ8Ky8ZkBlvpnKg%3D%3D&trk=d_flagship3_search_srp_jobs
Agoda,"Workday Systems Integration Consultant (Bangkok based, relocation provided)",2 days ago,"About Agoda

Agoda is an online travel booking platform for accommodations, flights, and more. We build and deploy cutting-edge technology that connects travelers with more than 3.6 million accommodations globally. Based in Asia and part of Booking Holdings, our 6,000+ employees representing 90+ nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enhancing the ability for our customers to experience the world.

 Our Purpose –  Bridging the World Through Travel 

We believe travel allows people to enjoy, learn and experience more of the amazing world we live in. It brings individuals and cultures closer together, fostering empathy, understanding and happiness.

We are a skillful, driven and diverse team from across the globe, united by a passion to make an impact. Harnessing our innovative technologies and strong partnerships, we aim to make travel easy and rewarding for everyone.

Agoda is using a wide range of systems and tools like Workday, Zendesk, Greenhouse, etc. to support its People operations’ fast-moving pace and dynamic workforce needs globally. We are looking for a Workday Integrations Specialist to drive projects and implement solutions at scale to simplify work, automate repetitive tasks, and optimize business processes. This role will ensure service delivery excellence and timely resolution of system escalations and day-to-day issues, manage the HRIS Operations Team’s work plan and prioritization, look after regular system upgrades/enhancements, and partner with stakeholders across the department to drive continuous improvements that add value to the business.

In This Role, You’ll Get To

Drive People Technology projects and identify tech innovations and continuous improvements to meet business needs, simplify work and improve employee experience
Build simple to complex reports, integrations or automated solutions using Workday and other tools with other platforms such as Zendesk, Greenhouse, Oracle and others
Support, enhance and/or optimize existing automated solutions and processes by solving technical issues
Partner closely with key business stakeholders to assess and address overall technology needs and align on priorities, timelines, issue resolution, testing and deployment plans
Explore out-of the-box solutions to solve complex business problems and address system limitations
Implement and test major system enhancements 
Collaborate with our solutions team to design and implement custom applications
Skill up / coach more junior members of the team
Lead system-related trainings for Agoda employees and end-users across the People Team

What You’ll Need To Succeed

At least 3 years of solid HRIS integrations experience (Workday experience required)
Has strong experience with Workday Integrations and Reporting tools: PECI, Core Connectors, EIB, Studio, API, BIRT
Has strong knowledge in Workday Core HCM and other key areas (Business Processes, Security and other system configuration)
Extensive experience in implementing and supporting PECI
Has strong experience in systems implementation and/or systems integrations 
Has strong project management skills
Ability to manage stakeholder expectations
Ability to understand and explain key HRIS issues and address stakeholder requirements
Ability to leverage data to plan next steps
Familiar with agile methodology
Has good analytical and problem-solving skills
Fluency in English required

It’s Great If You Have

Experience in automation tools and programming languages outside of Workday space (MS Power Apps, SQL, HTML)
Presentation/Workshop facilitation
Possesses a global perspective and experience working with diverse cultures
Resilient, self-motivated, results-oriented and has a great sense of ownership
Collaborative and resourceful
Able to move fast, adapt to changes

 #2 #3 #IT #melbourne #london #berlin #copenhagen #seoul #tokyo #jakarta #manila #kualalumpur #singapore #hanoi #bangkok

Equal Opportunity Employer 

At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.

We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .

To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.","BIRT Project, Business Process, Human Resources Information Systems (HRIS), Microsoft Power Apps, System Configuration, System Implementations, Test Automation Tools, Workday, Workday Integration, and Workshop Facilitation",https://media.licdn.com/dms/image/v2/C4D0BAQGBa_7QNZNwpw/company-logo_100_100/company-logo_100_100/0/1656643826660/agoda_logo?e=1733356800&v=beta&t=S1ieRyzqQ6FfOkm9tTFUV-WTEcgmy7cUjcm1lzDATJ0,"Full-time,Associate","Jakarta, Jakarta, Indonesia",https://www.linkedin.com/jobs/view/4015970950/?alternateChannel=search&refId=co919OOY3Q4A8TBnQgrOjg%3D%3D&trackingId=ypmhySlX4Vq6gn84fjdjfg%3D%3D&trk=d_flagship3_search_srp_jobs
Laku6.com,Senior Fullstack Developer,6 days ago,"Company Description

Laku6 is the leading AI-first end-to-end electronics recommerce platform in Indonesia where our technology has helped over 500,000 users sell their gadgets directly for cash or via Trade-In with leading eCommerce Partners. Laku6 is part of Carousell Group, the leading multi-category platform for secondhand in Greater Southeast Asia on a mission to make secondhand the first choice. Founded in August 2012 in Singapore, the Group has a leading presence in seven markets under the brands Carousell, Carousell Media Group, Cho Tot, Laku6, LuxLexicon, Mudah.my, OneShift, REFASH and Revo Financial, serving tens of millions of monthly active users. Carousell is backed by leading investors including Telenor Group, Rakuten Ventures, Naver, STIC Investments, 500 Global and Peak XV Partners (formerly known as Sequoia Capital India).

Visit www.laku6.com for more information.

Job Description

Work within “squads” (small teams consisting of product managers, and engineers) to develop features across the web apps, mobile apps, and backend;
Work closely with product managers and designers to shape the product. You are not here just to code, but to deliver impact to the users;
Analyze business requirements and translate them to clean, maintainable code;
Became a valued member of an autonomous and cross-functional team.

Qualifications

Minimum 3 years as a Backend Developer
Proficiency in Go, NodeJS, MySQL, and PostgreSQL
Strong critical thinking, teamwork, and independent work skills
Experience in high-traffic web or mobile app
Good to have experience in front-end development or mobile development
Familiar with Git, Google Cloud Platform, and AWS
Writes clean, well-structured, object-oriented code
Excellent at prioritizing, multitasking, and meeting deadlines
Eager to learn and strive for excellence

Additional Information

By proceeding with your application, you are adhering to our PDPA policies. In case you are interested to know more, read about our Candidates Personal Data Privacy Statement.","Back-End Web Development, Business Analytics, Business Requirements, Front-End Development, Full-Stack Development, Mobile Application Development, MySQL, PostgreSQL, SQL, and Workload Prioritization",https://media.licdn.com/dms/image/v2/C4D0BAQHGzYHbygzlLQ/company-logo_100_100/company-logo_100_100/0/1631330481141?e=1733356800&v=beta&t=0sLl29nOnBSa_baRhlubFA6TBXJovUufLfsJEI3wLfo,"Hybrid,Full-time,Mid-Senior,level","West Jakarta, Jakarta, Indonesia",https://www.linkedin.com/jobs/view/4010466888/?alternateChannel=search&refId=co919OOY3Q4A8TBnQgrOjg%3D%3D&trackingId=a9Ruu6EdvrB9ymP4cKvIOQ%3D%3D&trk=d_flagship3_search_srp_jobs
PT. RAKHASA ARTHA WISESA,Mobile Developer iOS,3 weeks ago,"Requirements

 Proficiency in Swift, experience as a Swift Developer or similar role
 Knowledge of performance limits and characteristics
 Experience with embedded databases
 Experience in Mobile Developer Programmer using Flutter, Kotlin, Swift, and React Native
 Knowledge of RESTful APIs to connect to back-end services
 Understanding of UI design and a user-oriented focus & object-oriented programming

Responsibilities

 Create and develop iOS applications with swift language
 Collaborate with cross-teams to design, and ship new features
 Unit test code for robustness, including edge cases, usability, and general reliability
 Able to operationalize unit testing Code for robustness, including edge cases, usability, and general reliability
 Able to support (concept, design, testing, release and support)
 Produce mobile applications for writing clean code","Back-End Web Development, Flutter, Kotlin, Object-Oriented Programming (OOP), Programming, REST APIs, React Native, Swift (Programming Language), User Interface Design, and iOS Development",https://media.licdn.com/dms/image/v2/C560BAQG8YwIMsiLl6A/company-logo_100_100/company-logo_100_100/0/1678623590325?e=1733356800&v=beta&t=kY5kFjgzLbD7me14zLEmXpfpV3UhERCtXcRjbr7OYp8,"Hybrid,Full-time,Entry,level",Jakarta Metropolitan Area,https://www.linkedin.com/jobs/view/4015011014/?alternateChannel=search&refId=co919OOY3Q4A8TBnQgrOjg%3D%3D&trackingId=C1puB31mHlrMGsJQZpuoHg%3D%3D&trk=d_flagship3_search_srp_jobs
ITOMMEY Group,PHP Developer,9 months ago,"Responsibilities

Writing back-end code and building efficient PHP modules.
Developing back-end portals with an optimized database.
Troubleshooting application and code issues.
Integrating data storage solutions.
Responding to integration requests from front-end developers.
Finalizing back-end features and testing web applications.
Updating and altering application features to enhance performance

Requirements

Bachelor’s degree in computer science or a similar field.
Has Experience of PHP web frameworks including Laravel, and Codeigniter.
Knowledge of front-end technologies including CSS3, JavaScript, and HTML5.
Understanding of object-oriented PHP programming and Vue.
Previous experience creating scalable applications.
Proficient with code versioning tools including Git
Familiarity with SQL/NoSQL databases.
Ability to project manage.
Good problem-solving skills.","Back-End Web Development, Cascading Style Sheets (CSS), CodeIgniter, Doctrine (PHP), Front-End Development, HTML5, Laravel, PHP, Programming, and Vue.js",https://media.licdn.com/dms/image/v2/C510BAQFhqTUX2HLXfA/company-logo_100_100/company-logo_100_100/0/1630632128646/itommey_logo?e=1733356800&v=beta&t=WcGhJleND6-Iz_w75rGmVKx7G2BRS33RzLPEKMbl3Vk,"IDR6M/month,-,IDR8M/month,On-site,Full-time,Entry,level","Jakarta, Jakarta, Indonesia",https://www.linkedin.com/jobs/view/3779662263/?alternateChannel=search&refId=R0Y9BqbiYibrZPIhEnneyg%3D%3D&trackingId=gHm4cX%2FttgWPeGueWp%2BA1A%3D%3D&trk=d_flagship3_search_srp_jobs
Silvertech Asia,Front End Developer,3 weeks ago,"Overview

Bachelor’s degree in Computer Science or Information System or related field.
Minimum two years experienced in related field.
Fresh graduate are welcome to apply
A team player
Strong attention to detail and constant drive to learn
Hard working, fun and responsible person

Responsibilities

Develop new user-facing features
Build reusable code and libraries for future use
Ensure the technical feasibility of UI/UX designs
Optimize application for maximum speed and scalability
Assure that all user input is validated before submitting to back-end

Qualifications

Strong knowledge of HTML5, CSS3, JavaScript
Experience developing a web app using VanilaJS, NodeJs, VueJs, or ReactJs
Basic understanding of server-side CSS pre-processing platforms, such as LESS and SASS
Good logic, communication skills and able to solve problems quickly.

Desired Skills and Experience
Node.js, JavaScript, CSS3","Cascading Style Sheets (CSS), Front-End Development, HTML5, JavaScript, Problem Solving, Responsive Web Design, SASS, Server Side, Vue.js, and Web Applications",https://media.licdn.com/dms/image/v2/C510BAQEHV3TwT8EYuQ/company-logo_100_100/company-logo_100_100/0/1630579637853?e=1733356800&v=beta&t=34zZqSGjGgprDejbsK2JEtAheR4V4bGaL7vNG8G2eHA,"IDR6M/month,-,IDR8M/month,Hybrid,Full-time,Mid-Senior,level",Jakarta Metropolitan Area,https://www.linkedin.com/jobs/view/3999523744/?alternateChannel=search&refId=R0Y9BqbiYibrZPIhEnneyg%3D%3D&trackingId=hjZjM%2BW9W6fv8HrrERnaUw%3D%3D&trk=d_flagship3_search_srp_jobs
